dataset,query_id,method,preference_source,preference_source_note,n_nodes,n_edges,graph_density,n_sccs,largest_scc,is_cyclic,n_non_trivial_sccs,scc_cycle_burden,fas_weight_removed,fas_n_edges_removed,graph_ref_bew_pre,graph_ref_bew_post,graph_ref_pic_pre,graph_ref_pic_post,n_eval_candidates,primary_metric,backward_edge_weight,pairwise_inconsistency,kendall_tau,kendall_tau_legacy,ndcg_at_k,map_at_k,precision_at_k,recall_at_k,pairwise_accuracy,runtime_pref_gen_s,runtime_graph_build_s,runtime_cycle_detect_s,runtime_fas_solver_s,runtime_ranking_s,runtime_evaluation_s,runtime_total_s
scidocs,q_sci_000164,score_sum,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,8,13,True,1,13,10.0,10,13.0,10.0,13,10,20,ndcg_at_k,13.0,13,0.378947,0.466667,1.0,1.0,0.15,1.0,1.0,0.000177,0.000398,2.2e-05,0.002219,3.2e-05,0.001464,0.206777
scidocs,q_sci_000164,borda,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,8,13,True,1,13,10.0,10,13.0,10.0,13,10,20,ndcg_at_k,13.0,13,0.378947,0.466667,1.0,1.0,0.15,1.0,1.0,0.000177,0.000398,2.2e-05,0.002219,2.4e-05,0.001464,0.206777
scidocs,q_sci_000164,pagerank,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,8,13,True,1,13,10.0,10,13.0,10.0,13,10,20,ndcg_at_k,13.0,13,0.126316,0.777778,1.0,1.0,0.15,1.0,1.0,0.000177,0.000398,2.2e-05,0.002219,0.201959,0.001464,0.206777
scidocs,q_sci_000164,greedy_fas_topological,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,8,13,True,1,13,10.0,10,13.0,10.0,13,10,20,ndcg_at_k,8.0,8,-0.010526,0.022222,0.470191,0.240741,0.15,1.0,0.627451,0.000177,0.000398,2.2e-05,0.002219,8.8e-05,0.001464,0.206777
scidocs,q_sci_000164,greedy_fas_weighted_balance,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,8,13,True,1,13,10.0,10,13.0,10.0,13,10,20,ndcg_at_k,13.0,13,0.284211,0.555556,1.0,1.0,0.15,1.0,1.0,0.000177,0.000398,2.2e-05,0.002219,4.3e-05,0.001464,0.206777
scidocs,q_sci_000164,greedy_fas_copeland,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,8,13,True,1,13,10.0,10,13.0,10.0,13,10,20,ndcg_at_k,13.0,13,0.284211,0.555556,1.0,1.0,0.15,1.0,1.0,0.000177,0.000398,2.2e-05,0.002219,3.6e-05,0.001464,0.206777
scidocs,q_sci_000164,greedy_fas_score_augmented_topological,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,8,13,True,1,13,10.0,10,13.0,10.0,13,10,20,ndcg_at_k,8.0,8,-0.315789,0.2,0.48105,0.257576,0.15,1.0,0.666667,0.000177,0.000398,2.2e-05,0.002219,5.8e-05,0.001464,0.206777
scidocs,q_sci_000164,fas_balance_score_prior_alpha_beta,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,8,13,True,1,13,10.0,10,13.0,10.0,13,10,20,ndcg_at_k,13.0,13,0.263158,0.555556,1.0,1.0,0.15,1.0,1.0,0.000177,0.000398,2.2e-05,0.002219,5.6e-05,0.001464,0.206777
scidocs,q_sci_000164,hybrid_rrf_fas_regularized,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,8,13,True,1,13,10.0,10,13.0,10.0,13,10,20,ndcg_at_k,13.0,13,0.284211,0.555556,1.0,1.0,0.15,1.0,1.0,0.000177,0.000398,2.2e-05,0.002219,5.1e-05,0.001464,0.206777
scidocs,q_sci_000164,hybrid_rrf_balance_a05,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,8,13,True,1,13,10.0,10,13.0,10.0,13,10,20,ndcg_at_k,13.0,13,0.284211,0.555556,1.0,1.0,0.15,1.0,1.0,0.000177,0.000398,2.2e-05,0.002219,3.8e-05,0.001464,0.206777
scidocs,q_sci_000164,hybrid_rrf_copeland_a03,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,8,13,True,1,13,10.0,10,13.0,10.0,13,10,20,ndcg_at_k,13.0,13,0.284211,0.555556,1.0,1.0,0.15,1.0,1.0,0.000177,0.000398,2.2e-05,0.002219,3.7e-05,0.001464,0.206777
scidocs,q_sci_000164,hybrid_rrf_priority_topo_a03,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,8,13,True,1,13,10.0,10,13.0,10.0,13,10,20,ndcg_at_k,8.0,8,-0.178947,0.155556,0.48105,0.257576,0.15,1.0,0.666667,0.000177,0.000398,2.2e-05,0.002219,7.5e-05,0.001464,0.206777
scidocs,q_sci_000383,score_sum,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,11,10,True,1,10,7.0,7,8.0,4.0,8,4,20,ndcg_at_k,8.0,8,0.410526,0.777778,1.0,1.0,0.15,1.0,1.0,0.000152,0.000106,1.9e-05,0.001689,2.9e-05,0.00136,0.007267
scidocs,q_sci_000383,borda,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,11,10,True,1,10,7.0,7,8.0,4.0,8,4,20,ndcg_at_k,8.0,8,0.410526,0.777778,1.0,1.0,0.15,1.0,1.0,0.000152,0.000106,1.9e-05,0.001689,2.1e-05,0.00136,0.007267
scidocs,q_sci_000383,pagerank,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,11,10,True,1,10,7.0,7,8.0,4.0,8,4,20,ndcg_at_k,8.0,8,0.094737,0.6,1.0,1.0,0.15,1.0,1.0,0.000152,0.000106,1.9e-05,0.001689,0.003468,0.00136,0.007267
scidocs,q_sci_000383,greedy_fas_topological,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,11,10,True,1,10,7.0,7,8.0,4.0,8,4,20,ndcg_at_k,6.0,6,-0.031579,0.422222,0.812653,0.611111,0.15,1.0,0.843137,0.000152,0.000106,1.9e-05,0.001689,7.9e-05,0.00136,0.007267
scidocs,q_sci_000383,greedy_fas_weighted_balance,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,11,10,True,1,10,7.0,7,8.0,4.0,8,4,20,ndcg_at_k,8.0,8,0.336842,0.777778,1.0,1.0,0.15,1.0,1.0,0.000152,0.000106,1.9e-05,0.001689,3e-05,0.00136,0.007267
scidocs,q_sci_000383,greedy_fas_copeland,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,11,10,True,1,10,7.0,7,8.0,4.0,8,4,20,ndcg_at_k,8.0,8,0.336842,0.777778,1.0,1.0,0.15,1.0,1.0,0.000152,0.000106,1.9e-05,0.001689,2.9e-05,0.00136,0.007267
scidocs,q_sci_000383,greedy_fas_score_augmented_topological,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,11,10,True,1,10,7.0,7,8.0,4.0,8,4,20,ndcg_at_k,6.0,6,-0.484211,0.244444,0.851959,0.680556,0.15,1.0,0.882353,0.000152,0.000106,1.9e-05,0.001689,5e-05,0.00136,0.007267
scidocs,q_sci_000383,fas_balance_score_prior_alpha_beta,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,11,10,True,1,10,7.0,7,8.0,4.0,8,4,20,ndcg_at_k,8.0,8,0.336842,0.777778,1.0,1.0,0.15,1.0,1.0,0.000152,0.000106,1.9e-05,0.001689,4.9e-05,0.00136,0.007267
scidocs,q_sci_000383,hybrid_rrf_fas_regularized,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,11,10,True,1,10,7.0,7,8.0,4.0,8,4,20,ndcg_at_k,8.0,8,0.336842,0.777778,1.0,1.0,0.15,1.0,1.0,0.000152,0.000106,1.9e-05,0.001689,4e-05,0.00136,0.007267
