method,n_queries,bew_mean,bew_median,bew_max,bew_min,pic_mean,pic_median,pic_max,tau_mean,tau_median,tau_max,tau_legacy_mean,ndcg_mean,map_mean,precision_at_k_mean,recall_at_k_mean,pairwise_accuracy_mean,runtime_mean_s,runtime_median_s,runtime_max_s,n_nodes_mean,n_edges_mean,cyclic_pct,fas_removed_weight_mean,graph_ref_bew_pre_mean,graph_ref_bew_post_mean,graph_ref_pic_pre_mean,graph_ref_pic_post_mean
score_sum,50,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.51379798,1.0,1.0,0.192,1.0,1.0,0.008883480000000001,0.004587000000000001,0.188114,20.0,61.4,0.0,0.0,0.0,0.0,0.0,0.0
borda,50,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.51379798,1.0,1.0,0.192,1.0,1.0,0.008883480000000001,0.004587000000000001,0.188114,20.0,61.4,0.0,0.0,0.0,0.0,0.0,0.0
pagerank,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.34084212,0.336842,0.557895,0.49339398,1.0,1.0,0.192,1.0,1.0,0.008883480000000001,0.004587000000000001,0.188114,20.0,61.4,0.0,0.0,0.0,0.0,0.0,0.0
greedy_fas_topological,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.34084212,0.336842,0.557895,0.49339398,1.0,1.0,0.192,1.0,1.0,0.008883480000000001,0.004587000000000001,0.188114,20.0,61.4,0.0,0.0,0.0,0.0,0.0,0.0
greedy_fas_weighted_balance,50,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.51379798,1.0,1.0,0.192,1.0,1.0,0.008883480000000001,0.004587000000000001,0.188114,20.0,61.4,0.0,0.0,0.0,0.0,0.0,0.0
greedy_fas_copeland,50,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.51379798,1.0,1.0,0.192,1.0,1.0,0.008883480000000001,0.004587000000000001,0.188114,20.0,61.4,0.0,0.0,0.0,0.0,0.0,0.0
greedy_fas_score_augmented_topological,50,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.35368424,-0.326316,-0.210526,0.51597978,1.0,1.0,0.192,1.0,1.0,0.008883480000000001,0.004587000000000001,0.188114,20.0,61.4,0.0,0.0,0.0,0.0,0.0,0.0
fas_balance_score_prior_alpha_beta,50,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.51379798,1.0,1.0,0.192,1.0,1.0,0.008883480000000001,0.004587000000000001,0.188114,20.0,61.4,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_rrf_fas_regularized,50,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.51379798,1.0,1.0,0.192,1.0,1.0,0.008883480000000001,0.004587000000000001,0.188114,20.0,61.4,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_rrf_balance_a05,50,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.51379798,1.0,1.0,0.192,1.0,1.0,0.008883480000000001,0.004587000000000001,0.188114,20.0,61.4,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_rrf_copeland_a03,50,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.51379798,1.0,1.0,0.192,1.0,1.0,0.008883480000000001,0.004587000000000001,0.188114,20.0,61.4,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_rrf_priority_topo_a03,50,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.35368424,-0.326316,-0.210526,0.51597978,1.0,1.0,0.192,1.0,1.0,0.008883480000000001,0.004587000000000001,0.188114,20.0,61.4,0.0,0.0,0.0,0.0,0.0,0.0
