dataset,query_id,method,preference_source,preference_source_note,n_nodes,n_edges,graph_density,n_sccs,largest_scc,is_cyclic,n_non_trivial_sccs,scc_cycle_burden,fas_weight_removed,fas_n_edges_removed,graph_ref_bew_pre,graph_ref_bew_post,graph_ref_pic_pre,graph_ref_pic_post,n_eval_candidates,primary_metric,backward_edge_weight,pairwise_inconsistency,kendall_tau,kendall_tau_legacy,ndcg_at_k,map_at_k,precision_at_k,recall_at_k,pairwise_accuracy,runtime_pref_gen_s,runtime_graph_build_s,runtime_cycle_detect_s,runtime_fas_solver_s,runtime_ranking_s,runtime_evaluation_s,runtime_total_s
scidocs,ba69c46c62b525941e91d0788d20b6ef91847cc4,score_sum,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,75,0.197368,9,12,True,1,12,11.0,11,10.0,3.0,10,3,20,ndcg_at_k,10.0,10,0.442105,0.580952,1.0,1.0,0.25,1.0,1.0,0.000153,0.000268,2.7e-05,0.001544,2.5e-05,0.00095,0.11757
scidocs,ba69c46c62b525941e91d0788d20b6ef91847cc4,borda,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,75,0.197368,9,12,True,1,12,11.0,11,10.0,3.0,10,3,20,ndcg_at_k,10.0,10,0.442105,0.580952,1.0,1.0,0.25,1.0,1.0,0.000153,0.000268,2.7e-05,0.001544,1.6e-05,0.00095,0.11757
scidocs,ba69c46c62b525941e91d0788d20b6ef91847cc4,pagerank,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,75,0.197368,9,12,True,1,12,11.0,11,10.0,3.0,10,3,20,ndcg_at_k,10.0,10,0.157895,0.466667,0.918216,0.79619,0.25,1.0,0.92,0.000153,0.000268,2.7e-05,0.001544,0.114246,0.00095,0.11757
scidocs,ba69c46c62b525941e91d0788d20b6ef91847cc4,greedy_fas_topological,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,75,0.197368,9,12,True,1,12,11.0,11,10.0,3.0,10,3,20,ndcg_at_k,9.0,9,0.210526,0.447619,0.935192,0.816667,0.25,1.0,0.88,0.000153,0.000268,2.7e-05,0.001544,7.5e-05,0.00095,0.11757
scidocs,ba69c46c62b525941e91d0788d20b6ef91847cc4,greedy_fas_weighted_balance,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,75,0.197368,9,12,True,1,12,11.0,11,10.0,3.0,10,3,20,ndcg_at_k,10.0,10,0.431579,0.619048,1.0,1.0,0.25,1.0,1.0,0.000153,0.000268,2.7e-05,0.001544,3.1e-05,0.00095,0.11757
scidocs,ba69c46c62b525941e91d0788d20b6ef91847cc4,greedy_fas_copeland,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,75,0.197368,9,12,True,1,12,11.0,11,10.0,3.0,10,3,20,ndcg_at_k,10.0,10,0.431579,0.619048,1.0,1.0,0.25,1.0,1.0,0.000153,0.000268,2.7e-05,0.001544,2.5e-05,0.00095,0.11757
scidocs,ba69c46c62b525941e91d0788d20b6ef91847cc4,greedy_fas_score_augmented_topological,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,75,0.197368,9,12,True,1,12,11.0,11,10.0,3.0,10,3,20,ndcg_at_k,9.0,9,-0.031579,0.390476,0.948538,0.850909,0.25,1.0,0.906667,0.000153,0.000268,2.7e-05,0.001544,3.2e-05,0.00095,0.11757
scidocs,ba69c46c62b525941e91d0788d20b6ef91847cc4,fas_balance_score_prior_alpha_beta,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,75,0.197368,9,12,True,1,12,11.0,11,10.0,3.0,10,3,20,ndcg_at_k,10.0,10,0.4,0.580952,1.0,1.0,0.25,1.0,1.0,0.000153,0.000268,2.7e-05,0.001544,4.3e-05,0.00095,0.11757
scidocs,ba69c46c62b525941e91d0788d20b6ef91847cc4,hybrid_rrf_fas_regularized,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,75,0.197368,9,12,True,1,12,11.0,11,10.0,3.0,10,3,20,ndcg_at_k,10.0,10,0.410526,0.580952,1.0,1.0,0.25,1.0,1.0,0.000153,0.000268,2.7e-05,0.001544,3.3e-05,0.00095,0.11757
scidocs,ba69c46c62b525941e91d0788d20b6ef91847cc4,hybrid_rrf_balance_a05,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,75,0.197368,9,12,True,1,12,11.0,11,10.0,3.0,10,3,20,ndcg_at_k,10.0,10,0.410526,0.580952,1.0,1.0,0.25,1.0,1.0,0.000153,0.000268,2.7e-05,0.001544,2.7e-05,0.00095,0.11757
scidocs,ba69c46c62b525941e91d0788d20b6ef91847cc4,hybrid_rrf_copeland_a03,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,75,0.197368,9,12,True,1,12,11.0,11,10.0,3.0,10,3,20,ndcg_at_k,10.0,10,0.410526,0.580952,1.0,1.0,0.25,1.0,1.0,0.000153,0.000268,2.7e-05,0.001544,2.3e-05,0.00095,0.11757
scidocs,ba69c46c62b525941e91d0788d20b6ef91847cc4,hybrid_rrf_priority_topo_a03,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,75,0.197368,9,12,True,1,12,11.0,11,10.0,3.0,10,3,20,ndcg_at_k,9.0,9,-0.031579,0.390476,0.948538,0.850909,0.25,1.0,0.906667,0.000153,0.000268,2.7e-05,0.001544,5.2e-05,0.00095,0.11757
scidocs,7526f88d4ee7a380fecd05c1f92208ad94605cec,score_sum,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,64,0.168421,11,10,True,1,10,7.0,7,7.0,4.0,7,4,20,ndcg_at_k,7.0,7,0.705263,0.561905,1.0,1.0,0.2,1.0,1.0,0.000113,8.1e-05,1.2e-05,0.001053,2e-05,0.000896,0.004262
scidocs,7526f88d4ee7a380fecd05c1f92208ad94605cec,borda,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,64,0.168421,11,10,True,1,10,7.0,7,7.0,4.0,7,4,20,ndcg_at_k,7.0,7,0.705263,0.561905,1.0,1.0,0.2,1.0,1.0,0.000113,8.1e-05,1.2e-05,0.001053,1.4e-05,0.000896,0.004262
