query_id,stop_budget_frac,stopped,ndcg_vs_bm25,premature_stop_qrel_label,exhaustive_improvement_available,bm25_gap_at_cutoff,upset_fraction_in_revealed,has_cycle_at_stop,n_revealed_at_stop
5f1f12015d55c51764be27df92de175d2de8ee0d,0.02857142857142857,True,0.02351175279410167,True,0.0715408168054511,0.07735490790864533,0.6666666666666666,False,3
2747421989619d293c05b0b82a547009128ebadb,0.047619047619047616,True,-0.010393774812847645,True,0.31564845247951445,0.006769369299235689,0.2,False,5
7323c2d32d6cdc3604dcedc574508d042ce3821e,0.09523809523809523,True,0.09433949418128951,True,0.16958010263680812,0.002113155351794259,0.4,False,10
9003fb79e7848ced3be975c3d87a9348a4b8d377,0.11428571428571428,True,-0.0056350896139378825,True,0.02786842385744026,0.10491165370780793,0.08333333333333333,False,12
5137d6a245dffe321df34999fa77e190c19b4c37,0.1619047619047619,True,0.0,True,0.04946899228829016,0.010258355046272247,0.17647058823529413,False,17
c20b4068be640ebaffbc56382c3e4e0bcf62664e,0.1619047619047619,True,0.0,False,0.0,0.0028383615508834094,0.17647058823529413,False,17
3ad8328b066bedca77c858a399a77521563d5c99,0.17142857142857143,True,0.0,True,0.09317496203503339,0.10048404040326919,0.16666666666666666,False,18
866b1a9819f662ac2499be231965ded8e0323c7f,0.24761904761904763,True,0.24816574496561816,True,0.4419892061955326,0.002273712378259938,0.46153846153846156,False,26
29373c5bb0d60320844905916aec09d64c24cd79,0.2761904761904762,True,0.008953846535906917,True,0.16884036671084368,0.0,0.034482758620689655,False,29
6079719b677d0abda12abcd5cd46582ca91585ad,0.2761904761904762,True,0.2314539974880892,True,0.547815525385867,0.0007263666989863402,0.4482758620689655,False,29
0daf48d0ce4e4200a753c28519f5761b160944fb,0.29523809523809524,True,0.004895737244352216,True,0.02910768238943018,0.0007432011757745656,0.1935483870967742,False,31
b37225fc67e1aeeb7877c4691f9036ed5cc01efa,0.29523809523809524,True,0.04732887166037303,True,0.31910426144692583,0.005358777977094411,0.45161290322580644,False,31
8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,0.3047619047619048,True,0.0,False,0.0,0.0031829507832126513,0.28125,False,32
4a343313042b654c7d85313de3d88486a1d0e9de,0.3142857142857143,True,0.0,False,0.0,0.011405716405752872,0.2727272727272727,False,33
0c3ffd5f1b577e38604f361ee71feb312b5b0cab,0.3238095238095238,True,0.1700153100147329,True,0.22780443506675807,0.0,0.17647058823529413,False,34
c05ae45c262b270df1e99a32efa35036aae8d950,0.3238095238095238,True,0.14000808045209812,False,0.15382625078432854,0.0040318652434971555,0.5,False,34
c4e76b318149a106563d53892dde801a37a637cc,0.3238095238095238,True,0.11696066745327616,True,0.14606834984270634,0.0006408330034544593,0.3235294117647059,False,34
1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,0.34285714285714286,True,0.10699313236726382,True,0.13120507751234178,0.05604288651862219,0.3055555555555556,False,36
1a66df57f88e689438d505474eff73e3a9180c5b,0.3523809523809524,True,0.03621305377817263,True,0.24745658496355216,0.0010751559968360802,0.40540540540540543,False,37
dc344ea8e993584b924522d95febaeb74de2ad30,0.37142857142857144,True,0.0,False,0.0,0.09947985694879653,0.38461538461538464,True,39
b8eea99bb5345329ea058072133f568f7bdd27bd,0.4666666666666667,True,0.40882341451454796,False,0.4269750902690177,0.0011516177656898073,0.46938775510204084,True,49
e642d6014a5762128a28f85dae2228826e682974,0.4666666666666667,True,0.0,False,0.0,0.0012554022636465968,0.24489795918367346,False,49
78495383450e02c5fe817e408726134b3084905d,0.47619047619047616,True,0.24712064296748393,True,0.29109159768727866,0.003492395286016567,0.42,False,50
661a03482f0532b7355188059b2263091ade1bae,0.5047619047619047,True,0.0,False,0.0,0.0008583133824259168,0.32075471698113206,True,53
8bb49c0658d7b7cff42c655a6d7e005372ad32ea,0.5142857142857142,True,0.13120507751234178,False,0.13120507751234178,0.01587208862242598,0.3888888888888889,True,54
b47402a9a68f23b548ae6e0349700ea651b7a373,0.5238095238095238,True,0.1702802949877843,False,0.15988652017493676,7.492362583527874e-06,0.36363636363636365,True,55
e5adfc2f23602a5256e89b84615e1434e5375f0e,0.5238095238095238,True,0.09243522610906885,False,0.09243522610906885,0.011376145798943912,0.5636363636363636,False,55
6affd37b83d4fca0d0e54e5d75433a74cb142671,0.5619047619047619,True,0.0,False,0.0,0.002812603036279615,0.2711864406779661,True,59
b8397b4418bb1d576210d9a39d44725d6ffb2a44,0.5714285714285714,True,0.13120507751234178,False,0.14991898508892432,0.0,0.25,True,60
7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,0.5904761904761905,True,0.1691157628415284,False,0.1385277710760392,0.0006959982993736957,0.5,True,62
28f3343d2419147213e7580934cfc4e0cb88b088,0.6,False,0.14606834984270634,False,0.13120507751234178,0.004166252318554338,0.36507936507936506,True,63
6f54a7933235ced5684e3bff18f7e5dc40510018,0.6,True,0.16478225741928898,True,0.29528714258065447,0.006937798295788444,0.42857142857142855,False,63
7445178858159988f2b17aa21376e13767fce5a6,0.6,False,0.2280029414610052,False,0.2280029414610052,0.0,0.31746031746031744,True,63
9e76a700f03ef476b964b27e23c071163e44c232,0.6,False,0.0,False,0.0,0.001130656728559035,0.2698412698412698,True,63
b045f045e331700cdef309e0d40b15a64cdf5b8a,0.6,False,0.24309394712395782,False,0.24309394712395782,0.02251867231278023,0.2857142857142857,True,63
