dataset,query_id,method,preference_source,preference_source_note,n_nodes,n_edges,graph_density,n_sccs,largest_scc,is_cyclic,n_non_trivial_sccs,scc_cycle_burden,fas_weight_removed,fas_n_edges_removed,graph_ref_bew_pre,graph_ref_bew_post,graph_ref_pic_pre,graph_ref_pic_post,n_eval_candidates,primary_metric,backward_edge_weight,pairwise_inconsistency,kendall_tau,kendall_tau_legacy,ndcg_at_k,map_at_k,precision_at_k,recall_at_k,pairwise_accuracy,runtime_pref_gen_s,runtime_graph_build_s,runtime_cycle_detect_s,runtime_fas_solver_s,runtime_ranking_s,runtime_evaluation_s,runtime_total_s
hotpotqa,5a88a42f554299206df2b317,score_sum,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,16,0.177778,7,4,True,1,4,1.0,1,2.0,2.0,2,2,10,ndcg_at_k,2.0,2,1.0,0.2,1.0,1.0,0.2,1.0,1.0,8.1e-05,0.00021,1.3e-05,0.000452,1.3e-05,0.000427,0.112699
hotpotqa,5a88a42f554299206df2b317,borda,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,16,0.177778,7,4,True,1,4,1.0,1,2.0,2.0,2,2,10,ndcg_at_k,2.0,2,1.0,0.2,1.0,1.0,0.2,1.0,1.0,8.1e-05,0.00021,1.3e-05,0.000452,1.2e-05,0.000427,0.112699
hotpotqa,5a88a42f554299206df2b317,pagerank,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,16,0.177778,7,4,True,1,4,1.0,1,2.0,2.0,2,2,10,ndcg_at_k,2.0,2,0.733333,0.022222,1.0,1.0,0.2,1.0,1.0,8.1e-05,0.00021,1.3e-05,0.000452,0.111293,0.000427,0.112699
hotpotqa,5a88a42f554299206df2b317,greedy_fas_topological,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,16,0.177778,7,4,True,1,4,1.0,1,2.0,2.0,2,2,10,ndcg_at_k,1.0,1,0.555556,-0.155556,0.650921,0.5,0.2,1.0,0.8125,8.1e-05,0.00021,1.3e-05,0.000452,3.9e-05,0.000427,0.112699
hotpotqa,5a88a42f554299206df2b317,greedy_fas_weighted_balance,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,16,0.177778,7,4,True,1,4,1.0,1,2.0,2.0,2,2,10,ndcg_at_k,2.0,2,0.911111,0.111111,1.0,1.0,0.2,1.0,1.0,8.1e-05,0.00021,1.3e-05,0.000452,2.1e-05,0.000427,0.112699
hotpotqa,5a88a42f554299206df2b317,greedy_fas_copeland,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,16,0.177778,7,4,True,1,4,1.0,1,2.0,2.0,2,2,10,ndcg_at_k,2.0,2,0.911111,0.111111,1.0,1.0,0.2,1.0,1.0,8.1e-05,0.00021,1.3e-05,0.000452,1.7e-05,0.000427,0.112699
hotpotqa,5a88a42f554299206df2b317,greedy_fas_score_augmented_topological,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,16,0.177778,7,4,True,1,4,1.0,1,2.0,2.0,2,2,10,ndcg_at_k,1.0,1,0.111111,0.022222,0.650921,0.5,0.2,1.0,0.8125,8.1e-05,0.00021,1.3e-05,0.000452,1.8e-05,0.000427,0.112699
hotpotqa,5a88a42f554299206df2b317,fas_balance_score_prior_alpha_beta,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,16,0.177778,7,4,True,1,4,1.0,1,2.0,2.0,2,2,10,ndcg_at_k,2.0,2,0.911111,0.111111,1.0,1.0,0.2,1.0,1.0,8.1e-05,0.00021,1.3e-05,0.000452,2.7e-05,0.000427,0.112699
hotpotqa,5a88a42f554299206df2b317,hybrid_rrf_fas_regularized,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,16,0.177778,7,4,True,1,4,1.0,1,2.0,2.0,2,2,10,ndcg_at_k,2.0,2,0.911111,0.111111,1.0,1.0,0.2,1.0,1.0,8.1e-05,0.00021,1.3e-05,0.000452,1.9e-05,0.000427,0.112699
hotpotqa,5a88a42f554299206df2b317,hybrid_rrf_balance_a05,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,16,0.177778,7,4,True,1,4,1.0,1,2.0,2.0,2,2,10,ndcg_at_k,2.0,2,0.911111,0.111111,1.0,1.0,0.2,1.0,1.0,8.1e-05,0.00021,1.3e-05,0.000452,1.5e-05,0.000427,0.112699
hotpotqa,5a88a42f554299206df2b317,hybrid_rrf_copeland_a03,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,16,0.177778,7,4,True,1,4,1.0,1,2.0,2.0,2,2,10,ndcg_at_k,2.0,2,0.911111,0.111111,1.0,1.0,0.2,1.0,1.0,8.1e-05,0.00021,1.3e-05,0.000452,1.5e-05,0.000427,0.112699
hotpotqa,5a88a42f554299206df2b317,hybrid_rrf_priority_topo_a03,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,16,0.177778,7,4,True,1,4,1.0,1,2.0,2.0,2,2,10,ndcg_at_k,1.0,1,0.111111,0.022222,0.650921,0.5,0.2,1.0,0.8125,8.1e-05,0.00021,1.3e-05,0.000452,2.7e-05,0.000427,0.112699
hotpotqa,5ae663b05542992ae0d16316,score_sum,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,9,0.1,10,1,False,0,0,0,0,4.0,4.0,4,4,10,ndcg_at_k,4.0,4,0.6,0.155556,1.0,1.0,0.1,1.0,1.0,5.5e-05,3e-05,1.4e-05,0.000207,9e-06,0.00042,0.00171
hotpotqa,5ae663b05542992ae0d16316,borda,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,9,0.1,10,1,False,0,0,0,0,4.0,4.0,4,4,10,ndcg_at_k,4.0,4,0.6,0.155556,1.0,1.0,0.1,1.0,1.0,5.5e-05,3e-05,1.4e-05,0.000207,9e-06,0.00042,0.00171
hotpotqa,5ae663b05542992ae0d16316,pagerank,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,9,0.1,10,1,False,0,0,0,0,4.0,4.0,4,4,10,ndcg_at_k,4.0,4,0.244444,0.155556,1.0,1.0,0.1,1.0,1.0,5.5e-05,3e-05,1.4e-05,0.000207,0.000801,0.00042,0.00171
hotpotqa,5ae663b05542992ae0d16316,greedy_fas_topological,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,9,0.1,10,1,False,0,0,0,0,4.0,4.0,4,4,10,ndcg_at_k,0.0,0,0.066667,-0.022222,0.386853,0.2,0.1,1.0,0.555556,5.5e-05,3e-05,1.4e-05,0.000207,2.9e-05,0.00042,0.00171
hotpotqa,5ae663b05542992ae0d16316,greedy_fas_weighted_balance,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,9,0.1,10,1,False,0,0,0,0,4.0,4.0,4,4,10,ndcg_at_k,3.0,3,0.555556,0.111111,0.63093,0.5,0.1,1.0,0.888889,5.5e-05,3e-05,1.4e-05,0.000207,1.3e-05,0.00042,0.00171
hotpotqa,5ae663b05542992ae0d16316,greedy_fas_copeland,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,9,0.1,10,1,False,0,0,0,0,4.0,4.0,4,4,10,ndcg_at_k,3.0,3,0.555556,0.111111,0.63093,0.5,0.1,1.0,0.888889,5.5e-05,3e-05,1.4e-05,0.000207,1.3e-05,0.00042,0.00171
hotpotqa,5ae663b05542992ae0d16316,greedy_fas_score_augmented_topological,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,9,0.1,10,1,False,0,0,0,0,4.0,4.0,4,4,10,ndcg_at_k,0.0,0,-0.288889,0.066667,0.386853,0.2,0.1,1.0,0.555556,5.5e-05,3e-05,1.4e-05,0.000207,1.7e-05,0.00042,0.00171
hotpotqa,5ae663b05542992ae0d16316,fas_balance_score_prior_alpha_beta,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,9,0.1,10,1,False,0,0,0,0,4.0,4.0,4,4,10,ndcg_at_k,4.0,4,0.6,0.155556,1.0,1.0,0.1,1.0,1.0,5.5e-05,3e-05,1.4e-05,0.000207,2e-05,0.00042,0.00171
hotpotqa,5ae663b05542992ae0d16316,hybrid_rrf_fas_regularized,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,9,0.1,10,1,False,0,0,0,0,4.0,4.0,4,4,10,ndcg_at_k,4.0,4,0.6,0.155556,1.0,1.0,0.1,1.0,1.0,5.5e-05,3e-05,1.4e-05,0.000207,1.6e-05,0.00042,0.00171
hotpotqa,5ae663b05542992ae0d16316,hybrid_rrf_balance_a05,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,9,0.1,10,1,False,0,0,0,0,4.0,4.0,4,4,10,ndcg_at_k,4.0,4,0.6,0.155556,1.0,1.0,0.1,1.0,1.0,5.5e-05,3e-05,1.4e-05,0.000207,1.9e-05,0.00042,0.00171
hotpotqa,5ae663b05542992ae0d16316,hybrid_rrf_copeland_a03,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,9,0.1,10,1,False,0,0,0,0,4.0,4.0,4,4,10,ndcg_at_k,4.0,4,0.6,0.155556,1.0,1.0,0.1,1.0,1.0,5.5e-05,3e-05,1.4e-05,0.000207,1.4e-05,0.00042,0.00171
hotpotqa,5ae663b05542992ae0d16316,hybrid_rrf_priority_topo_a03,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,9,0.1,10,1,False,0,0,0,0,4.0,4.0,4,4,10,ndcg_at_k,0.0,0,-0.288889,0.066667,0.386853,0.2,0.1,1.0,0.555556,5.5e-05,3e-05,1.4e-05,0.000207,2.4e-05,0.00042,0.00171
hotpotqa,5ab6993f554299110f219a2b,score_sum,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,9,0.1,10,1,False,0,0,0,0,2.0,2.0,2,2,10,ndcg_at_k,2.0,2,0.644444,0.111111,1.0,1.0,0.1,1.0,1.0,4.8e-05,2.5e-05,1.2e-05,0.000212,9e-06,0.000405,0.001837
hotpotqa,5ab6993f554299110f219a2b,borda,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,9,0.1,10,1,False,0,0,0,0,2.0,2.0,2,2,10,ndcg_at_k,2.0,2,0.644444,0.111111,1.0,1.0,0.1,1.0,1.0,4.8e-05,2.5e-05,1.2e-05,0.000212,9e-06,0.000405,0.001837
hotpotqa,5ab6993f554299110f219a2b,pagerank,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,9,0.1,10,1,False,0,0,0,0,2.0,2.0,2,2,10,ndcg_at_k,2.0,2,0.155556,-0.022222,1.0,1.0,0.1,1.0,1.0,4.8e-05,2.5e-05,1.2e-05,0.000212,0.000966,0.000405,0.001837
hotpotqa,5ab6993f554299110f219a2b,greedy_fas_topological,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,9,0.1,10,1,False,0,0,0,0,2.0,2.0,2,2,10,ndcg_at_k,0.0,0,0.066667,-0.111111,0.5,0.333333,0.1,1.0,0.777778,4.8e-05,2.5e-05,1.2e-05,0.000212,2.7e-05,0.000405,0.001837
hotpotqa,5ab6993f554299110f219a2b,greedy_fas_weighted_balance,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,9,0.1,10,1,False,0,0,0,0,2.0,2.0,2,2,10,ndcg_at_k,2.0,2,0.644444,0.111111,1.0,1.0,0.1,1.0,1.0,4.8e-05,2.5e-05,1.2e-05,0.000212,1.1e-05,0.000405,0.001837
hotpotqa,5ab6993f554299110f219a2b,greedy_fas_copeland,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,9,0.1,10,1,False,0,0,0,0,2.0,2.0,2,2,10,ndcg_at_k,2.0,2,0.644444,0.111111,1.0,1.0,0.1,1.0,1.0,4.8e-05,2.5e-05,1.2e-05,0.000212,1.2e-05,0.000405,0.001837
hotpotqa,5ab6993f554299110f219a2b,greedy_fas_score_augmented_topological,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,10,9,0.1,10,1,False,0,0,0,0,2.0,2.0,2,2,10,ndcg_at_k,0.0,0,-0.422222,-0.066667,0.5,0.333333,0.1,1.0,0.777778,4.8e-05,2.5e-05,1.2e-05,0.000212,1.6e-05,0.000405,0.001837
