method,n_queries,bew_mean,bew_median,bew_max,bew_min,pic_mean,pic_median,pic_max,tau_mean,tau_median,tau_max,tau_legacy_mean,ndcg_mean,map_mean,precision_at_k_mean,recall_at_k_mean,pairwise_accuracy_mean,runtime_mean_s,runtime_median_s,runtime_max_s,n_nodes_mean,n_edges_mean,cyclic_pct,fas_removed_weight_mean,graph_ref_bew_pre_mean,graph_ref_bew_post_mean,graph_ref_pic_pre_mean,graph_ref_pic_post_mean
score_sum,497,1.756539235412475,2.0,7.0,0.0,1.756539235412475,2,7,0.7671521327967806,0.777778,1.0,0.2696464647887324,1.0,1.0,0.137460476861167,1.0,1.0,0.002125414486921529,0.001833,0.112699,9.977867203219317,11.569416498993963,18.30985915492958,0.2857142857142857,1.756539235412475,1.7223340040241448,1.756539235412475,1.7223340040241448
borda,497,1.756539235412475,2.0,7.0,0.0,1.756539235412475,2,7,0.7671521327967806,0.777778,1.0,0.2696464647887324,1.0,1.0,0.137460476861167,1.0,1.0,0.002125414486921529,0.001833,0.112699,9.977867203219317,11.569416498993963,18.30985915492958,0.2857142857142857,1.756539235412475,1.7223340040241448,1.756539235412475,1.7223340040241448
pagerank,497,1.5895372233400402,2.0,7.0,0.0,1.5895372233400402,2,7,0.2544984084507042,0.244444,0.822222,0.13817509054325955,0.9799184889336017,0.9681421468812877,0.137460476861167,1.0,0.9894006901408451,0.002125414486921529,0.001833,0.112699,9.977867203219317,11.569416498993963,18.30985915492958,0.2857142857142857,1.756539235412475,1.7223340040241448,1.756539235412475,1.7223340040241448
greedy_fas_topological,497,0.26156941649899396,0.0,3.0,0.0,0.26156941649899396,0,3,0.17276356136820925,0.155556,0.822222,0.056261368209255536,0.6771118591549296,0.5512646559356137,0.137460476861167,1.0,0.8333953058350101,0.002125414486921529,0.001833,0.112699,9.977867203219317,11.569416498993963,18.30985915492958,0.2857142857142857,1.756539235412475,1.7223340040241448,1.756539235412475,1.7223340040241448
greedy_fas_weighted_balance,497,1.6981891348088531,2.0,7.0,0.0,1.6981891348088531,2,7,0.7514132555331992,0.777778,1.0,0.26589059356136824,0.9895136639839035,0.9840878531187123,0.137460476861167,1.0,0.9920355492957746,0.002125414486921529,0.001833,0.112699,9.977867203219317,11.569416498993963,18.30985915492958,0.2857142857142857,1.756539235412475,1.7223340040241448,1.756539235412475,1.7223340040241448
greedy_fas_copeland,497,1.6981891348088531,2.0,7.0,0.0,1.6981891348088531,2,7,0.7514132555331992,0.777778,1.0,0.26589059356136824,0.9895136639839035,0.9840878531187123,0.137460476861167,1.0,0.9920355492957746,0.002125414486921529,0.001833,0.112699,9.977867203219317,11.569416498993963,18.30985915492958,0.2857142857142857,1.756539235412475,1.7223340040241448,1.756539235412475,1.7223340040241448
greedy_fas_score_augmented_topological,497,0.27565392354124746,0.0,3.0,0.0,0.27565392354124746,0,3,-0.3253010281690141,-0.333333,0.288889,0.17638847283702214,0.6774740523138834,0.5519353480885312,0.137460476861167,1.0,0.834275587525151,0.002125414486921529,0.001833,0.112699,9.977867203219317,11.569416498993963,18.30985915492958,0.2857142857142857,1.756539235412475,1.7223340040241448,1.756539235412475,1.7223340040241448
fas_balance_score_prior_alpha_beta,497,1.728370221327968,2.0,5.0,0.0,1.728370221327968,2,5,0.7532017645875251,0.777778,1.0,0.2691099134808853,0.9975838209255533,0.9960596901408452,0.137460476861167,1.0,0.9974988812877263,0.002125414486921529,0.001833,0.112699,9.977867203219317,11.569416498993963,18.30985915492958,0.2857142857142857,1.756539235412475,1.7223340040241448,1.756539235412475,1.7223340040241448
hybrid_rrf_fas_regularized,497,1.756539235412475,2.0,7.0,0.0,1.756539235412475,2,7,0.7547219939637827,0.777778,1.0,0.27045129577464794,1.0,1.0,0.137460476861167,1.0,1.0,0.002125414486921529,0.001833,0.112699,9.977867203219317,11.569416498993963,18.30985915492958,0.2857142857142857,1.756539235412475,1.7223340040241448,1.756539235412475,1.7223340040241448
hybrid_rrf_balance_a05,497,1.7545271629778671,2.0,6.0,0.0,1.7545271629778671,2,6,0.754632569416499,0.777778,1.0,0.2703618712273642,0.9998384728370221,0.9996646539235412,0.137460476861167,1.0,0.999874245472837,0.002125414486921529,0.001833,0.112699,9.977867203219317,11.569416498993963,18.30985915492958,0.2857142857142857,1.756539235412475,1.7223340040241448,1.756539235412475,1.7223340040241448
hybrid_rrf_copeland_a03,497,1.7545271629778671,2.0,6.0,0.0,1.7545271629778671,2,6,0.754632569416499,0.777778,1.0,0.2703618712273642,0.9998384728370221,0.9996646539235412,0.137460476861167,1.0,0.999874245472837,0.002125414486921529,0.001833,0.112699,9.977867203219317,11.569416498993963,18.30985915492958,0.2857142857142857,1.756539235412475,1.7223340040241448,1.756539235412475,1.7223340040241448
hybrid_rrf_priority_topo_a03,497,0.2857142857142857,0.0,3.0,0.0,0.2857142857142857,0,3,-0.32431734607645873,-0.333333,0.377778,0.17737215291750502,0.6776764285714285,0.5522994346076459,0.137460476861167,1.0,0.8349043601609658,0.002125414486921529,0.001833,0.112699,9.977867203219317,11.569416498993963,18.30985915492958,0.2857142857142857,1.756539235412475,1.7223340040241448,1.756539235412475,1.7223340040241448
