method,n_queries,bew_mean,bew_median,bew_max,bew_min,pic_mean,pic_median,pic_max,tau_mean,tau_median,tau_max,tau_legacy_mean,ndcg_mean,map_mean,precision_at_k_mean,recall_at_k_mean,pairwise_accuracy_mean,runtime_mean_s,runtime_median_s,runtime_max_s,n_nodes_mean,n_edges_mean,cyclic_pct,fas_removed_weight_mean,graph_ref_bew_pre_mean,graph_ref_bew_post_mean,graph_ref_pic_pre_mean,graph_ref_pic_post_mean
score_sum,500,9.61,9.0,20.0,1.0,9.61,9.0,20,0.33250527599999996,0.336842,0.621053,0.506954676,1.0,1.0,0.2002,1.0,1.0,0.006882796,0.006505,0.180706,20.0,63.364,98.8,8.802,9.61,4.918,9.61,4.918
borda,500,9.61,9.0,20.0,1.0,9.61,9.0,20,0.33250527599999996,0.336842,0.621053,0.506954676,1.0,1.0,0.2002,1.0,1.0,0.006882796,0.006505,0.180706,20.0,63.364,98.8,8.802,9.61,4.918,9.61,4.918
pagerank,500,9.978,10.0,21.0,0.0,9.978,10.0,21,0.308021048,0.315789,0.642105,0.47019451199999995,0.9291271480000001,0.86751181,0.2002,1.0,0.96192449,0.006882796,0.006505,0.180706,20.0,63.364,98.8,8.802,9.61,4.918,9.61,4.918
greedy_fas_topological,500,7.722,7.0,20.0,0.0,7.722,7.0,20,0.23456844200000002,0.242105,0.578947,0.331704742,0.83752672,0.676135806,0.2002,1.0,0.8424707339999999,0.006882796,0.006505,0.180706,20.0,63.364,98.8,8.802,9.61,4.918,9.61,4.918
greedy_fas_weighted_balance,500,9.608,9.0,20.0,1.0,9.608,9.0,20,0.5693052679999999,0.568421,0.978947,0.507664622,0.9980044339999999,0.994946614,0.2002,1.0,0.997050224,0.006882796,0.006505,0.180706,20.0,63.364,98.8,8.802,9.61,4.918,9.61,4.918
greedy_fas_copeland,500,9.608,9.0,20.0,1.0,9.608,9.0,20,0.5693052679999999,0.568421,0.978947,0.507664622,0.9980044339999999,0.994946614,0.2002,1.0,0.997050224,0.006882796,0.006505,0.180706,20.0,63.364,98.8,8.802,9.61,4.918,9.61,4.918
greedy_fas_score_augmented_topological,500,7.388,7.0,17.0,0.0,7.388,7.0,17,-0.095705266,-0.094737,0.305263,0.35982568600000003,0.8401659499999999,0.6821708,0.2002,1.0,0.852299458,0.006882796,0.006505,0.180706,20.0,63.364,98.8,8.802,9.61,4.918,9.61,4.918
hybrid_rrf_fas_regularized,500,9.608,9.0,20.0,1.0,9.608,9.0,20,0.5693052679999999,0.568421,0.978947,0.507664622,0.9980044339999999,0.994946614,0.2002,1.0,0.997050224,0.006882796,0.006505,0.180706,20.0,63.364,98.8,8.802,9.61,4.918,9.61,4.918
hybrid_rrf_balance_a05,500,9.608,9.0,20.0,1.0,9.608,9.0,20,0.5693052679999999,0.568421,0.978947,0.507664622,0.9980044339999999,0.994946614,0.2002,1.0,0.997050224,0.006882796,0.006505,0.180706,20.0,63.364,98.8,8.802,9.61,4.918,9.61,4.918
hybrid_rrf_copeland_a03,500,9.608,9.0,20.0,1.0,9.608,9.0,20,0.5693052679999999,0.568421,0.978947,0.507664622,0.9980044339999999,0.994946614,0.2002,1.0,0.997050224,0.006882796,0.006505,0.180706,20.0,63.364,98.8,8.802,9.61,4.918,9.61,4.918
hybrid_rrf_priority_topo_a03,500,7.438,7.0,19.0,0.0,7.438,7.0,19,0.018505244,0.042105,0.463158,0.372471286,0.8504721,0.703443798,0.2002,1.0,0.86840622,0.006882796,0.006505,0.180706,20.0,63.364,98.8,8.802,9.61,4.918,9.61,4.918
