dataset,query_id,method,preference_source,preference_source_note,n_nodes,n_edges,graph_density,n_sccs,largest_scc,is_cyclic,n_non_trivial_sccs,scc_cycle_burden,fas_weight_removed,fas_n_edges_removed,graph_ref_bew_pre,graph_ref_bew_post,graph_ref_pic_pre,graph_ref_pic_post,n_eval_candidates,primary_metric,backward_edge_weight,pairwise_inconsistency,kendall_tau,kendall_tau_legacy,ndcg_at_k,map_at_k,precision_at_k,recall_at_k,pairwise_accuracy,runtime_pref_gen_s,runtime_graph_build_s,runtime_cycle_detect_s,runtime_fas_solver_s,runtime_ranking_s,runtime_evaluation_s,runtime_total_s
scidocs,q_sci_000164,score_sum,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,8,13,True,1,13,10.0,10,13.0,10.0,13,10,20,ndcg_at_k,13.0,13,0.178947,0.511111,1.0,1.0,0.15,1.0,1.0,0.000169,0.00036,2.2e-05,0.002246,2.7e-05,0.001354,0.180706
scidocs,q_sci_000164,borda,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,8,13,True,1,13,10.0,10,13.0,10.0,13,10,20,ndcg_at_k,13.0,13,0.178947,0.511111,1.0,1.0,0.15,1.0,1.0,0.000169,0.00036,2.2e-05,0.002246,2.3e-05,0.001354,0.180706
scidocs,q_sci_000164,pagerank,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,8,13,True,1,13,10.0,10,13.0,10.0,13,10,20,ndcg_at_k,13.0,13,0.126316,0.777778,1.0,1.0,0.15,1.0,1.0,0.000169,0.00036,2.2e-05,0.002246,0.176099,0.001354,0.180706
scidocs,q_sci_000164,greedy_fas_topological,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,8,13,True,1,13,10.0,10,13.0,10.0,13,10,20,ndcg_at_k,8.0,8,-0.010526,0.022222,0.470191,0.240741,0.15,1.0,0.627451,0.000169,0.00036,2.2e-05,0.002246,8.2e-05,0.001354,0.180706
scidocs,q_sci_000164,greedy_fas_weighted_balance,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,8,13,True,1,13,10.0,10,13.0,10.0,13,10,20,ndcg_at_k,13.0,13,0.284211,0.555556,1.0,1.0,0.15,1.0,1.0,0.000169,0.00036,2.2e-05,0.002246,3.8e-05,0.001354,0.180706
scidocs,q_sci_000164,greedy_fas_copeland,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,8,13,True,1,13,10.0,10,13.0,10.0,13,10,20,ndcg_at_k,13.0,13,0.284211,0.555556,1.0,1.0,0.15,1.0,1.0,0.000169,0.00036,2.2e-05,0.002246,3.5e-05,0.001354,0.180706
scidocs,q_sci_000164,greedy_fas_score_augmented_topological,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,8,13,True,1,13,10.0,10,13.0,10.0,13,10,20,ndcg_at_k,8.0,8,-0.315789,0.2,0.48105,0.257576,0.15,1.0,0.666667,0.000169,0.00036,2.2e-05,0.002246,4.9e-05,0.001354,0.180706
scidocs,q_sci_000164,hybrid_rrf_fas_regularized,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,8,13,True,1,13,10.0,10,13.0,10.0,13,10,20,ndcg_at_k,13.0,13,0.284211,0.555556,1.0,1.0,0.15,1.0,1.0,0.000169,0.00036,2.2e-05,0.002246,5.1e-05,0.001354,0.180706
scidocs,q_sci_000164,hybrid_rrf_balance_a05,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,8,13,True,1,13,10.0,10,13.0,10.0,13,10,20,ndcg_at_k,13.0,13,0.284211,0.555556,1.0,1.0,0.15,1.0,1.0,0.000169,0.00036,2.2e-05,0.002246,3.8e-05,0.001354,0.180706
scidocs,q_sci_000164,hybrid_rrf_copeland_a03,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,51,0.134211,8,13,True,1,13,10.0,10,13.0,10.0,13,10,20,ndcg_at_k,13.0,13,0.284211,0.555556,1.0,1.0,0.15,1.0,1.0,0.000169,0.00036,2.2e-05,0.002246,3.7e-05,0.001354,0.180706
