n_paired_queries,mean_delta,median_delta,std_delta,helped_queries,harmed_queries,unchanged_queries,sign_flip_pvalue,sign_flip_method,bca_ci_low,bca_ci_high,bca_frac_gt_zero,mde_normal_alpha05_power80,family,dataset,regime,config_id,pair_name,pair_family,holm_adjusted_pvalue,holm_significant_at_0.05
50,0.0012986432627613601,0.0,0.017412015066489487,4,5,41,0.79296875,exact_sign_flip,-0.0017703564871520173,0.010059098464358714,0.6537,0.006898709689359897,larger_pool,bright,ms1,pool50_ndcg10,balance_graph,graph,1.0,False
50,-0.0017169372926907562,0.0,0.016493586655332463,2,3,45,0.8125,exact_sign_flip,-0.01088110415693936,0.0009614573242683611,0.2932,0.006534824696449091,larger_pool,bright,ms1,pool50_ndcg10,balance_hybrid,hybrid,1.0,False
50,0.003117605623879212,0.0,0.03457595006160377,11,8,31,0.5634994506835938,exact_sign_flip,-0.004873964831363827,0.015360958715665875,0.7286,0.013699129066794498,larger_pool,bright,ms1,pool50_ndcg10,copeland_graph,graph,1.0,False
50,0.002545110572968892,0.0,0.013328233917320874,6,2,42,0.265625,exact_sign_flip,-7.766453889532609e-05,0.008596228891153053,0.9214,0.0052806993398734,larger_pool,bright,ms1,pool50_ndcg10,copeland_hybrid,hybrid,1.0,False
50,-0.002774179247677983,0.0,0.06496539640982103,8,9,33,0.7884979248046875,exact_sign_flip,-0.021612375922569125,0.014708324384193878,0.3843,0.025739548695204412,larger_pool,bright,ms1,pool50_ndcg10,markov_graph,graph,1.0,False
50,-0.0013203445320847972,0.0,0.007367748730566408,1,3,46,0.375,exact_sign_flip,-0.004720782436895862,0.0,0.0673,0.002919131379236465,larger_pool,bright,ms1,pool50_ndcg5,balance_graph,graph,1.0,False
50,0.0005374081960658938,0.0,0.003761857372461257,1,0,49,1.0,exact_sign_flip,0.0,0.0016122245881976815,0.6327,0.0014904628675250007,larger_pool,bright,ms1,pool50_ndcg5,balance_hybrid,hybrid,1.0,False
50,0.019327340679366842,0.0,0.15262524349934908,13,9,28,0.37966203379662034,monte_carlo_sign_flip,-0.02120118529242047,0.0638554658628856,0.8177,0.060470729099946524,larger_pool,bright,ms1,pool50_ndcg5,bradley_terry_graph,graph,1.0,False
50,0.011381753606017087,0.0,0.049138003077326735,5,4,41,0.12109375,exact_sign_flip,0.0008259027974614894,0.030646645800922523,0.9629,0.019468672445485967,larger_pool,bright,ms1,pool50_ndcg5,copeland_graph,graph,1.0,False
50,0.0060068190037013795,0.0,0.02718581991460556,3,1,46,0.25,exact_sign_flip,0.00028838084732567547,0.017732076163778462,0.9465,0.010771130081263755,larger_pool,bright,ms1,pool50_ndcg5,copeland_hybrid,hybrid,1.0,False
50,-0.0004294605220417108,0.0,0.06786566347053437,8,5,37,0.964111328125,exact_sign_flip,-0.022109186316301356,0.016061588548479246,0.4979,0.026888646051086054,larger_pool,bright,ms1,pool50_ndcg5,markov_graph,graph,1.0,False
50,-0.00327474188046345,0.0,0.018834493751676742,0,2,48,0.5,exact_sign_flip,-0.01639524963169763,-0.0006506403302166141,0.0,0.0074623014075462365,larger_pool,bright,ms1,pool50_ndcg5,markov_hybrid,hybrid,1.0,False
50,0.018598755736266803,0.0,0.07941579544482252,12,5,33,0.108917236328125,exact_sign_flip,-0.0020322043289757543,0.04144124754124845,0.9565,0.03146485432222168,larger_pool,bright,ms1,pool50_ndcg5,pagerank_graph,graph,1.0,False
50,-0.02408103439445077,0.0,0.11301265426367654,7,12,31,0.14551162719726562,exact_sign_flip,-0.06147049381602839,0.0026225368178756305,0.0605,0.0447760635407199,larger_pool,bright,ms1,pool50_ndcg5,rank_centrality_graph,graph,1.0,False
120,0.004649940028640825,0.0,0.02309769378054626,11,3,106,0.0177001953125,exact_sign_flip,0.0016381388411337416,0.010720332114117128,0.9981,0.005907202157496307,larger_pool,fiqa,ms1,pool50_ndcg10,balance_graph,graph,0.9735107421875,False
120,0.0011648371700763347,0.0,0.011922707293883445,2,0,118,0.5,exact_sign_flip,0.0,0.005529162289124919,0.8686,0.003049215342396819,larger_pool,fiqa,ms1,pool50_ndcg10,balance_hybrid,hybrid,1.0,False
120,-0.0035166538957050746,0.0,0.07692017594721524,11,11,98,0.6384361563843616,monte_carlo_sign_flip,-0.0200000297176033,0.008430023948435724,0.3119,0.019672225012052232,larger_pool,fiqa,ms1,pool50_ndcg10,copeland_graph,graph,1.0,False
120,0.0019481795425992994,0.0,0.01683258671872602,6,2,112,0.1640625,exact_sign_flip,0.00019061544812240723,0.00845342673450607,0.9463,0.004304909984772965,larger_pool,fiqa,ms1,pool50_ndcg10,copeland_hybrid,hybrid,1.0,False
120,-0.003019474495754985,0.0,0.06553679381083391,8,13,99,0.6203379662033797,monte_carlo_sign_flip,-0.015225561358372029,0.008518205242681718,0.3023,0.016760941307517534,larger_pool,fiqa,ms1,pool50_ndcg10,markov_graph,graph,1.0,False
120,0.007540353222792685,0.0,0.04382388097211823,7,0,113,0.015625,exact_sign_flip,0.002557975167137413,0.02272125402944372,0.9995,0.011207894895826943,larger_pool,fiqa,ms1,pool50_ndcg5,balance_graph,graph,0.875,False
120,0.001091081279762146,0.0,0.011902291574593563,1,0,119,1.0,exact_sign_flip,0.0,0.0032732438392864384,0.6351,0.003043994051380414,larger_pool,fiqa,ms1,pool50_ndcg5,balance_hybrid,hybrid,1.0,False
120,0.017283556661724077,0.0,0.14050846223295574,11,9,100,0.191650390625,exact_sign_flip,-0.0027602363666033116,0.05080939189022718,0.9161,0.03593483830615468,larger_pool,fiqa,ms1,pool50_ndcg5,bradley_terry_graph,graph,1.0,False
120,-0.00539879881978148,0.0,0.08356837282199539,4,6,110,0.50390625,exact_sign_flip,-0.022110128688068807,0.007916157123690126,0.2375,0.021372491856668473,larger_pool,fiqa,ms1,pool50_ndcg5,copeland_graph,graph,1.0,False
120,0.0017527275247166793,0.0,0.02172098206283397,1,1,118,1.0,exact_sign_flip,-0.00044784016338824485,0.007906590425643208,0.6349,0.005555110104220841,larger_pool,fiqa,ms1,pool50_ndcg5,copeland_hybrid,hybrid,1.0,False
120,0.0063680567582771975,0.0,0.07331598804741167,7,4,109,0.3642578125,exact_sign_flip,-0.00597855257864033,0.020858083129196,0.8308,0.01875045911022555,larger_pool,fiqa,ms1,pool50_ndcg5,markov_graph,graph,1.0,False
120,0.0034173608104307927,0.0,0.029272229524530378,2,1,117,0.5,exact_sign_flip,-0.000354212281751153,0.011314719276545837,0.8626,0.007486330845188972,larger_pool,fiqa,ms1,pool50_ndcg5,markov_hybrid,hybrid,1.0,False
120,-0.01094734649719627,0.0,0.12970052980555577,10,12,98,0.36266373362663734,monte_carlo_sign_flip,-0.03630367546005129,0.010440474258270658,0.1765,0.033170725041869235,larger_pool,fiqa,ms1,pool50_ndcg5,pagerank_graph,graph,1.0,False
120,-0.0023530646450324396,0.0,0.09190559872078316,7,9,104,0.786346435546875,exact_sign_flip,-0.020404546247881836,0.012848141779781197,0.3933,0.023504725459069637,larger_pool,fiqa,ms1,pool50_ndcg5,rank_centrality_graph,graph,1.0,False
52,0.001022860899619419,0.0,0.009826016554064088,1,1,50,1.0,exact_sign_flip,-0.0006225814166624291,0.005336606431802534,0.6314,0.003817505372636354,larger_pool,hotpotqa,ms1,pool35_ndcg10,balance_graph,graph,1.0,False
52,0.0,0.0,0.0,0,0,52,1.0,exact_sign_flip,0.0,0.0,0.0,,larger_pool,hotpotqa,ms1,pool35_ndcg10,balance_hybrid,hybrid,1.0,False
52,0.00824449541821162,0.0,0.06230051570690359,2,3,47,0.5,exact_sign_flip,-0.0032048244271625946,0.036846912306782054,0.8091,0.024204371336088513,larger_pool,hotpotqa,ms1,pool35_ndcg10,copeland_graph,graph,1.0,False
52,3.633416543079838e-05,0.0,0.005087696875531226,1,1,50,1.0,exact_sign_flip,-0.0014412134538976833,0.0015502159501900785,0.5246,0.001976620948053714,larger_pool,hotpotqa,ms1,pool35_ndcg10,copeland_hybrid,hybrid,1.0,False
52,0.010688389897717792,0.0,0.04546288915177777,5,1,46,0.0625,exact_sign_flip,0.0030982492388626362,0.03590638393772355,0.9937,0.017662785589415635,larger_pool,hotpotqa,ms1,pool35_ndcg10,markov_graph,graph,1.0,False
52,0.0013341516079506334,0.0,0.009527748221004807,1,0,51,1.0,exact_sign_flip,0.0,0.004002454823851901,0.6328,0.003701625152236141,larger_pool,hotpotqa,ms1,pool35_ndcg5,balance_graph,graph,1.0,False
52,0.0,0.0,0.0,0,0,52,1.0,exact_sign_flip,0.0,0.0,0.0,,larger_pool,hotpotqa,ms1,pool35_ndcg5,balance_hybrid,hybrid,1.0,False
52,0.0029402770816677683,0.0,0.1004826600756674,5,3,44,0.8828125,exact_sign_flip,-0.025721715740140462,0.02842661934108291,0.5885,0.03903851500606284,larger_pool,hotpotqa,ms1,pool35_ndcg5,bradley_terry_graph,graph,1.0,False
