query_id,step,ejected_doc,ejected_doc_relevance,ejected_doc_bm25_rank,winner_of_triggering_edge,loser_of_triggering_edge,ndcg_before,ndcg_after,returns_in_exhaustive_top10
09109a5375d8e2ca752bedde17ba5acad1df61cb,1,30c3e410f689516983efcd780b9bea02531c387d,1,2,62a2b1956166ecd5fd8a6b2928f45765f41b76ed,30c3e410f689516983efcd780b9bea02531c387d,0.7678329270936477,0.7678620595110026,True
09109a5375d8e2ca752bedde17ba5acad1df61cb,3,21d4258394a9c8f0ea15f0792d67f7e645720ff6,1,5,0cc22d1dab50d9bab9501008e9b359cd9e51872a,21d4258394a9c8f0ea15f0792d67f7e645720ff6,0.7294870343865364,0.6739577727076379,True
09109a5375d8e2ca752bedde17ba5acad1df61cb,12,21d4258394a9c8f0ea15f0792d67f7e645720ff6,1,5,71fbe95871241feebfba7a32aa9a51d0638c0b39,27b2b7b1c70ece4fbdf6c9746cdddb9e616ab841,0.5711473021664631,0.46704774694449785,True
09109a5375d8e2ca752bedde17ba5acad1df61cb,20,21d4258394a9c8f0ea15f0792d67f7e645720ff6,1,5,201fed356fc9d39d3b9d81b029ba71cc798cc7ec,27b2b7b1c70ece4fbdf6c9746cdddb9e616ab841,0.7379846712541229,0.639945385422766,True
0c3ffd5f1b577e38604f361ee71feb312b5b0cab,2,0e8933300a20f3d799dc9f19e352967f41d8efcc,1,1,08c370eb9ba13bfb836349e7f3ea428be4697818,0e8933300a20f3d799dc9f19e352967f41d8efcc,0.5933570872124875,0.5922216874835863,True
0c3ffd5f1b577e38604f361ee71feb312b5b0cab,10,157218bae792b6ef550dfd0f73e688d83d98b3d7,1,8,08c370eb9ba13bfb836349e7f3ea428be4697818,157218bae792b6ef550dfd0f73e688d83d98b3d7,0.9103075074400794,0.8013122149737618,True
0c3ffd5f1b577e38604f361ee71feb312b5b0cab,14,157218bae792b6ef550dfd0f73e688d83d98b3d7,1,8,46e49432fc6c360376cad11367c6d2411fb3e0ea,2f5f689cb289878543ae86c78b809ab924983e46,0.9668342083190152,0.8687949224876582,True
0ce7927d613e66a2062516e9e85e1b9a36d54029,10,1e21c514f89375098dec5b947aa5f6bcdd0377c5,1,4,0407d72c2e773aec18a4be6e2bcbdf1f91f032bb,1e21c514f89375098dec5b947aa5f6bcdd0377c5,0.8495981447350542,0.7426050123677904,True
1a66df57f88e689438d505474eff73e3a9180c5b,2,1aa5a8ad5b7031ba39e1dc0537484694364a1312,1,3,21cbb7e58e8f3e5912b32df3e75b004e5a0c00cc,1aa5a8ad5b7031ba39e1dc0537484694364a1312,0.7569060528760422,0.8013122149737618,True
1a66df57f88e689438d505474eff73e3a9180c5b,4,6a7c63a73724c0ca68b1675e256bb8b9a35c94f4,1,9,835e510fcf22b4b9097ef51b8d0bb4e7b806bdfd,6a7c63a73724c0ca68b1675e256bb8b9a35c94f4,0.6366278495813059,0.4912596920895758,False
1a66df57f88e689438d505474eff73e3a9180c5b,21,6a7c63a73724c0ca68b1675e256bb8b9a35c94f4,1,9,4fa2b00f78b2a73b63ad014f3951ec902b8b24ae,6a7c63a73724c0ca68b1675e256bb8b9a35c94f4,0.7816510974258781,0.6608397947263839,False
2747421989619d293c05b0b82a547009128ebadb,1,5d05aad3241323e8da2959b6499c294e2b900798,1,1,442fa58964d1fb30ffb335ee1e96701fbb4e8b78,5d05aad3241323e8da2959b6499c294e2b900798,0.6843515475204855,0.5531464700081437,True
2747421989619d293c05b0b82a547009128ebadb,9,786043deb56d3f9dec4f825b8db8940a28df20c6,1,15,5d05aad3241323e8da2959b6499c294e2b900798,6059d75e3dba73e43cc93762c677a962f5d903d9,0.7972541056822071,0.7860137352654724,True
3ad8328b066bedca77c858a399a77521563d5c99,2,1717dee0e8785d963e0333a0bb945757444bb651,1,6,12ef153d9c7ccc374d56acf34b59fb2eaec6f755,1717dee0e8785d963e0333a0bb945757444bb651,0.725124396546942,0.7607566881222602,True
