query_id,step,n_revealed_edges,n_docs_nonzero_copeland,topk_changed_docs,topk_docs_entered,topk_docs_left,n_relevant_docs_ejected_this_step,ndcg,ndcg_delta_this_step,topk_overlap_vs_initial_bm25,topk_overlap_vs_exhaustive
09109a5375d8e2ca752bedde17ba5acad1df61cb,1,1,2,2,1,1,1,0.7678620595110026,2.9132417354915674e-05,0.8181818181818182,0.42857142857142855
09109a5375d8e2ca752bedde17ba5acad1df61cb,2,2,4,0,0,0,0,0.7294870343865364,-0.03837502512446622,0.8181818181818182,0.42857142857142855
09109a5375d8e2ca752bedde17ba5acad1df61cb,3,3,6,2,1,1,1,0.6739577727076379,-0.05552926167889849,0.6666666666666666,0.42857142857142855
09109a5375d8e2ca752bedde17ba5acad1df61cb,4,4,8,2,1,1,0,0.6661998717660157,-0.007757900941622209,0.6666666666666666,0.42857142857142855
09109a5375d8e2ca752bedde17ba5acad1df61cb,5,5,7,2,1,1,0,0.6661998717660157,0.0,0.6666666666666666,0.5384615384615384
09109a5375d8e2ca752bedde17ba5acad1df61cb,6,6,9,2,1,1,0,0.6601396023754075,-0.0060602693906082195,0.5384615384615384,0.5384615384615384
09109a5375d8e2ca752bedde17ba5acad1df61cb,7,7,10,2,1,1,0,0.49055949973859936,-0.16958010263680812,0.5384615384615384,0.6666666666666666
09109a5375d8e2ca752bedde17ba5acad1df61cb,8,8,10,0,0,0,0,0.4226415848467783,-0.06791791489182109,0.5384615384615384,0.6666666666666666
09109a5375d8e2ca752bedde17ba5acad1df61cb,9,9,10,0,0,0,0,0.5922216874835863,0.169580102636808,0.5384615384615384,0.6666666666666666
09109a5375d8e2ca752bedde17ba5acad1df61cb,10,10,11,2,1,1,0,0.5650870327758549,-0.027134654707731354,0.6666666666666666,0.6666666666666666
09109a5375d8e2ca752bedde17ba5acad1df61cb,11,11,11,2,1,1,0,0.5711473021664631,0.0060602693906082195,0.6666666666666666,0.6666666666666666
