method,n_queries,bew_mean,bew_median,bew_max,bew_min,pic_mean,pic_median,pic_max,tau_mean,tau_median,tau_max,tau_legacy_mean,ndcg_mean,map_mean,precision_at_k_mean,recall_at_k_mean,pairwise_accuracy_mean,runtime_mean_s,runtime_median_s,runtime_max_s,n_nodes_mean,n_edges_mean,cyclic_pct,fas_removed_weight_mean,graph_ref_bew_pre_mean,graph_ref_bew_post_mean,graph_ref_pic_pre_mean,graph_ref_pic_post_mean
score_sum,71,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,0.3727101451612903,1.0,1.0,0.2040101971830986,1.0,1.0,0.004821760563380282,0.003209,0.12396,17.464788732394368,37.732394366197184,0.0,0.0,0.0,0.0,0.0,0.0
borda,71,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,0.3727101451612903,1.0,1.0,0.2040101971830986,1.0,1.0,0.004821760563380282,0.003209,0.12396,17.464788732394368,37.732394366197184,0.0,0.0,0.0,0.0,0.0,0.0
pagerank,71,0.0,0.0,0.0,0.0,0.0,0,0,0.27856000000000003,0.263158,1.0,0.501969,1.0,1.0,0.2040101971830986,1.0,1.0,0.004821760563380282,0.003209,0.12396,17.464788732394368,37.732394366197184,0.0,0.0,0.0,0.0,0.0,0.0
greedy_fas_topological,71,0.0,0.0,0.0,0.0,0.0,0,0,0.27856000000000003,0.263158,1.0,0.501969,1.0,1.0,0.2040101971830986,1.0,1.0,0.004821760563380282,0.003209,0.12396,17.464788732394368,37.732394366197184,0.0,0.0,0.0,0.0,0.0,0.0
greedy_fas_weighted_balance,71,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,0.3727101451612903,1.0,1.0,0.2040101971830986,1.0,1.0,0.004821760563380282,0.003209,0.12396,17.464788732394368,37.732394366197184,0.0,0.0,0.0,0.0,0.0,0.0
greedy_fas_copeland,71,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,0.3727101451612903,1.0,1.0,0.2040101971830986,1.0,1.0,0.004821760563380282,0.003209,0.12396,17.464788732394368,37.732394366197184,0.0,0.0,0.0,0.0,0.0,0.0
greedy_fas_score_augmented_topological,71,0.0,0.0,0.0,0.0,0.0,0,0,-0.37323545070422537,-0.621053,1.0,0.22474245161290324,1.0,1.0,0.2040101971830986,1.0,1.0,0.004821760563380282,0.003209,0.12396,17.464788732394368,37.732394366197184,0.0,0.0,0.0,0.0,0.0,0.0
fas_balance_score_prior_alpha_beta,71,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,0.3727101451612903,1.0,1.0,0.2040101971830986,1.0,1.0,0.004821760563380282,0.003209,0.12396,17.464788732394368,37.732394366197184,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_rrf_fas_regularized,71,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,0.3727101451612903,1.0,1.0,0.2040101971830986,1.0,1.0,0.004821760563380282,0.003209,0.12396,17.464788732394368,37.732394366197184,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_rrf_balance_a05,71,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,0.3727101451612903,1.0,1.0,0.2040101971830986,1.0,1.0,0.004821760563380282,0.003209,0.12396,17.464788732394368,37.732394366197184,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_rrf_copeland_a03,71,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,0.3727101451612903,1.0,1.0,0.2040101971830986,1.0,1.0,0.004821760563380282,0.003209,0.12396,17.464788732394368,37.732394366197184,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_rrf_priority_topo_a03,71,0.0,0.0,0.0,0.0,0.0,0,0,-0.37323545070422537,-0.621053,1.0,0.22474245161290324,1.0,1.0,0.2040101971830986,1.0,1.0,0.004821760563380282,0.003209,0.12396,17.464788732394368,37.732394366197184,0.0,0.0,0.0,0.0,0.0,0.0
