dataset,query_id,method,preference_source,n_candidates,ndcg_at_k,map_at_k,precision_at_k,recall_at_k,backward_edge_weight,pairwise_inconsistency
scidocs,ba69c46c62b525941e91d0788d20b6ef91847cc4,cross_encoder,cross_encoder,20,0.966834,0.9,0.25,1.0,2.0,2
scidocs,7526f88d4ee7a380fecd05c1f92208ad94605cec,cross_encoder,cross_encoder,20,0.829541,0.610324,0.2,1.0,18.0,18
scidocs,dc344ea8e993584b924522d95febaeb74de2ad30,cross_encoder,cross_encoder,20,0.981848,0.942857,0.25,1.0,2.0,2
scidocs,e5adfc2f23602a5256e89b84615e1434e5375f0e,cross_encoder,cross_encoder,20,0.798419,0.574603,0.25,1.0,14.0,14
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,cross_encoder,cross_encoder,20,0.975788,0.925,0.25,1.0,3.0,3
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,cross_encoder,cross_encoder,20,0.960449,0.883333,0.25,1.0,3.0,3
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,cross_encoder,cross_encoder,20,1.0,1.0,0.25,1.0,0.0,0
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,cross_encoder,cross_encoder,20,0.872295,0.675359,0.25,1.0,14.0,14
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,cross_encoder,cross_encoder,20,0.454313,0.201111,0.25,1.0,39.0,39
scidocs,78495383450e02c5fe817e408726134b3084905d,cross_encoder,cross_encoder,20,0.78661,0.527778,0.25,1.0,22.0,22
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,cross_encoder,cross_encoder,20,0.862032,0.655556,0.25,1.0,18.0,18
scidocs,c4e76b318149a106563d53892dde801a37a637cc,cross_encoder,cross_encoder,20,1.0,1.0,0.25,1.0,0.0,0
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,cross_encoder,cross_encoder,20,1.0,1.0,0.25,1.0,0.0,0
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,cross_encoder,cross_encoder,20,0.966834,0.9,0.25,1.0,4.0,4
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,cross_encoder,cross_encoder,20,1.0,1.0,0.25,1.0,0.0,0
scidocs,7445178858159988f2b17aa21376e13767fce5a6,cross_encoder,cross_encoder,20,0.947269,0.852632,0.25,1.0,8.0,8
scidocs,b47402a9a68f23b548ae6e0349700ea651b7a373,cross_encoder,cross_encoder,20,0.906159,0.747712,0.25,1.0,13.0,13
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,cross_encoder,cross_encoder,20,0.895807,0.725359,0.25,1.0,15.0,15
scidocs,ac24b99a5db633ce45f053287ca806157fff9663,cross_encoder,cross_encoder,20,0.399843,0.161468,0.25,1.0,45.0,45
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,cross_encoder,cross_encoder,20,1.0,1.0,0.2,1.0,0.0,0
scidocs,661a03482f0532b7355188059b2263091ade1bae,cross_encoder,cross_encoder,20,1.0,1.0,0.25,1.0,0.0,0
scidocs,c05ae45c262b270df1e99a32efa35036aae8d950,cross_encoder,cross_encoder,20,0.963401,0.890909,0.25,1.0,6.0,6
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,cross_encoder,cross_encoder,20,0.847703,0.653175,0.25,1.0,9.0,9
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,cross_encoder,cross_encoder,20,1.0,1.0,0.25,1.0,0.0,0
scidocs,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,cross_encoder,cross_encoder,20,1.0,1.0,0.25,1.0,0.0,0
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,cross_encoder,cross_encoder,20,0.966985,0.902857,0.25,1.0,2.0,2
scidocs,8bb3a478db8951f42198a885d7245d58036ba55c,cross_encoder,cross_encoder,20,0.818671,0.578205,0.25,1.0,22.0,22
scidocs,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,cross_encoder,cross_encoder,20,0.848405,0.628283,0.25,1.0,13.0,13
scidocs,5137d6a245dffe321df34999fa77e190c19b4c37,cross_encoder,cross_encoder,20,0.938144,0.824242,0.25,1.0,4.0,4
scidocs,b8397b4418bb1d576210d9a39d44725d6ffb2a44,cross_encoder,cross_encoder,20,0.812013,0.565797,0.25,1.0,18.0,18
scidocs,9003fb79e7848ced3be975c3d87a9348a4b8d377,cross_encoder,cross_encoder,20,0.904717,0.804167,0.2,1.0,3.0,3
scidocs,eb3d1b885bfa800badfd79c6921a07d01491aedb,cross_encoder,cross_encoder,20,0.842667,0.617076,0.25,1.0,14.0,14
scidocs,c20b4068be640ebaffbc56382c3e4e0bcf62664e,cross_encoder,cross_encoder,20,1.0,1.0,0.25,1.0,0.0,0
scidocs,7323c2d32d6cdc3604dcedc574508d042ce3821e,cross_encoder,cross_encoder,20,0.906936,0.75,0.25,1.0,15.0,15
