dataset,query_id,provider,model,prompt,orientation,judgment_mode,top_k,n_candidates,n_judgments,is_cyclic,n_cycles,n_scc,largest_scc,has_qrels,cell_status,policy,repair,fas_weight_removed,exact_status,ndcg_at_k,n_calls,token_cost,utility
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,4,True,complete,unrepaired_copeland,none,0.0,,0.9896062251871525,105,,0.9896062251871525
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,4,True,complete,unrepaired_balance,none,0.0,,0.9896062251871525,105,,0.9896062251871525
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,4,True,complete,hybrid_unrepaired_copeland_a03,none,0.0,,0.9896062251871525,105,,0.9896062251871525
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,4,True,complete,greedy_copeland,greedy,3.0,,0.9896062251871525,105,,0.9896062251871525
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,4,True,complete,greedy_balance,greedy,3.0,,0.9896062251871525,105,,0.9896062251871525
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,4,True,complete,hybrid_greedy_copeland_a03,greedy,3.0,,0.9896062251871525,105,,0.9896062251871525
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,4,True,complete,exact_copeland,exact,2.0,optimal,0.9896062251871525,105,,0.9896062251871525
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,4,True,complete,exact_balance,exact,2.0,optimal,0.9896062251871525,105,,0.9896062251871525
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,4,True,complete,hybrid_exact_copeland_a03,exact,2.0,optimal,0.9896062251871525,105,,0.9896062251871525
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,unrepaired_copeland,none,0.0,,0.9896062251871525,105,,0.9896062251871525
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,unrepaired_balance,none,0.0,,0.9896062251871525,105,,0.9896062251871525
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,hybrid_unrepaired_copeland_a03,none,0.0,,0.9896062251871525,105,,0.9896062251871525
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,greedy_copeland,greedy,9.0,,0.9896062251871525,105,,0.9896062251871525
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,greedy_balance,greedy,9.0,,0.9896062251871525,105,,0.9896062251871525
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,hybrid_greedy_copeland_a03,greedy,9.0,,0.9896062251871525,105,,0.9896062251871525
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,exact_copeland,exact,3.0,optimal,0.9896062251871525,105,,0.9896062251871525
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,exact_balance,exact,3.0,optimal,0.9896062251871525,105,,0.9896062251871525
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,hybrid_exact_copeland_a03,exact,3.0,optimal,0.9896062251871525,105,,0.9896062251871525
scidocs,0ce7927d613e66a2062516e9e85e1b9a36d54029,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,unrepaired_copeland,none,0.0,,1.0,105,,1.0
scidocs,0ce7927d613e66a2062516e9e85e1b9a36d54029,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,unrepaired_balance,none,0.0,,1.0,105,,1.0
scidocs,0ce7927d613e66a2062516e9e85e1b9a36d54029,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,hybrid_unrepaired_copeland_a03,none,0.0,,1.0,105,,1.0
scidocs,0ce7927d613e66a2062516e9e85e1b9a36d54029,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,greedy_copeland,greedy,15.0,,1.0,105,,1.0
scidocs,0ce7927d613e66a2062516e9e85e1b9a36d54029,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,greedy_balance,greedy,15.0,,1.0,105,,1.0
scidocs,0ce7927d613e66a2062516e9e85e1b9a36d54029,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,hybrid_greedy_copeland_a03,greedy,15.0,,1.0,105,,1.0
scidocs,0ce7927d613e66a2062516e9e85e1b9a36d54029,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,exact_copeland,exact,7.0,optimal,1.0,105,,1.0
scidocs,0ce7927d613e66a2062516e9e85e1b9a36d54029,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,exact_balance,exact,7.0,optimal,1.0,105,,1.0
scidocs,0ce7927d613e66a2062516e9e85e1b9a36d54029,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,hybrid_exact_copeland_a03,exact,7.0,optimal,1.0,105,,1.0
scidocs,0daf48d0ce4e4200a753c28519f5761b160944fb,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,13,3,True,complete,unrepaired_copeland,none,0.0,,1.0,105,,1.0
scidocs,0daf48d0ce4e4200a753c28519f5761b160944fb,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,13,3,True,complete,unrepaired_balance,none,0.0,,1.0,105,,1.0
scidocs,0daf48d0ce4e4200a753c28519f5761b160944fb,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,13,3,True,complete,hybrid_unrepaired_copeland_a03,none,0.0,,1.0,105,,1.0
scidocs,0daf48d0ce4e4200a753c28519f5761b160944fb,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,13,3,True,complete,greedy_copeland,greedy,1.0,,1.0,105,,1.0
scidocs,0daf48d0ce4e4200a753c28519f5761b160944fb,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,13,3,True,complete,greedy_balance,greedy,1.0,,1.0,105,,1.0
scidocs,0daf48d0ce4e4200a753c28519f5761b160944fb,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,13,3,True,complete,hybrid_greedy_copeland_a03,greedy,1.0,,1.0,105,,1.0
scidocs,0daf48d0ce4e4200a753c28519f5761b160944fb,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,13,3,True,complete,exact_copeland,exact,1.0,optimal,1.0,105,,1.0
scidocs,0daf48d0ce4e4200a753c28519f5761b160944fb,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,13,3,True,complete,exact_balance,exact,1.0,optimal,1.0,105,,1.0
scidocs,0daf48d0ce4e4200a753c28519f5761b160944fb,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,13,3,True,complete,hybrid_exact_copeland_a03,exact,1.0,optimal,1.0,105,,1.0
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,7,True,complete,unrepaired_copeland,none,0.0,,1.0,105,,1.0
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,7,True,complete,unrepaired_balance,none,0.0,,1.0,105,,1.0
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,7,True,complete,hybrid_unrepaired_copeland_a03,none,0.0,,1.0,105,,1.0
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,7,True,complete,greedy_copeland,greedy,13.0,,1.0,105,,1.0
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,7,True,complete,greedy_balance,greedy,13.0,,1.0,105,,1.0
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,7,True,complete,hybrid_greedy_copeland_a03,greedy,13.0,,1.0,105,,1.0
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,7,True,complete,exact_copeland,exact,4.0,optimal,1.0,105,,1.0
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,7,True,complete,exact_balance,exact,4.0,optimal,1.0,105,,1.0
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,7,True,complete,hybrid_exact_copeland_a03,exact,4.0,optimal,1.0,105,,1.0
scidocs,1a66df57f88e689438d505474eff73e3a9180c5b,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,6,True,complete,unrepaired_copeland,none,0.0,,0.9485379968639579,105,,0.9485379968639579
scidocs,1a66df57f88e689438d505474eff73e3a9180c5b,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,6,True,complete,unrepaired_balance,none,0.0,,0.9485379968639579,105,,0.9485379968639579
scidocs,1a66df57f88e689438d505474eff73e3a9180c5b,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,6,True,complete,hybrid_unrepaired_copeland_a03,none,0.0,,0.9485379968639579,105,,0.9485379968639579
scidocs,1a66df57f88e689438d505474eff73e3a9180c5b,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,6,True,complete,greedy_copeland,greedy,7.0,,0.8760914446837442,105,,0.8760914446837442
scidocs,1a66df57f88e689438d505474eff73e3a9180c5b,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,6,True,complete,greedy_balance,greedy,7.0,,0.8760914446837442,105,,0.8760914446837442
scidocs,1a66df57f88e689438d505474eff73e3a9180c5b,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,6,True,complete,hybrid_greedy_copeland_a03,greedy,7.0,,0.9381442220511105,105,,0.9381442220511105
scidocs,1a66df57f88e689438d505474eff73e3a9180c5b,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,6,True,complete,exact_copeland,exact,4.0,optimal,0.9455856780856265,105,,0.9455856780856265
scidocs,1a66df57f88e689438d505474eff73e3a9180c5b,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,6,True,complete,exact_balance,exact,4.0,optimal,0.9455856780856265,105,,0.9455856780856265
scidocs,1a66df57f88e689438d505474eff73e3a9180c5b,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,6,True,complete,hybrid_exact_copeland_a03,exact,4.0,optimal,0.9485379968639579,105,,0.9485379968639579
scidocs,21b1180af3087c1333708a9873f6d473eabe6751,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,12,4,True,complete,unrepaired_copeland,none,0.0,,0.9896062251871525,105,,0.9896062251871525
scidocs,21b1180af3087c1333708a9873f6d473eabe6751,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,12,4,True,complete,unrepaired_balance,none,0.0,,0.9896062251871525,105,,0.9896062251871525
scidocs,21b1180af3087c1333708a9873f6d473eabe6751,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,12,4,True,complete,hybrid_unrepaired_copeland_a03,none,0.0,,0.9896062251871525,105,,0.9896062251871525
scidocs,21b1180af3087c1333708a9873f6d473eabe6751,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,12,4,True,complete,greedy_copeland,greedy,2.0,,0.9896062251871525,105,,0.9896062251871525
scidocs,21b1180af3087c1333708a9873f6d473eabe6751,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,12,4,True,complete,greedy_balance,greedy,2.0,,0.9896062251871525,105,,0.9896062251871525
scidocs,21b1180af3087c1333708a9873f6d473eabe6751,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,12,4,True,complete,hybrid_greedy_copeland_a03,greedy,2.0,,0.9896062251871525,105,,0.9896062251871525
scidocs,21b1180af3087c1333708a9873f6d473eabe6751,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,12,4,True,complete,exact_copeland,exact,1.0,optimal,0.9896062251871525,105,,0.9896062251871525
scidocs,21b1180af3087c1333708a9873f6d473eabe6751,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,12,4,True,complete,exact_balance,exact,1.0,optimal,0.9896062251871525,105,,0.9896062251871525
scidocs,21b1180af3087c1333708a9873f6d473eabe6751,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,12,4,True,complete,hybrid_exact_copeland_a03,exact,1.0,optimal,0.9896062251871525,105,,0.9896062251871525
scidocs,2747421989619d293c05b0b82a547009128ebadb,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,12,4,True,complete,unrepaired_copeland,none,0.0,,1.0,105,,1.0
scidocs,2747421989619d293c05b0b82a547009128ebadb,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,12,4,True,complete,unrepaired_balance,none,0.0,,1.0,105,,1.0
scidocs,2747421989619d293c05b0b82a547009128ebadb,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,12,4,True,complete,hybrid_unrepaired_copeland_a03,none,0.0,,1.0,105,,1.0
scidocs,2747421989619d293c05b0b82a547009128ebadb,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,12,4,True,complete,greedy_copeland,greedy,2.0,,1.0,105,,1.0
scidocs,2747421989619d293c05b0b82a547009128ebadb,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,12,4,True,complete,greedy_balance,greedy,2.0,,1.0,105,,1.0
scidocs,2747421989619d293c05b0b82a547009128ebadb,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,12,4,True,complete,hybrid_greedy_copeland_a03,greedy,2.0,,1.0,105,,1.0
scidocs,2747421989619d293c05b0b82a547009128ebadb,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,12,4,True,complete,exact_copeland,exact,1.0,optimal,1.0,105,,1.0
scidocs,2747421989619d293c05b0b82a547009128ebadb,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,12,4,True,complete,exact_balance,exact,1.0,optimal,1.0,105,,1.0
scidocs,2747421989619d293c05b0b82a547009128ebadb,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,12,4,True,complete,hybrid_exact_copeland_a03,exact,1.0,optimal,1.0,105,,1.0
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,unrepaired_copeland,none,0.0,,0.943473299121064,105,,0.943473299121064
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,unrepaired_balance,none,0.0,,0.943473299121064,105,,0.943473299121064
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,hybrid_unrepaired_copeland_a03,none,0.0,,0.943473299121064,105,,0.943473299121064
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,greedy_copeland,greedy,22.0,,0.8712322899646365,105,,0.8712322899646365
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,greedy_balance,greedy,22.0,,0.8712322899646365,105,,0.8712322899646365
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,hybrid_greedy_copeland_a03,greedy,22.0,,0.943473299121064,105,,0.943473299121064
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,exact_copeland,exact,6.0,optimal,0.943473299121064,105,,0.943473299121064
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,exact_balance,exact,6.0,optimal,0.943473299121064,105,,0.943473299121064
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,hybrid_exact_copeland_a03,exact,6.0,optimal,0.943473299121064,105,,0.943473299121064
scidocs,29373c5bb0d60320844905916aec09d64c24cd79,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,unrepaired_copeland,none,0.0,,1.0,105,,1.0
scidocs,29373c5bb0d60320844905916aec09d64c24cd79,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,unrepaired_balance,none,0.0,,1.0,105,,1.0
scidocs,29373c5bb0d60320844905916aec09d64c24cd79,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,hybrid_unrepaired_copeland_a03,none,0.0,,1.0,105,,1.0
scidocs,29373c5bb0d60320844905916aec09d64c24cd79,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,greedy_copeland,greedy,13.0,,0.9708923176105698,105,,0.9708923176105698
scidocs,29373c5bb0d60320844905916aec09d64c24cd79,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,greedy_balance,greedy,13.0,,0.9708923176105698,105,,0.9708923176105698
scidocs,29373c5bb0d60320844905916aec09d64c24cd79,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,hybrid_greedy_copeland_a03,greedy,13.0,,0.9896062251871525,105,,0.9896062251871525
scidocs,29373c5bb0d60320844905916aec09d64c24cd79,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,exact_copeland,exact,2.0,optimal,0.9896062251871525,105,,0.9896062251871525
scidocs,29373c5bb0d60320844905916aec09d64c24cd79,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,exact_balance,exact,2.0,optimal,0.9896062251871525,105,,0.9896062251871525
scidocs,29373c5bb0d60320844905916aec09d64c24cd79,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,hybrid_exact_copeland_a03,exact,2.0,optimal,0.9896062251871525,105,,0.9896062251871525
scidocs,3ad8328b066bedca77c858a399a77521563d5c99,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,12,4,True,complete,unrepaired_copeland,none,0.0,,1.0,105,,1.0
scidocs,3ad8328b066bedca77c858a399a77521563d5c99,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,12,4,True,complete,unrepaired_balance,none,0.0,,1.0,105,,1.0
scidocs,3ad8328b066bedca77c858a399a77521563d5c99,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,12,4,True,complete,hybrid_unrepaired_copeland_a03,none,0.0,,1.0,105,,1.0
scidocs,3ad8328b066bedca77c858a399a77521563d5c99,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,12,4,True,complete,greedy_copeland,greedy,2.0,,1.0,105,,1.0
scidocs,3ad8328b066bedca77c858a399a77521563d5c99,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,12,4,True,complete,greedy_balance,greedy,2.0,,1.0,105,,1.0
scidocs,3ad8328b066bedca77c858a399a77521563d5c99,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,12,4,True,complete,hybrid_greedy_copeland_a03,greedy,2.0,,1.0,105,,1.0
scidocs,3ad8328b066bedca77c858a399a77521563d5c99,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,12,4,True,complete,exact_copeland,exact,1.0,optimal,1.0,105,,1.0
scidocs,3ad8328b066bedca77c858a399a77521563d5c99,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,12,4,True,complete,exact_balance,exact,1.0,optimal,1.0,105,,1.0
scidocs,3ad8328b066bedca77c858a399a77521563d5c99,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,12,4,True,complete,hybrid_exact_copeland_a03,exact,1.0,optimal,1.0,105,,1.0
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,unrepaired_copeland,none,0.0,,1.0,105,,1.0
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,unrepaired_balance,none,0.0,,1.0,105,,1.0
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,hybrid_unrepaired_copeland_a03,none,0.0,,1.0,105,,1.0
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,greedy_copeland,greedy,8.0,,1.0,105,,1.0
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,greedy_balance,greedy,8.0,,1.0,105,,1.0
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,hybrid_greedy_copeland_a03,greedy,8.0,,1.0,105,,1.0
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,exact_copeland,exact,4.0,optimal,1.0,105,,1.0
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,exact_balance,exact,4.0,optimal,1.0,105,,1.0
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,hybrid_exact_copeland_a03,exact,4.0,optimal,1.0,105,,1.0
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,unrepaired_copeland,none,0.0,,1.0,105,,1.0
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,unrepaired_balance,none,0.0,,1.0,105,,1.0
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,hybrid_unrepaired_copeland_a03,none,0.0,,1.0,105,,1.0
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,greedy_copeland,greedy,13.0,,1.0,105,,1.0
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,greedy_balance,greedy,13.0,,1.0,105,,1.0
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,hybrid_greedy_copeland_a03,greedy,13.0,,1.0,105,,1.0
