query_id,strategy,auc_ndcg,ndcg_initial,ndcg_exhaustive,improves_over_initial,budget_to_90pct,budget_to_95pct,topk_stabilization_budget
09109a5375d8e2ca752bedde17ba5acad1df61cb,random_unobserved,0.8869283679363181,0.7678329270936477,0.9896062251871525,True,105,105,63
09109a5375d8e2ca752bedde17ba5acad1df61cb,static_adjacent,0.9516476241309464,0.7678329270936477,0.9896062251871525,True,5,5,105
09109a5375d8e2ca752bedde17ba5acad1df61cb,uncertainty_only,0.7767433458113282,0.7678329270936477,0.9896062251871525,True,105,105,105
09109a5375d8e2ca752bedde17ba5acad1df61cb,cycle_scc,0.7891791117941882,0.7678329270936477,0.9896062251871525,True,105,105,63
09109a5375d8e2ca752bedde17ba5acad1df61cb,existing_uht,0.9141875853069803,0.7678329270936477,0.9896062251871525,True,63,63,105
09109a5375d8e2ca752bedde17ba5acad1df61cb,proposed,0.8631138336915877,0.7678329270936477,0.9896062251871525,True,105,105,105
09109a5375d8e2ca752bedde17ba5acad1df61cb,ablation_impact_only,0.9141875853069803,0.7678329270936477,0.9896062251871525,True,63,63,105
09109a5375d8e2ca752bedde17ba5acad1df61cb,ablation_uncertainty_only,0.7767433458113282,0.7678329270936477,0.9896062251871525,True,105,105,105
09109a5375d8e2ca752bedde17ba5acad1df61cb,ablation_impact_x_uncertainty,0.8770179744970816,0.7678329270936477,0.9896062251871525,True,105,105,63
09109a5375d8e2ca752bedde17ba5acad1df61cb,ablation_full,0.8631138336915877,0.7678329270936477,0.9896062251871525,True,105,105,105
0c3ffd5f1b577e38604f361ee71feb312b5b0cab,random_unobserved,0.9353912066715229,0.7618017901203944,0.9896062251871525,True,63,63,105
0c3ffd5f1b577e38604f361ee71feb312b5b0cab,static_adjacent,0.9444631985045362,0.7618017901203944,0.9896062251871525,True,63,105,105
0c3ffd5f1b577e38604f361ee71feb312b5b0cab,uncertainty_only,0.8821241135738109,0.7618017901203944,0.9896062251871525,True,105,105,105
0c3ffd5f1b577e38604f361ee71feb312b5b0cab,cycle_scc,0.8503841219659735,0.7618017901203944,0.9896062251871525,True,105,105,105
0c3ffd5f1b577e38604f361ee71feb312b5b0cab,existing_uht,0.9575996922890984,0.7618017901203944,0.9896062251871525,True,21,42,63
0c3ffd5f1b577e38604f361ee71feb312b5b0cab,proposed,0.9195595139484962,0.7618017901203944,0.9896062251871525,True,105,105,105
0c3ffd5f1b577e38604f361ee71feb312b5b0cab,ablation_impact_only,0.9575996922890984,0.7618017901203944,0.9896062251871525,True,21,42,63
0c3ffd5f1b577e38604f361ee71feb312b5b0cab,ablation_uncertainty_only,0.8821241135738109,0.7618017901203944,0.9896062251871525,True,105,105,105
0c3ffd5f1b577e38604f361ee71feb312b5b0cab,ablation_impact_x_uncertainty,0.9172321436660096,0.7618017901203944,0.9896062251871525,True,105,105,105
0c3ffd5f1b577e38604f361ee71feb312b5b0cab,ablation_full,0.9195595139484962,0.7618017901203944,0.9896062251871525,True,105,105,105
0ce7927d613e66a2062516e9e85e1b9a36d54029,random_unobserved,0.9500561252072044,0.9068250379649666,1.0,True,105,105,105
0ce7927d613e66a2062516e9e85e1b9a36d54029,static_adjacent,0.9309861052819028,0.9068250379649666,1.0,True,105,105,105
0ce7927d613e66a2062516e9e85e1b9a36d54029,uncertainty_only,0.9241592619813214,0.9068250379649666,1.0,True,105,105,105
0ce7927d613e66a2062516e9e85e1b9a36d54029,cycle_scc,0.8947204461377749,0.9068250379649666,1.0,True,105,105,105
0ce7927d613e66a2062516e9e85e1b9a36d54029,existing_uht,0.9243865374162835,0.9068250379649666,1.0,True,105,105,105
0ce7927d613e66a2062516e9e85e1b9a36d54029,proposed,0.8201340892861173,0.9068250379649666,1.0,True,105,105,105
0ce7927d613e66a2062516e9e85e1b9a36d54029,ablation_impact_only,0.9243865374162835,0.9068250379649666,1.0,True,105,105,105
0ce7927d613e66a2062516e9e85e1b9a36d54029,ablation_uncertainty_only,0.9241592619813214,0.9068250379649666,1.0,True,105,105,105
0ce7927d613e66a2062516e9e85e1b9a36d54029,ablation_impact_x_uncertainty,0.8966575235825032,0.9068250379649666,1.0,True,105,105,63
