query_id,strategy,budget,budget_frac,ndcg,ndcg15,topk_overlap,kendall_tau,decision_runtime_s
09109a5375d8e2ca752bedde17ba5acad1df61cb,random_unobserved,0,0.0,0.7678329270936477,0.7678329270936477,0.5384615384615384,0.4095238095238095,0.0
09109a5375d8e2ca752bedde17ba5acad1df61cb,random_unobserved,5,0.047619047619047616,0.6661998717660157,0.8420909182201766,0.5384615384615384,0.2571428571428571,2.864701673388481e-05
09109a5375d8e2ca752bedde17ba5acad1df61cb,random_unobserved,10,0.09523809523809523,0.5650870327758549,0.6518978090117812,0.6666666666666666,0.29523809523809524,2.8168782591819763e-05
09109a5375d8e2ca752bedde17ba5acad1df61cb,random_unobserved,21,0.2,0.7379846712541229,0.8325910179607872,0.8181818181818182,0.5619047619047619,3.589922562241554e-05
09109a5375d8e2ca752bedde17ba5acad1df61cb,random_unobserved,42,0.4,0.9669850519151657,0.9669850519151657,0.8181818181818182,0.8476190476190476,5.204183980822563e-05
09109a5375d8e2ca752bedde17ba5acad1df61cb,random_unobserved,63,0.6,0.9669850519151657,0.9669850519151657,1.0,0.9047619047619048,7.145991548895836e-05
09109a5375d8e2ca752bedde17ba5acad1df61cb,random_unobserved,105,1.0,0.9896062251871525,0.9896062251871525,1.0,1.0,0.0
09109a5375d8e2ca752bedde17ba5acad1df61cb,static_adjacent,0,0.0,0.7678329270936477,0.7678329270936477,0.5384615384615384,0.4095238095238095,0.0
09109a5375d8e2ca752bedde17ba5acad1df61cb,static_adjacent,5,0.047619047619047616,0.9896062251871525,0.9896062251871525,0.5384615384615384,0.5619047619047619,8.525000885128975e-05
09109a5375d8e2ca752bedde17ba5acad1df61cb,static_adjacent,10,0.09523809523809523,1.0,1.0,0.6666666666666666,0.6190476190476191,3.0505936592817307e-05
09109a5375d8e2ca752bedde17ba5acad1df61cb,static_adjacent,21,0.2,0.9415771611758031,0.9415771611758031,0.8181818181818182,0.638095238095238,3.732088953256607e-05
09109a5375d8e2ca752bedde17ba5acad1df61cb,static_adjacent,42,0.4,0.8930068676327362,0.8930068676327362,0.8181818181818182,0.6190476190476191,5.421694368124008e-05
09109a5375d8e2ca752bedde17ba5acad1df61cb,static_adjacent,63,0.6,0.9668342083190152,0.9668342083190152,0.8181818181818182,0.7523809523809524,7.066503167152405e-05
09109a5375d8e2ca752bedde17ba5acad1df61cb,static_adjacent,105,1.0,0.9896062251871525,0.9896062251871525,1.0,1.0,0.0
09109a5375d8e2ca752bedde17ba5acad1df61cb,uncertainty_only,0,0.0,0.7678329270936477,0.7678329270936477,0.5384615384615384,0.4095238095238095,0.0
09109a5375d8e2ca752bedde17ba5acad1df61cb,uncertainty_only,5,0.047619047619047616,0.7821154372211577,0.7821154372211577,0.6666666666666666,0.2761904761904762,5.709892138838768e-05
09109a5375d8e2ca752bedde17ba5acad1df61cb,uncertainty_only,10,0.09523809523809523,0.8112231196105879,0.8112231196105879,0.8181818181818182,0.4095238095238095,5.842791870236397e-05
09109a5375d8e2ca752bedde17ba5acad1df61cb,uncertainty_only,21,0.2,0.6341694798139321,0.6341694798139321,1.0,0.4095238095238095,6.43627718091011e-05
09109a5375d8e2ca752bedde17ba5acad1df61cb,uncertainty_only,42,0.4,0.6608397947263839,0.7554461414330481,0.6666666666666666,0.5619047619047619,8.195498958230019e-05
09109a5375d8e2ca752bedde17ba5acad1df61cb,uncertainty_only,63,0.6,0.7756199604526248,0.8702263071592893,0.6666666666666666,0.638095238095238,8.459575474262238e-05
