method,n_queries,bew_mean,bew_median,bew_max,bew_min,pic_mean,pic_median,pic_max,tau_mean,tau_median,tau_max,tau_legacy_mean,ndcg_mean,map_mean,precision_at_k_mean,recall_at_k_mean,pairwise_accuracy_mean,runtime_mean_s,runtime_median_s,runtime_max_s,n_nodes_mean,n_edges_mean,cyclic_pct,fas_removed_weight_mean,graph_ref_bew_pre_mean,graph_ref_bew_post_mean,graph_ref_pic_pre_mean,graph_ref_pic_post_mean
score_sum,500,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.512033348,1.0,1.0,0.2462,1.0,1.0,0.003142176,0.002832,0.134959,20.0,74.132,0.0,0.0,0.0,0.0,0.0,0.0
borda,500,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.512033348,1.0,1.0,0.2462,1.0,1.0,0.003142176,0.002832,0.134959,20.0,74.132,0.0,0.0,0.0,0.0,0.0,0.0
pagerank,500,0.0,0.0,0.0,0.0,0.0,0.0,0,0.39701052800000003,0.4,0.747368,0.48571401599999997,1.0,1.0,0.2462,1.0,1.0,0.003142176,0.002832,0.134959,20.0,74.132,0.0,0.0,0.0,0.0,0.0,0.0
greedy_fas_topological,500,0.0,0.0,0.0,0.0,0.0,0.0,0,0.39701052800000003,0.4,0.747368,0.48571401599999997,1.0,1.0,0.2462,1.0,1.0,0.003142176,0.002832,0.134959,20.0,74.132,0.0,0.0,0.0,0.0,0.0,0.0
greedy_fas_weighted_balance,500,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.512033348,1.0,1.0,0.2462,1.0,1.0,0.003142176,0.002832,0.134959,20.0,74.132,0.0,0.0,0.0,0.0,0.0,0.0
greedy_fas_copeland,500,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.512033348,1.0,1.0,0.2462,1.0,1.0,0.003142176,0.002832,0.134959,20.0,74.132,0.0,0.0,0.0,0.0,0.0,0.0
greedy_fas_score_augmented_topological,500,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.21966287199999998,-0.210526,-0.210526,0.43048094400000003,1.0,1.0,0.2462,1.0,1.0,0.003142176,0.002832,0.134959,20.0,74.132,0.0,0.0,0.0,0.0,0.0,0.0
fas_balance_score_prior_alpha_beta,500,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.512033348,1.0,1.0,0.2462,1.0,1.0,0.003142176,0.002832,0.134959,20.0,74.132,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_rrf_fas_regularized,500,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.512033348,1.0,1.0,0.2462,1.0,1.0,0.003142176,0.002832,0.134959,20.0,74.132,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_rrf_balance_a05,500,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.512033348,1.0,1.0,0.2462,1.0,1.0,0.003142176,0.002832,0.134959,20.0,74.132,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_rrf_copeland_a03,500,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.512033348,1.0,1.0,0.2462,1.0,1.0,0.003142176,0.002832,0.134959,20.0,74.132,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_rrf_priority_topo_a03,500,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.21966287199999998,-0.210526,-0.210526,0.43048094400000003,1.0,1.0,0.2462,1.0,1.0,0.003142176,0.002832,0.134959,20.0,74.132,0.0,0.0,0.0,0.0,0.0,0.0
