n_items,noise,weight_scheme,method,kendall_tau_mean,kendall_tau_std,ndcg_mean,ndcg_std,pairwise_accuracy_mean,pairwise_accuracy_std,n_violations_mean,n_violations_std,inconsistency_before_mean,inconsistency_before_std,inconsistency_after_mean,inconsistency_after_std,edges_removed_mean,edges_removed_std
10,0.05,margin,borda,0.837037037037037,0.0925184888651615,0.98512145606395,0.01774416853657994,0.9185185185185185,0.04625924443258069,3.6666666666666665,2.0816659994661326,3.3333333333333335,1.5275252316519468,3.3333333333333335,1.5275252316519468,0.0,0.0
10,0.05,margin,fas_balance_score_prior_alpha_beta,0.8518518518518517,0.12830005981991682,0.9937113947140023,0.007378788678889169,0.9259259259259259,0.06415002990995843,3.3333333333333335,2.8867513459481287,3.3333333333333335,1.5275252316519468,2.6666666666666665,0.5773502691896257,10.666666666666666,7.76745346515403
10,0.05,margin,greedy_fas_weighted_balance,0.762962962962963,0.16826395098667474,0.9783517200188016,0.01709007306442646,0.8814814814814814,0.08413197549333741,5.333333333333333,3.785938897200183,3.3333333333333335,1.5275252316519468,2.6666666666666665,0.5773502691896257,10.666666666666666,7.76745346515403
10,0.05,margin,hybrid_rrf_fas_regularized,0.8518518518518517,0.12830005981991682,0.9937113947140023,0.007378788678889169,0.9259259259259259,0.06415002990995843,3.3333333333333335,2.8867513459481287,3.3333333333333335,1.5275252316519468,2.6666666666666665,0.5773502691896257,10.666666666666666,7.76745346515403
10,0.05,margin,score_sum,0.837037037037037,0.1428689001628586,0.9936992622070443,0.007374293155748464,0.9185185185185185,0.07143445008142929,3.6666666666666665,3.2145502536643185,3.3333333333333335,1.5275252316519468,3.3333333333333335,1.5275252316519468,0.0,0.0
10,0.05,uniform,borda,0.837037037037037,0.0925184888651615,0.98512145606395,0.01774416853657994,0.9185185185185185,0.04625924443258069,3.6666666666666665,2.0816659994661326,3.3333333333333335,1.5275252316519468,3.3333333333333335,1.5275252316519468,0.0,0.0
10,0.05,uniform,fas_balance_score_prior_alpha_beta,0.8962962962962964,0.06789001029564215,0.9814115086558051,0.015096452289081784,0.9481481481481482,0.033945005147821034,2.3333333333333335,1.5275252316519468,3.3333333333333335,1.5275252316519468,1.0,1.0,10.0,10.583005244258363
10,0.05,uniform,greedy_fas_weighted_balance,0.7925925925925926,0.24478091321271564,0.9702425712176789,0.026272711201618813,0.8962962962962964,0.12239045660635779,4.666666666666667,5.507570547286102,3.3333333333333335,1.5275252316519468,1.0,1.0,10.0,10.583005244258363
10,0.05,uniform,hybrid_rrf_fas_regularized,0.9111111111111111,0.044444444444444425,0.9817569243462833,0.015150320660447206,0.9555555555555556,0.022222222222222227,2.0,1.0,3.3333333333333335,1.5275252316519468,1.0,1.0,10.0,10.583005244258363
10,0.05,uniform,score_sum,0.837037037037037,0.0925184888651615,0.98512145606395,0.01774416853657994,0.9185185185185185,0.04625924443258069,3.6666666666666665,2.0816659994661326,3.3333333333333335,1.5275252316519468,3.3333333333333335,1.5275252316519468,0.0,0.0
