n_items,noise,weight_scheme,borda,fas_balance_score_prior_alpha_beta,greedy_fas_weighted_balance,hybrid_rrf_fas_regularized,score_sum,greedy_fas_weighted_balance_vs_score_sum,greedy_fas_weighted_balance_vs_borda,hybrid_rrf_fas_regularized_vs_score_sum,hybrid_rrf_fas_regularized_vs_borda,fas_balance_score_prior_alpha_beta_vs_score_sum,fas_balance_score_prior_alpha_beta_vs_borda
10,0.05,margin,0.837037037037037,0.8518518518518517,0.762962962962963,0.8518518518518517,0.837037037037037,-0.07407407407407407,-0.07407407407407407,0.014814814814814725,0.014814814814814725,0.014814814814814725,0.014814814814814725
10,0.05,uniform,0.837037037037037,0.8962962962962964,0.7925925925925926,0.9111111111111111,0.837037037037037,-0.0444444444444444,-0.0444444444444444,0.07407407407407407,0.07407407407407407,0.059259259259259345,0.059259259259259345
10,0.1,margin,0.674074074074074,0.6592592592592593,0.5407407407407407,0.6888888888888888,0.7037037037037037,-0.16296296296296298,-0.1333333333333333,-0.014814814814814947,0.014814814814814725,-0.0444444444444444,-0.014814814814814725
10,0.1,uniform,0.674074074074074,0.6592592592592593,0.5555555555555556,0.6888888888888888,0.674074074074074,-0.11851851851851847,-0.11851851851851847,0.014814814814814725,0.014814814814814725,-0.014814814814814725,-0.014814814814814725
10,0.15,margin,0.5851851851851851,0.6296296296296297,0.4222222222222222,0.6444444444444444,0.6444444444444444,-0.22222222222222215,-0.16296296296296292,0.0,0.059259259259259234,-0.014814814814814725,0.04444444444444451
10,0.15,uniform,0.5851851851851851,0.6296296296296297,0.5555555555555556,0.6296296296296297,0.5851851851851851,-0.02962962962962956,-0.02962962962962956,0.04444444444444451,0.04444444444444451,0.04444444444444451,0.04444444444444451
10,0.2,margin,0.5111111111111111,0.4222222222222222,0.37777777777777777,0.4518518518518519,0.4666666666666666,-0.08888888888888885,-0.1333333333333333,-0.014814814814814725,-0.05925925925925918,-0.0444444444444444,-0.08888888888888885
10,0.2,uniform,0.5111111111111111,0.5259259259259259,0.4666666666666666,0.5555555555555555,0.5111111111111111,-0.04444444444444445,-0.04444444444444445,0.0444444444444444,0.0444444444444444,0.014814814814814836,0.014814814814814836
10,0.25,margin,0.37777777777777777,0.37777777777777777,0.36296296296296293,0.37777777777777777,0.3925925925925926,-0.029629629629629672,-0.014814814814814836,-0.014814814814814836,0.0,-0.014814814814814836,0.0
10,0.25,uniform,0.37777777777777777,0.3925925925925926,0.36296296296296293,0.4222222222222222,0.37777777777777777,-0.014814814814814836,-0.014814814814814836,0.04444444444444445,0.04444444444444445,0.014814814814814836,0.014814814814814836
10,0.3,margin,0.37777777777777777,0.34814814814814815,0.3333333333333333,0.37777777777777777,0.3185185185185185,0.014814814814814836,-0.04444444444444445,0.05925925925925929,0.0,0.029629629629629672,-0.029629629629629617
10,0.3,uniform,0.37777777777777777,0.3185185185185185,0.31851851851851853,0.3185185185185185,0.37777777777777777,-0.059259259259259234,-0.059259259259259234,-0.05925925925925929,-0.05925925925925929,-0.05925925925925929,-0.05925925925925929
20,0.05,margin,0.9192982456140352,0.887719298245614,0.8771929824561404,0.8982456140350877,0.8912280701754386,-0.014035087719298178,-0.04210526315789476,0.007017543859649145,-0.021052631578947434,-0.0035087719298245723,-0.03157894736842115
20,0.05,uniform,0.9192982456140352,0.9087719298245615,0.7508771929824561,0.9263157894736841,0.9192982456140352,-0.16842105263157903,-0.16842105263157903,0.007017543859648923,0.007017543859648923,-0.010526315789473717,-0.010526315789473717
20,0.1,margin,0.8035087719298245,0.7824561403508771,0.768421052631579,0.7929824561403508,0.7929824561403508,-0.024561403508771784,-0.0350877192982455,0.0,-0.010526315789473717,-0.010526315789473717,-0.021052631578947434
20,0.1,uniform,0.8035087719298245,0.8140350877192982,0.5964912280701754,0.8385964912280702,0.8035087719298245,-0.2070175438596491,-0.2070175438596491,0.03508771929824572,0.03508771929824572,0.010526315789473717,0.010526315789473717
20,0.15,margin,0.7578947368421053,0.7298245614035087,0.6666666666666666,0.7473684210526316,0.7403508771929825,-0.07368421052631591,-0.09122807017543866,0.007017543859649034,-0.010526315789473717,-0.010526315789473828,-0.02807017543859658
20,0.15,uniform,0.7578947368421053,0.7754385964912281,0.5157894736842105,0.7894736842105262,0.7578947368421053,-0.24210526315789482,-0.24210526315789482,0.03157894736842093,0.03157894736842093,0.01754385964912286,0.01754385964912286
20,0.2,margin,0.6982456140350877,0.6526315789473683,0.5929824561403508,0.6456140350877192,0.6666666666666666,-0.0736842105263158,-0.10526315789473684,-0.021052631578947434,-0.052631578947368474,-0.01403508771929829,-0.04561403508771933
20,0.2,uniform,0.6982456140350877,0.6701754385964912,0.4245614035087719,0.6947368421052632,0.6982456140350877,-0.27368421052631575,-0.27368421052631575,-0.0035087719298244613,-0.0035087719298244613,-0.028070175438596467,-0.028070175438596467
20,0.25,margin,0.6315789473684211,0.6526315789473683,0.5649122807017544,0.6491228070175438,0.6491228070175439,-0.08421052631578951,-0.06666666666666676,-1.1102230246251565e-16,0.01754385964912264,0.0035087719298244613,0.021052631578947212
20,0.25,uniform,0.6315789473684211,0.6385964912280702,0.3543859649122807,0.6350877192982456,0.6315789473684211,-0.27719298245614044,-0.27719298245614044,0.0035087719298244613,0.0035087719298244613,0.007017543859649034,0.007017543859649034
20,0.3,margin,0.5157894736842105,0.49473684210526314,0.41403508771929826,0.5087719298245614,0.49473684210526314,-0.08070175438596489,-0.10175438596491221,0.01403508771929829,-0.007017543859649034,0.0,-0.021052631578947323
20,0.3,uniform,0.5157894736842105,0.4842105263157895,0.2526315789473684,0.5403508771929825,0.5157894736842105,-0.2631578947368421,-0.2631578947368421,0.024561403508772006,0.024561403508772006,-0.031578947368420984,-0.031578947368420984
50,0.05,margin,0.9504761904761905,0.9123809523809524,0.8808163265306123,0.9183673469387755,0.9194557823129252,-0.03863945578231298,-0.06965986394557822,-0.00108843537414971,-0.032108843537414944,-0.007074829931972837,-0.03809523809523807
50,0.05,uniform,0.9504761904761905,0.8748299319727891,0.6185034013605443,0.9308843537414967,0.9504761904761905,-0.3319727891156462,-0.3319727891156462,-0.01959183673469378,-0.01959183673469378,-0.07564625850340134,-0.07564625850340134
50,0.1,margin,0.9053061224489797,0.8585034013605443,0.8231292517006802,0.8644897959183674,0.8672108843537415,-0.04408163265306131,-0.08217687074829949,-0.0027210884353741083,-0.04081632653061229,-0.008707482993197235,-0.04680272108843542
50,0.1,uniform,0.9053061224489797,0.8312925170068027,0.5564625850340136,0.881904761904762,0.9053061224489797,-0.3488435374149661,-0.3488435374149661,-0.02340136054421771,-0.02340136054421771,-0.07401360544217694,-0.07401360544217694
50,0.15,margin,0.8677551020408164,0.8013605442176871,0.7572789115646259,0.8046258503401361,0.8029931972789116,-0.04571428571428571,-0.1104761904761905,0.0016326530612245094,-0.06312925170068029,-0.0016326530612245094,-0.06639455782312931
50,0.15,uniform,0.8677551020408164,0.7915646258503402,0.4927891156462585,0.8519727891156462,0.8677551020408164,-0.3749659863945579,-0.3749659863945579,-0.015782312925170183,-0.015782312925170183,-0.07619047619047625,-0.07619047619047625
50,0.2,margin,0.8258503401360544,0.7621768707482994,0.7001360544217686,0.7692517006802722,0.7561904761904762,-0.05605442176870756,-0.12571428571428578,0.013061224489795964,-0.05659863945578225,0.005986394557823238,-0.06367346938775498
50,0.2,uniform,0.8258503401360544,0.7599999999999999,0.44979591836734695,0.8106122448979591,0.8258503401360544,-0.37605442176870746,-0.37605442176870746,-0.015238095238095273,-0.015238095238095273,-0.06585034013605451,-0.06585034013605451
50,0.25,margin,0.7719727891156462,0.6810884353741496,0.5814965986394558,0.6919727891156463,0.6783673469387755,-0.09687074829931974,-0.19047619047619035,0.013605442176870763,-0.07999999999999985,0.0027210884353741083,-0.0908843537414965
50,0.25,uniform,0.7719727891156462,0.6957823129251701,0.40462585034013604,0.7344217687074831,0.7719727891156462,-0.3673469387755101,-0.3673469387755101,-0.03755102040816305,-0.03755102040816305,-0.07619047619047603,-0.07619047619047603
50,0.3,margin,0.6952380952380951,0.6010884353741496,0.46775510204081633,0.6010884353741496,0.590204081632653,-0.1224489795918367,-0.22748299319727877,0.010884353741496544,-0.09414965986394552,0.010884353741496544,-0.09414965986394552
50,0.3,uniform,0.6952380952380951,0.6168707482993198,0.3496598639455782,0.6712925170068028,0.6952380952380951,-0.3455782312925169,-0.3455782312925169,-0.023945578231292286,-0.023945578231292286,-0.07836734693877534,-0.07836734693877534
