family,n_tests_in_family,protocol,protocol_label,dataset,regime,pair_name,n_queries,mean_delta_ndcg,raw_pvalue,holm_adjusted_pvalue,bh_adjusted_pvalue,reject_holm_0p05,reject_bh_0p05
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,scidocs,ms2,balance_graph,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,scidocs,ms2,balance_hybrid,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,scidocs,ms2,copeland_graph,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,scidocs,ms2,copeland_hybrid,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,scidocs,ms2,markov_graph,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,scidocs,ms1,balance_graph,120,-0.0017696622402660644,0.31916808319168083,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,scidocs,ms1,balance_hybrid,120,-0.0002645158212515708,0.4864513548645136,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,scidocs,ms1,copeland_graph,120,0.011042968687951583,0.0201979802019798,1.0,0.5193766337651949,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,scidocs,ms1,copeland_hybrid,120,0.008526038099271938,0.011998800119988001,1.0,0.431956804319568,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,scidocs,ms1,markov_graph,120,0.005928517858260695,0.09449055094490551,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,scidocs,ms1_drop_mutual,balance_graph,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,scidocs,ms1_drop_mutual,balance_hybrid,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,scidocs,ms1_drop_mutual,copeland_graph,120,0.0005776953493883912,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,scidocs,ms1_drop_mutual,copeland_hybrid,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,scidocs,ms1_drop_mutual,markov_graph,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,fiqa,ms2,balance_graph,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,fiqa,ms2,balance_hybrid,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,fiqa,ms2,copeland_graph,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,fiqa,ms2,copeland_hybrid,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,fiqa,ms2,markov_graph,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,fiqa,ms1,balance_graph,120,0.0035159966086473946,0.27577242275772423,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,fiqa,ms1,balance_hybrid,120,-0.0016912410670576554,0.8718128187181282,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,fiqa,ms1,copeland_graph,120,0.003634275353696659,0.44145585441455854,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,fiqa,ms1,copeland_hybrid,120,-0.004569149185585735,0.30086991300869914,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,fiqa,ms1,markov_graph,120,0.003568757606997486,0.2502749725027497,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,fiqa,ms1_drop_mutual,balance_graph,120,-5.57625852281506e-05,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,fiqa,ms1_drop_mutual,balance_hybrid,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,fiqa,ms1_drop_mutual,copeland_graph,120,-0.00017263791214213408,0.5046495350464953,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,fiqa,ms1_drop_mutual,copeland_hybrid,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,fiqa,ms1_drop_mutual,markov_graph,120,-5.57625852281506e-05,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,hotpotqa,ms2,balance_graph,52,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,hotpotqa,ms2,balance_hybrid,52,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,hotpotqa,ms2,copeland_graph,52,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,hotpotqa,ms2,copeland_hybrid,52,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,hotpotqa,ms2,markov_graph,52,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,hotpotqa,ms1,balance_graph,52,-0.0013331431139732104,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,hotpotqa,ms1,balance_hybrid,52,0.004351815106363783,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,hotpotqa,ms1,copeland_graph,52,0.01550607117753817,0.3143685631436856,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,hotpotqa,ms1,copeland_hybrid,52,0.01226673280326149,0.25317468253174685,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,hotpotqa,ms1,markov_graph,52,-0.002287635243305768,0.49745025497450257,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,hotpotqa,ms1_drop_mutual,balance_graph,52,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,hotpotqa,ms1_drop_mutual,balance_hybrid,52,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,hotpotqa,ms1_drop_mutual,copeland_graph,52,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,hotpotqa,ms1_drop_mutual,copeland_hybrid,52,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,hotpotqa,ms1_drop_mutual,markov_graph,52,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,bright,ms2,balance_graph,50,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,bright,ms2,balance_hybrid,50,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,bright,ms2,copeland_graph,50,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,bright,ms2,copeland_hybrid,50,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,bright,ms2,markov_graph,50,0.0,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,bright,ms1,balance_graph,50,0.0004451165495483156,0.77002299770023,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,bright,ms1,balance_hybrid,50,-0.007220815414619868,0.1625837416258374,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,bright,ms1,copeland_graph,50,-0.014041497577935986,0.26687331266873315,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,bright,ms1,copeland_hybrid,50,0.000601579547462045,0.9096090390960904,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,bright,ms1,markov_graph,50,-0.007513713663229774,0.22917708229177083,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,bright,ms1_drop_mutual,balance_graph,50,0.00010718480122968055,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,bright,ms1_drop_mutual,balance_hybrid,50,7.65555966378506e-05,1.0,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,bright,ms1_drop_mutual,copeland_graph,50,0.00017972384514734928,0.6825317468253175,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,bright,ms1_drop_mutual,copeland_hybrid,50,0.00016848164797221842,0.49375062493750627,1.0,1.0,False,False
F1_headline,180,primary_minmax_retention_matched,minmax + retention-matched,bright,ms1_drop_mutual,markov_graph,50,0.0006887678870840718,0.49545045495450457,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),scidocs,ms2,balance_graph,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),scidocs,ms2,balance_hybrid,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),scidocs,ms2,copeland_graph,120,-6.32384949177181e-05,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),scidocs,ms2,copeland_hybrid,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),scidocs,ms2,markov_graph,120,-8.434900555631675e-05,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),scidocs,ms1,balance_graph,120,0.0021091307735370884,0.1065893410658934,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),scidocs,ms1,balance_hybrid,120,0.0008253358468516482,0.17998200179982002,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),scidocs,ms1,copeland_graph,120,0.011664360719058933,0.006299370062993701,1.0,0.431956804319568,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),scidocs,ms1,copeland_hybrid,120,0.009763443585018978,0.0193980601939806,1.0,0.5193766337651949,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),scidocs,ms1,markov_graph,120,0.0002677641783037768,0.8228177182281772,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),scidocs,ms1_drop_mutual,balance_graph,120,-0.00012029067601456306,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),scidocs,ms1_drop_mutual,balance_hybrid,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),scidocs,ms1_drop_mutual,copeland_graph,120,-8.445473277415341e-05,0.75002499750025,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),scidocs,ms1_drop_mutual,copeland_hybrid,120,-0.00014890380456337126,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),scidocs,ms1_drop_mutual,markov_graph,120,-7.34990141197193e-05,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),fiqa,ms2,balance_graph,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),fiqa,ms2,balance_hybrid,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),fiqa,ms2,copeland_graph,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),fiqa,ms2,copeland_hybrid,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),fiqa,ms2,markov_graph,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),fiqa,ms1,balance_graph,120,0.005051335542141465,0.010298970102989701,1.0,0.431956804319568,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),fiqa,ms1,balance_hybrid,120,-5.923531614582071e-05,0.7537246275372462,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),fiqa,ms1,copeland_graph,120,0.006003733390070901,0.0038996100389961006,0.7019298070192981,0.431956804319568,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),fiqa,ms1,copeland_hybrid,120,0.0015481018217363175,0.15578442155784422,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),fiqa,ms1,markov_graph,120,0.004690540329269353,0.14208579142085792,1.0,1.0,False,False
