dataset,regime,config_id,pool_size,metric_cutoff,pair_name,n_queries,cycle_rate,repair_applied_rate,full_ranking_changed_rate,top_k_membership_changed_rate,top_k_order_changed_rate,differently_graded_judged_pairs_changed_rate,ndcg_changed_rate,mean_removed_weight_fraction,mean_graph_density_pre,mean_graph_density_post,mean_largest_scc_size_pre,mean_largest_scc_size_post,mean_total_edge_weight_pre,mean_total_edge_weight_post
bright,ms1,pool20_ndcg10,20,10,balance_graph,50,0.92,0.92,0.74,0.16,0.6,0.24,0.26,0.0547970834928075,0.3738947368421053,0.3222631578947368,10.82,1.0,73.60486139387788,69.23534395871484
bright,ms1,pool20_ndcg10,20,10,balance_hybrid,50,0.92,0.92,0.4,0.02,0.32,0.14,0.14,0.0547970834928075,0.3738947368421053,0.3222631578947368,10.82,1.0,73.60486139387788,69.23534395871484
bright,ms1,pool20_ndcg10,20,10,copeland_graph,50,0.92,0.92,0.9,0.42,0.82,0.48,0.52,0.0547970834928075,0.3738947368421053,0.3222631578947368,10.82,1.0,73.60486139387788,69.23534395871484
bright,ms1,pool20_ndcg10,20,10,copeland_hybrid,50,0.92,0.92,0.76,0.22,0.66,0.32,0.36,0.0547970834928075,0.3738947368421053,0.3222631578947368,10.82,1.0,73.60486139387788,69.23534395871484
bright,ms1,pool20_ndcg10,20,10,markov_graph,50,0.92,0.92,0.8,0.36,0.74,0.3,0.3,0.0547970834928075,0.3738947368421053,0.3222631578947368,10.82,1.0,73.60486139387788,69.23534395871484
bright,ms1,pool20_ndcg20,20,20,balance_graph,50,0.92,0.92,0.74,0.0,0.74,0.38,0.36,0.0547970834928075,0.3738947368421053,0.3222631578947368,10.82,1.0,73.60486139387788,69.23534395871484
bright,ms1,pool20_ndcg20,20,20,balance_hybrid,50,0.92,0.92,0.4,0.0,0.4,0.16,0.16,0.0547970834928075,0.3738947368421053,0.3222631578947368,10.82,1.0,73.60486139387788,69.23534395871484
bright,ms1,pool20_ndcg20,20,20,copeland_graph,50,0.92,0.92,0.9,0.0,0.9,0.66,0.64,0.0547970834928075,0.3738947368421053,0.3222631578947368,10.82,1.0,73.60486139387788,69.23534395871484
bright,ms1,pool20_ndcg20,20,20,copeland_hybrid,50,0.92,0.92,0.76,0.0,0.76,0.4,0.4,0.0547970834928075,0.3738947368421053,0.3222631578947368,10.82,1.0,73.60486139387788,69.23534395871484
bright,ms1,pool20_ndcg20,20,20,markov_graph,50,0.92,0.92,0.8,0.0,0.8,0.42,0.38,0.0547970834928075,0.3738947368421053,0.3222631578947368,10.82,1.0,73.60486139387788,69.23534395871484
bright,ms1,pool20_ndcg5,20,5,balance_graph,50,0.92,0.92,0.74,0.18,0.42,0.1,0.12,0.0547970834928075,0.3738947368421053,0.3222631578947368,10.82,1.0,73.60486139387788,69.23534395871484
bright,ms1,pool20_ndcg5,20,5,balance_hybrid,50,0.92,0.92,0.4,0.08,0.16,0.04,0.06,0.0547970834928075,0.3738947368421053,0.3222631578947368,10.82,1.0,73.60486139387788,69.23534395871484
bright,ms1,pool20_ndcg5,20,5,copeland_graph,50,0.92,0.92,0.9,0.48,0.7,0.2,0.38,0.0547970834928075,0.3738947368421053,0.3222631578947368,10.82,1.0,73.60486139387788,69.23534395871484
bright,ms1,pool20_ndcg5,20,5,copeland_hybrid,50,0.92,0.92,0.76,0.16,0.36,0.06,0.14,0.0547970834928075,0.3738947368421053,0.3222631578947368,10.82,1.0,73.60486139387788,69.23534395871484
bright,ms1,pool20_ndcg5,20,5,markov_graph,50,0.92,0.92,0.8,0.24,0.4,0.14,0.2,0.0547970834928075,0.3738947368421053,0.3222631578947368,10.82,1.0,73.60486139387788,69.23534395871484
bright,ms1,pool50_ndcg10,50,10,balance_graph,50,0.92,0.92,0.82,0.16,0.54,0.22,0.26,0.03498005996112429,0.18841632653061224,0.17131428571428575,19.7,1.0,183.21576245781637,176.37646783752973
bright,ms1,pool50_ndcg10,50,10,balance_hybrid,50,0.92,0.92,0.64,0.06,0.32,0.16,0.18,0.03498005996112429,0.18841632653061224,0.17131428571428575,19.7,1.0,183.21576245781637,176.37646783752973
bright,ms1,pool50_ndcg10,50,10,copeland_graph,50,0.92,0.92,0.86,0.52,0.74,0.34,0.48,0.03498005996112429,0.18841632653061224,0.17131428571428575,19.7,1.0,183.21576245781637,176.37646783752973
bright,ms1,pool50_ndcg10,50,10,copeland_hybrid,50,0.92,0.92,0.84,0.1,0.58,0.24,0.24,0.03498005996112429,0.18841632653061224,0.17131428571428575,19.7,1.0,183.21576245781637,176.37646783752973
bright,ms1,pool50_ndcg10,50,10,markov_graph,50,0.92,0.92,0.88,0.34,0.64,0.3,0.3,0.03498005996112429,0.18841632653061224,0.17131428571428575,19.7,1.0,183.21576245781637,176.37646783752973
bright,ms1,pool50_ndcg20,50,20,balance_graph,50,0.92,0.92,0.82,0.26,0.7,0.38,0.36,0.03498005996112429,0.18841632653061224,0.17131428571428575,19.7,1.0,183.21576245781637,176.37646783752973
bright,ms1,pool50_ndcg20,50,20,balance_hybrid,50,0.92,0.92,0.64,0.04,0.48,0.26,0.26,0.03498005996112429,0.18841632653061224,0.17131428571428575,19.7,1.0,183.21576245781637,176.37646783752973
bright,ms1,pool50_ndcg20,50,20,copeland_graph,50,0.92,0.92,0.86,0.56,0.84,0.54,0.56,0.03498005996112429,0.18841632653061224,0.17131428571428575,19.7,1.0,183.21576245781637,176.37646783752973
bright,ms1,pool50_ndcg20,50,20,copeland_hybrid,50,0.92,0.92,0.84,0.14,0.72,0.3,0.32,0.03498005996112429,0.18841632653061224,0.17131428571428575,19.7,1.0,183.21576245781637,176.37646783752973
bright,ms1,pool50_ndcg20,50,20,markov_graph,50,0.92,0.92,0.88,0.4,0.8,0.36,0.4,0.03498005996112429,0.18841632653061224,0.17131428571428575,19.7,1.0,183.21576245781637,176.37646783752973
bright,ms1,pool50_ndcg5,50,5,balance_graph,50,0.92,0.92,0.82,0.08,0.22,0.1,0.12,0.03498005996112429,0.18841632653061224,0.17131428571428575,19.7,1.0,183.21576245781637,176.37646783752973
bright,ms1,pool50_ndcg5,50,5,balance_hybrid,50,0.92,0.92,0.64,0.06,0.2,0.1,0.12,0.03498005996112429,0.18841632653061224,0.17131428571428575,19.7,1.0,183.21576245781637,176.37646783752973
bright,ms1,pool50_ndcg5,50,5,copeland_graph,50,0.92,0.92,0.86,0.4,0.52,0.12,0.26,0.03498005996112429,0.18841632653061224,0.17131428571428575,19.7,1.0,183.21576245781637,176.37646783752973
bright,ms1,pool50_ndcg5,50,5,copeland_hybrid,50,0.92,0.92,0.84,0.1,0.34,0.1,0.14,0.03498005996112429,0.18841632653061224,0.17131428571428575,19.7,1.0,183.21576245781637,176.37646783752973
bright,ms1,pool50_ndcg5,50,5,markov_graph,50,0.92,0.92,0.88,0.22,0.44,0.16,0.26,0.03498005996112429,0.18841632653061224,0.17131428571428575,19.7,1.0,183.21576245781637,176.37646783752973
bright,ms1_drop_mutual,pool20_ndcg10,20,10,balance_graph,50,0.22,0.22,0.12,0.06,0.1,0.0,0.02,0.002798994803778616,0.31884210526315787,0.31594736842105264,3.08,1.0,63.55457331430689,63.41863368986852
bright,ms1_drop_mutual,pool20_ndcg10,20,10,balance_hybrid,50,0.22,0.22,0.04,0.0,0.02,0.0,0.0,0.002798994803778616,0.31884210526315787,0.31594736842105264,3.08,1.0,63.55457331430689,63.41863368986852
bright,ms1_drop_mutual,pool20_ndcg10,20,10,copeland_graph,50,0.22,0.22,0.2,0.06,0.14,0.02,0.02,0.002798994803778616,0.31884210526315787,0.31594736842105264,3.08,1.0,63.55457331430689,63.41863368986852
bright,ms1_drop_mutual,pool20_ndcg10,20,10,copeland_hybrid,50,0.22,0.22,0.2,0.02,0.1,0.02,0.0,0.002798994803778616,0.31884210526315787,0.31594736842105264,3.08,1.0,63.55457331430689,63.41863368986852
bright,ms1_drop_mutual,pool20_ndcg10,20,10,markov_graph,50,0.22,0.22,0.14,0.02,0.12,0.02,0.04,0.002798994803778616,0.31884210526315787,0.31594736842105264,3.08,1.0,63.55457331430689,63.41863368986852
bright,ms1_drop_mutual,pool20_ndcg20,20,20,balance_graph,50,0.22,0.22,0.12,0.0,0.12,0.02,0.02,0.002798994803778616,0.31884210526315787,0.31594736842105264,3.08,1.0,63.55457331430689,63.41863368986852
bright,ms1_drop_mutual,pool20_ndcg20,20,20,balance_hybrid,50,0.22,0.22,0.04,0.0,0.04,0.02,0.02,0.002798994803778616,0.31884210526315787,0.31594736842105264,3.08,1.0,63.55457331430689,63.41863368986852
bright,ms1_drop_mutual,pool20_ndcg20,20,20,copeland_graph,50,0.22,0.22,0.2,0.0,0.2,0.1,0.1,0.002798994803778616,0.31884210526315787,0.31594736842105264,3.08,1.0,63.55457331430689,63.41863368986852
bright,ms1_drop_mutual,pool20_ndcg20,20,20,copeland_hybrid,50,0.22,0.22,0.2,0.0,0.2,0.06,0.04,0.002798994803778616,0.31884210526315787,0.31594736842105264,3.08,1.0,63.55457331430689,63.41863368986852
bright,ms1_drop_mutual,pool20_ndcg20,20,20,markov_graph,50,0.22,0.22,0.14,0.0,0.14,0.06,0.06,0.002798994803778616,0.31884210526315787,0.31594736842105264,3.08,1.0,63.55457331430689,63.41863368986852
bright,ms1_drop_mutual,pool20_ndcg5,20,5,balance_graph,50,0.22,0.22,0.12,0.02,0.06,0.0,0.0,0.002798994803778616,0.31884210526315787,0.31594736842105264,3.08,1.0,63.55457331430689,63.41863368986852
bright,ms1_drop_mutual,pool20_ndcg5,20,5,balance_hybrid,50,0.22,0.22,0.04,0.0,0.0,0.0,0.0,0.002798994803778616,0.31884210526315787,0.31594736842105264,3.08,1.0,63.55457331430689,63.41863368986852
bright,ms1_drop_mutual,pool20_ndcg5,20,5,copeland_graph,50,0.22,0.22,0.2,0.04,0.04,0.0,0.0,0.002798994803778616,0.31884210526315787,0.31594736842105264,3.08,1.0,63.55457331430689,63.41863368986852
bright,ms1_drop_mutual,pool20_ndcg5,20,5,copeland_hybrid,50,0.22,0.22,0.2,0.02,0.04,0.0,0.0,0.002798994803778616,0.31884210526315787,0.31594736842105264,3.08,1.0,63.55457331430689,63.41863368986852
bright,ms1_drop_mutual,pool20_ndcg5,20,5,markov_graph,50,0.22,0.22,0.14,0.02,0.02,0.0,0.0,0.002798994803778616,0.31884210526315787,0.31594736842105264,3.08,1.0,63.55457331430689,63.41863368986852
bright,ms1_drop_mutual,pool50_ndcg10,50,10,balance_graph,50,0.44,0.44,0.34,0.02,0.1,0.04,0.06,0.0053717033991412776,0.17832653061224488,0.17469387755102037,9.2,1.0,172.64406237486543,171.68660336464606
bright,ms1_drop_mutual,pool50_ndcg10,50,10,balance_hybrid,50,0.44,0.44,0.22,0.0,0.04,0.0,0.0,0.0053717033991412776,0.17832653061224488,0.17469387755102037,9.2,1.0,172.64406237486543,171.68660336464606
bright,ms1_drop_mutual,pool50_ndcg10,50,10,copeland_graph,50,0.44,0.44,0.44,0.2,0.26,0.08,0.12,0.0053717033991412776,0.17832653061224488,0.17469387755102037,9.2,1.0,172.64406237486543,171.68660336464606
bright,ms1_drop_mutual,pool50_ndcg10,50,10,copeland_hybrid,50,0.44,0.44,0.36,0.02,0.2,0.14,0.14,0.0053717033991412776,0.17832653061224488,0.17469387755102037,9.2,1.0,172.64406237486543,171.68660336464606
bright,ms1_drop_mutual,pool50_ndcg10,50,10,markov_graph,50,0.44,0.44,0.4,0.08,0.18,0.04,0.08,0.0053717033991412776,0.17832653061224488,0.17469387755102037,9.2,1.0,172.64406237486543,171.68660336464606
bright,ms1_drop_mutual,pool50_ndcg20,50,20,balance_graph,50,0.44,0.44,0.34,0.06,0.2,0.12,0.12,0.0053717033991412776,0.17832653061224488,0.17469387755102037,9.2,1.0,172.64406237486543,171.68660336464606
bright,ms1_drop_mutual,pool50_ndcg20,50,20,balance_hybrid,50,0.44,0.44,0.22,0.04,0.12,0.0,0.02,0.0053717033991412776,0.17832653061224488,0.17469387755102037,9.2,1.0,172.64406237486543,171.68660336464606
bright,ms1_drop_mutual,pool50_ndcg20,50,20,copeland_graph,50,0.44,0.44,0.44,0.26,0.42,0.22,0.22,0.0053717033991412776,0.17832653061224488,0.17469387755102037,9.2,1.0,172.64406237486543,171.68660336464606
bright,ms1_drop_mutual,pool50_ndcg20,50,20,copeland_hybrid,50,0.44,0.44,0.36,0.1,0.28,0.16,0.16,0.0053717033991412776,0.17832653061224488,0.17469387755102037,9.2,1.0,172.64406237486543,171.68660336464606
bright,ms1_drop_mutual,pool50_ndcg20,50,20,markov_graph,50,0.44,0.44,0.4,0.14,0.32,0.1,0.14,0.0053717033991412776,0.17832653061224488,0.17469387755102037,9.2,1.0,172.64406237486543,171.68660336464606
bright,ms1_drop_mutual,pool50_ndcg5,50,5,balance_graph,50,0.44,0.44,0.34,0.02,0.06,0.02,0.02,0.0053717033991412776,0.17832653061224488,0.17469387755102037,9.2,1.0,172.64406237486543,171.68660336464606
bright,ms1_drop_mutual,pool50_ndcg5,50,5,balance_hybrid,50,0.44,0.44,0.22,0.02,0.04,0.0,0.0,0.0053717033991412776,0.17832653061224488,0.17469387755102037,9.2,1.0,172.64406237486543,171.68660336464606
bright,ms1_drop_mutual,pool50_ndcg5,50,5,copeland_graph,50,0.44,0.44,0.44,0.06,0.12,0.04,0.06,0.0053717033991412776,0.17832653061224488,0.17469387755102037,9.2,1.0,172.64406237486543,171.68660336464606
bright,ms1_drop_mutual,pool50_ndcg5,50,5,copeland_hybrid,50,0.44,0.44,0.36,0.04,0.12,0.06,0.08,0.0053717033991412776,0.17832653061224488,0.17469387755102037,9.2,1.0,172.64406237486543,171.68660336464606
bright,ms1_drop_mutual,pool50_ndcg5,50,5,markov_graph,50,0.44,0.44,0.4,0.0,0.04,0.0,0.0,0.0053717033991412776,0.17832653061224488,0.17469387755102037,9.2,1.0,172.64406237486543,171.68660336464606
bright,ms2,pool20_ndcg10,20,10,balance_graph,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05573684210526317,0.05573684210526317,1.0,1.0,25.13214274298,25.13214274298
bright,ms2,pool20_ndcg10,20,10,balance_hybrid,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05573684210526317,0.05573684210526317,1.0,1.0,25.13214274298,25.13214274298
bright,ms2,pool20_ndcg10,20,10,copeland_graph,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05573684210526317,0.05573684210526317,1.0,1.0,25.13214274298,25.13214274298
bright,ms2,pool20_ndcg10,20,10,copeland_hybrid,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05573684210526317,0.05573684210526317,1.0,1.0,25.13214274298,25.13214274298
bright,ms2,pool20_ndcg10,20,10,markov_graph,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05573684210526317,0.05573684210526317,1.0,1.0,25.13214274298,25.13214274298
bright,ms2,pool20_ndcg20,20,20,balance_graph,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05573684210526317,0.05573684210526317,1.0,1.0,25.13214274298,25.13214274298
bright,ms2,pool20_ndcg20,20,20,balance_hybrid,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05573684210526317,0.05573684210526317,1.0,1.0,25.13214274298,25.13214274298
bright,ms2,pool20_ndcg20,20,20,copeland_graph,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05573684210526317,0.05573684210526317,1.0,1.0,25.13214274298,25.13214274298
bright,ms2,pool20_ndcg20,20,20,copeland_hybrid,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05573684210526317,0.05573684210526317,1.0,1.0,25.13214274298,25.13214274298
bright,ms2,pool20_ndcg20,20,20,markov_graph,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05573684210526317,0.05573684210526317,1.0,1.0,25.13214274298,25.13214274298
bright,ms2,pool20_ndcg5,20,5,balance_graph,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05573684210526317,0.05573684210526317,1.0,1.0,25.13214274298,25.13214274298
bright,ms2,pool20_ndcg5,20,5,balance_hybrid,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05573684210526317,0.05573684210526317,1.0,1.0,25.13214274298,25.13214274298
bright,ms2,pool20_ndcg5,20,5,copeland_graph,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05573684210526317,0.05573684210526317,1.0,1.0,25.13214274298,25.13214274298
bright,ms2,pool20_ndcg5,20,5,copeland_hybrid,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05573684210526317,0.05573684210526317,1.0,1.0,25.13214274298,25.13214274298
bright,ms2,pool20_ndcg5,20,5,markov_graph,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05573684210526317,0.05573684210526317,1.0,1.0,25.13214274298,25.13214274298
bright,ms2,pool50_ndcg10,50,10,balance_graph,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012604081632653062,0.012604081632653062,1.0,1.0,35.787718899194054,35.787718899194054
bright,ms2,pool50_ndcg10,50,10,balance_hybrid,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012604081632653062,0.012604081632653062,1.0,1.0,35.787718899194054,35.787718899194054
bright,ms2,pool50_ndcg10,50,10,copeland_graph,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012604081632653062,0.012604081632653062,1.0,1.0,35.787718899194054,35.787718899194054
bright,ms2,pool50_ndcg10,50,10,copeland_hybrid,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012604081632653062,0.012604081632653062,1.0,1.0,35.787718899194054,35.787718899194054
