dataset,query_id,method,preference_source,preference_source_note,n_nodes,n_edges,graph_density,n_sccs,largest_scc,is_cyclic,n_non_trivial_sccs,scc_cycle_burden,fas_weight_removed,fas_n_edges_removed,graph_ref_bew_pre,graph_ref_bew_post,graph_ref_pic_pre,graph_ref_pic_post,n_eval_candidates,primary_metric,backward_edge_weight,pairwise_inconsistency,kendall_tau,kendall_tau_legacy,ndcg_at_k,map_at_k,precision_at_k,recall_at_k,pairwise_accuracy,runtime_pref_gen_s,runtime_graph_build_s,runtime_cycle_detect_s,runtime_fas_solver_s,runtime_ranking_s,runtime_evaluation_s,runtime_total_s
fiqa,q_fiqa_000132,score_sum,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,128,0.336842,4,17,True,1,17,50.0,45,24.0,16.0,13,9,20,ndcg_at_k,24.0,13,0.663158,0.757576,1.0,1.0,0.5,1.0,1.0,0.000265,0.000473,2.2e-05,0.004108,4.1e-05,0.001762,0.185444
fiqa,q_fiqa_000132,borda,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,128,0.336842,4,17,True,1,17,50.0,45,24.0,16.0,13,9,20,ndcg_at_k,24.0,13,0.673684,0.727273,1.0,1.0,0.5,1.0,1.0,0.000265,0.000473,2.2e-05,0.004108,2.2e-05,0.001762,0.185444
fiqa,q_fiqa_000132,pagerank,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,128,0.336842,4,17,True,1,17,50.0,45,24.0,16.0,13,9,20,ndcg_at_k,39.0,28,0.421053,0.393939,0.890565,0.726079,0.5,1.0,0.820312,0.000265,0.000473,2.2e-05,0.004108,0.178284,0.001762,0.185444
fiqa,q_fiqa_000132,greedy_fas_topological,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,128,0.336842,4,17,True,1,17,50.0,45,24.0,16.0,13,9,20,ndcg_at_k,37.0,32,0.273684,0.393939,0.710054,0.756241,0.5,1.0,0.710938,0.000265,0.000473,2.2e-05,0.004108,9.7e-05,0.001762,0.185444
fiqa,q_fiqa_000132,greedy_fas_weighted_balance,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,128,0.336842,4,17,True,1,17,50.0,45,24.0,16.0,13,9,20,ndcg_at_k,30.0,19,0.694737,0.666667,0.99469,0.935437,0.5,1.0,0.953125,0.000265,0.000473,2.2e-05,0.004108,5.2e-05,0.001762,0.185444
fiqa,q_fiqa_000132,greedy_fas_copeland,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,128,0.336842,4,17,True,1,17,50.0,45,24.0,16.0,13,9,20,ndcg_at_k,28.0,16,0.715789,0.575758,0.844742,0.990909,0.5,1.0,0.960938,0.000265,0.000473,2.2e-05,0.004108,3.5e-05,0.001762,0.185444
fiqa,q_fiqa_000132,greedy_fas_score_augmented_topological,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,128,0.336842,4,17,True,1,17,50.0,45,24.0,16.0,13,9,20,ndcg_at_k,37.0,32,0.242105,0.424242,0.665139,0.762281,0.5,1.0,0.710938,0.000265,0.000473,2.2e-05,0.004108,4.8e-05,0.001762,0.185444
fiqa,q_fiqa_000132,hybrid_rrf_fas_regularized,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,128,0.336842,4,17,True,1,17,50.0,45,24.0,16.0,13,9,20,ndcg_at_k,30.0,19,0.694737,0.666667,0.99469,0.935437,0.5,1.0,0.953125,0.000265,0.000473,2.2e-05,0.004108,6.7e-05,0.001762,0.185444
fiqa,q_fiqa_000132,hybrid_rrf_balance_a05,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,128,0.336842,4,17,True,1,17,50.0,45,24.0,16.0,13,9,20,ndcg_at_k,30.0,19,0.694737,0.666667,0.99469,0.935437,0.5,1.0,0.953125,0.000265,0.000473,2.2e-05,0.004108,4.8e-05,0.001762,0.185444
fiqa,q_fiqa_000132,hybrid_rrf_copeland_a03,qrels_flip,synthetic corruption: qrels-derived edges with flip_prob=0.15,20,128,0.336842,4,17,True,1,17,50.0,45,24.0,16.0,13,9,20,ndcg_at_k,28.0,16,0.715789,0.575758,0.844742,0.990909,0.5,1.0,0.960938,0.000265,0.000473,2.2e-05,0.004108,3.7e-05,0.001762,0.185444
