method,n_queries,bew_mean,bew_median,bew_max,bew_min,pic_mean,pic_median,pic_max,tau_mean,tau_median,tau_max,tau_legacy_mean,ndcg_mean,map_mean,precision_at_k_mean,recall_at_k_mean,pairwise_accuracy_mean,runtime_mean_s,runtime_median_s,runtime_max_s,n_nodes_mean,n_edges_mean,cyclic_pct,fas_removed_weight_mean,graph_ref_bew_pre_mean,graph_ref_bew_post_mean,graph_ref_pic_pre_mean,graph_ref_pic_post_mean
score_sum,648,30.83641975308642,30.0,66.0,9.0,16.160493827160494,16.0,28,0.5678362700617283,0.578947,0.842105,0.7417320447530864,0.9998291234567901,0.9989703194444445,0.3744598765432099,1.0,0.9990520833333334,0.00680133950617284,0.0064765,0.185444,20.0,107.87654320987654,100.0,37.70216049382716,30.84104938271605,18.060185185185187,16.165123456790123,8.95679012345679
borda,648,31.484567901234566,31.0,74.0,9.0,16.771604938271604,16.0,33,0.5424626327160493,0.557895,0.884211,0.6618333796296296,0.9546647345679012,0.9999688240740741,0.3744598765432099,1.0,0.9772264552469137,0.00680133950617284,0.0064765,0.185444,20.0,107.87654320987654,100.0,37.70216049382716,30.84104938271605,18.060185185185187,16.165123456790123,8.95679012345679
pagerank,648,39.510802469135804,39.0,85.0,8.0,22.859567901234566,23.0,46,0.4296621280864198,0.431579,0.694737,0.5773761558641975,0.9009178271604938,0.8124596512345679,0.3744598765432099,1.0,0.8829787777777778,0.00680133950617284,0.0064765,0.185444,20.0,107.87654320987654,100.0,37.70216049382716,30.84104938271605,18.060185185185187,16.165123456790123,8.95679012345679
greedy_fas_topological,648,31.864197530864196,31.0,72.0,3.0,21.912037037037038,21.0,46,0.306871337962963,0.315789,0.610526,0.3392635956790124,0.7582898240740741,0.7529954737654321,0.3744598765432099,1.0,0.7694361095679012,0.00680133950617284,0.0064765,0.185444,20.0,107.87654320987654,100.0,37.70216049382716,30.84104938271605,18.060185185185187,16.165123456790123,8.95679012345679
greedy_fas_weighted_balance,648,33.70524691358025,33.0,73.0,9.0,19.064814814814813,18.0,44,0.5873131759259259,0.6,0.842105,0.6578327700617285,0.9656861929012345,0.9531446913580246,0.3744598765432099,1.0,0.9539794089506174,0.00680133950617284,0.0064765,0.185444,20.0,107.87654320987654,100.0,37.70216049382716,30.84104938271605,18.060185185185187,16.165123456790123,8.95679012345679
greedy_fas_copeland,648,35.81172839506173,35.0,82.0,9.0,21.14814814814815,20.0,49,0.5526640648148148,0.557895,0.842105,0.5272802037037037,0.8683935679012346,0.9552195154320988,0.3744598765432099,1.0,0.9113807824074074,0.00680133950617284,0.0064765,0.185444,20.0,107.87654320987654,100.0,37.70216049382716,30.84104938271605,18.060185185185187,16.165123456790123,8.95679012345679
greedy_fas_score_augmented_topological,648,31.51388888888889,31.0,72.0,3.0,21.83641975308642,21.0,48,0.152452875,0.168421,0.452632,0.34040041049382713,0.7615572145061729,0.7522613904320987,0.3744598765432099,1.0,0.7704529182098765,0.00680133950617284,0.0064765,0.185444,20.0,107.87654320987654,100.0,37.70216049382716,30.84104938271605,18.060185185185187,16.165123456790123,8.95679012345679
hybrid_rrf_fas_regularized,648,33.70524691358025,33.0,73.0,9.0,19.064814814814813,18.0,44,0.5873131759259259,0.6,0.842105,0.6578327700617285,0.9656861929012345,0.9531446913580246,0.3744598765432099,1.0,0.9539794089506174,0.00680133950617284,0.0064765,0.185444,20.0,107.87654320987654,100.0,37.70216049382716,30.84104938271605,18.060185185185187,16.165123456790123,8.95679012345679
hybrid_rrf_balance_a05,648,33.70524691358025,33.0,73.0,9.0,19.064814814814813,18.0,44,0.5873131759259259,0.6,0.842105,0.6578327700617285,0.9656861929012345,0.9531446913580246,0.3744598765432099,1.0,0.9539794089506174,0.00680133950617284,0.0064765,0.185444,20.0,107.87654320987654,100.0,37.70216049382716,30.84104938271605,18.060185185185187,16.165123456790123,8.95679012345679
hybrid_rrf_copeland_a03,648,35.81172839506173,35.0,82.0,9.0,21.14814814814815,20.0,49,0.5526640648148148,0.557895,0.842105,0.5272802037037037,0.8683935679012346,0.9552195154320988,0.3744598765432099,1.0,0.9113807824074074,0.00680133950617284,0.0064765,0.185444,20.0,107.87654320987654,100.0,37.70216049382716,30.84104938271605,18.060185185185187,16.165123456790123,8.95679012345679
hybrid_rrf_priority_topo_a03,648,29.89814814814815,29.0,64.0,3.0,20.316358024691358,20.0,42,0.2625081296296296,0.273684,0.589474,0.37467174691358024,0.779972637345679,0.7626286450617283,0.3744598765432099,1.0,0.788080674382716,0.00680133950617284,0.0064765,0.185444,20.0,107.87654320987654,100.0,37.70216049382716,30.84104938271605,18.060185185185187,16.165123456790123,8.95679012345679
