method,n_queries,bew_mean,bew_median,bew_max,bew_min,pic_mean,pic_median,pic_max,tau_mean,tau_median,tau_max,tau_legacy_mean,ndcg_mean,map_mean,precision_at_k_mean,recall_at_k_mean,pairwise_accuracy_mean,runtime_mean_s,runtime_median_s,runtime_max_s,n_nodes_mean,n_edges_mean,cyclic_pct,fas_removed_weight_mean,graph_ref_bew_pre_mean,graph_ref_bew_post_mean,graph_ref_pic_pre_mean,graph_ref_pic_post_mean
score_sum,71,5.746478873239437,5.0,20.0,0.0,5.746478873239437,5,20,0.7431454507042253,0.726316,1.0,0.33889183870967743,1.0,1.0,0.2040101971830986,1.0,1.0,0.0053000422535211264,0.003704,0.120079,17.464788732394368,37.732394366197184,50.70422535211267,3.7746478873239435,5.746478873239437,3.8309859154929575,5.746478873239437,3.8309859154929575
borda,71,5.746478873239437,5.0,20.0,0.0,5.746478873239437,5,20,0.7431454507042253,0.726316,1.0,0.33889183870967743,1.0,1.0,0.2040101971830986,1.0,1.0,0.0053000422535211264,0.003704,0.120079,17.464788732394368,37.732394366197184,50.70422535211267,3.7746478873239435,5.746478873239437,3.8309859154929575,5.746478873239437,3.8309859154929575
pagerank,71,6.76056338028169,5.0,37.0,0.0,6.76056338028169,5,37,0.25012061971830984,0.221053,1.0,0.25113325806451614,0.9407615774647887,0.9105748591549295,0.2040101971830986,1.0,0.9641623380281691,0.0053000422535211264,0.003704,0.120079,17.464788732394368,37.732394366197184,50.70422535211267,3.7746478873239435,5.746478873239437,3.8309859154929575,5.746478873239437,3.8309859154929575
greedy_fas_topological,71,3.3943661971830985,1.0,21.0,0.0,3.3943661971830985,1,21,0.2233624647887324,0.178947,1.0,0.11511322580645161,0.7123823802816902,0.5725577605633803,0.2040101971830986,1.0,0.8622484225352113,0.0053000422535211264,0.003704,0.120079,17.464788732394368,37.732394366197184,50.70422535211267,3.7746478873239435,5.746478873239437,3.8309859154929575,5.746478873239437,3.8309859154929575
greedy_fas_weighted_balance,71,5.71830985915493,5.0,20.0,0.0,5.71830985915493,5,20,0.7188311408450704,0.715789,1.0,0.22138037096774194,0.9977577746478873,0.9947182957746479,0.2040101971830986,1.0,0.9981933943661971,0.0053000422535211264,0.003704,0.120079,17.464788732394368,37.732394366197184,50.70422535211267,3.7746478873239435,5.746478873239437,3.8309859154929575,5.746478873239437,3.8309859154929575
greedy_fas_copeland,71,5.71830985915493,5.0,20.0,0.0,5.71830985915493,5,20,0.7188311408450704,0.715789,1.0,0.22138037096774194,0.9977577746478873,0.9947182957746479,0.2040101971830986,1.0,0.9981933943661971,0.0053000422535211264,0.003704,0.120079,17.464788732394368,37.732394366197184,50.70422535211267,3.7746478873239435,5.746478873239437,3.8309859154929575,5.746478873239437,3.8309859154929575
greedy_fas_score_augmented_topological,71,3.2535211267605635,1.0,16.0,0.0,3.2535211267605635,1,16,-0.13657295774647887,-0.231579,1.0,0.1524328870967742,0.7164915633802816,0.5812597887323944,0.2040101971830986,1.0,0.8698665915492958,0.0053000422535211264,0.003704,0.120079,17.464788732394368,37.732394366197184,50.70422535211267,3.7746478873239435,5.746478873239437,3.8309859154929575,5.746478873239437,3.8309859154929575
fas_balance_score_prior_alpha_beta,71,5.732394366197183,5.0,19.0,0.0,5.732394366197183,5,19,0.7160142394366197,0.715789,1.0,0.23382275806451613,0.9999485774647887,0.99980438028169,0.2040101971830986,1.0,0.9998532816901408,0.0053000422535211264,0.003704,0.120079,17.464788732394368,37.732394366197184,50.70422535211267,3.7746478873239435,5.746478873239437,3.8309859154929575,5.746478873239437,3.8309859154929575
hybrid_rrf_fas_regularized,71,5.746478873239437,5.0,20.0,0.0,5.746478873239437,5,20,0.7152729718309859,0.715789,1.0,0.3203562903225806,1.0,1.0,0.2040101971830986,1.0,1.0,0.0053000422535211264,0.003704,0.120079,17.464788732394368,37.732394366197184,50.70422535211267,3.7746478873239435,5.746478873239437,3.8309859154929575,5.746478873239437,3.8309859154929575
hybrid_rrf_balance_a05,71,5.746478873239437,5.0,20.0,0.0,5.746478873239437,5,20,0.7152729859154929,0.715789,1.0,0.3020511129032258,1.0,1.0,0.2040101971830986,1.0,1.0,0.0053000422535211264,0.003704,0.120079,17.464788732394368,37.732394366197184,50.70422535211267,3.7746478873239435,5.746478873239437,3.8309859154929575,5.746478873239437,3.8309859154929575
hybrid_rrf_copeland_a03,71,5.746478873239437,5.0,20.0,0.0,5.746478873239437,5,20,0.7154212394366197,0.715789,1.0,0.3078115,1.0,1.0,0.2040101971830986,1.0,1.0,0.0053000422535211264,0.003704,0.120079,17.464788732394368,37.732394366197184,50.70422535211267,3.7746478873239435,5.746478873239437,3.8309859154929575,5.746478873239437,3.8309859154929575
hybrid_rrf_priority_topo_a03,71,3.323943661971831,1.0,16.0,0.0,3.323943661971831,1,16,-0.13182869014084508,-0.231579,1.0,0.154225,0.717982028169014,0.5840521971830986,0.2040101971830986,1.0,0.8720226901408451,0.0053000422535211264,0.003704,0.120079,17.464788732394368,37.732394366197184,50.70422535211267,3.7746478873239435,5.746478873239437,3.8309859154929575,5.746478873239437,3.8309859154929575
