unit_key,dataset,query_id,incumbent_ndcg,best_ndcg_oracle_full_frontier,best_candidate_id_oracle_full_frontier,whole_graph_ndcg,best_alt_extraction_ndcg,delta_oracle_full_frontier,delta_whole_graph_repair,delta_best_alt_extraction,n_candidates_evaluated
pool6_pilot|pool6_original|scidocs|0674058618d04def58c79a0b28174301ef591433|azure,scidocs,0674058618d04def58c79a0b28174301ef591433,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,1
pool6_pilot|pool6_original|scidocs|0674058618d04def58c79a0b28174301ef591433|gemini,scidocs,0674058618d04def58c79a0b28174301ef591433,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,1
pool6_pilot|pool6_original|scidocs|0674058618d04def58c79a0b28174301ef591433|cohere,scidocs,0674058618d04def58c79a0b28174301ef591433,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,1
pool6_pilot|pool6_original|scidocs|0674058618d04def58c79a0b28174301ef591433|fireworks,scidocs,0674058618d04def58c79a0b28174301ef591433,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,1
pool6_pilot|pool6_original|scidocs|0674058618d04def58c79a0b28174301ef591433|aggregate,scidocs,0674058618d04def58c79a0b28174301ef591433,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,2
pool6_pilot|pool6_original|scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|azure,scidocs,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,1
pool6_pilot|pool6_original|scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|gemini,scidocs,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,1
pool6_pilot|pool6_original|scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|cohere,scidocs,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,1
pool6_pilot|pool6_original|scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|fireworks,scidocs,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,3
pool6_pilot|pool6_original|scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|aggregate,scidocs,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,2
pool6_pilot|pool6_original|scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|azure,scidocs,9700939818a450d1bff3a3a29d71ef116d3a6a12,0.9896062251871525,0.9896062251871525,incumbent,0.9896062251871525,0.9896062251871525,0.0,0.0,0.0,1
pool6_pilot|pool6_original|scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|gemini,scidocs,9700939818a450d1bff3a3a29d71ef116d3a6a12,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,1
pool6_pilot|pool6_original|scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|cohere,scidocs,9700939818a450d1bff3a3a29d71ef116d3a6a12,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,1
pool6_pilot|pool6_original|scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|fireworks,scidocs,9700939818a450d1bff3a3a29d71ef116d3a6a12,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,1
pool6_pilot|pool6_original|scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|aggregate,scidocs,9700939818a450d1bff3a3a29d71ef116d3a6a12,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,2
