study,source_file,unit_key,independence_cluster,query_id,dataset,provider,model,construction_variant,pool_size,repair_method,extractor,diagnostic_configuration,is_cyclic,incumbent_ndcg
extraction_study,extraction_results.jsonl,scidocs|0674058618d04def58c79a0b28174301ef591433|pool6_pilot|pool6_original|azure,0674058618d04def58c79a0b28174301ef591433,0674058618d04def58c79a0b28174301ef591433,scidocs,azure,gpt-4.1-mini,pool6_original,6,,ALL (row holds every extractor's ndcg),,False,1.0
extraction_study,extraction_results.jsonl,scidocs|0674058618d04def58c79a0b28174301ef591433|pool6_pilot|pool6_original|gemini,0674058618d04def58c79a0b28174301ef591433,0674058618d04def58c79a0b28174301ef591433,scidocs,gemini,gemini-2.5-flash,pool6_original,6,,ALL (row holds every extractor's ndcg),,False,1.0
extraction_study,extraction_results.jsonl,scidocs|0674058618d04def58c79a0b28174301ef591433|pool6_pilot|pool6_original|cohere,0674058618d04def58c79a0b28174301ef591433,0674058618d04def58c79a0b28174301ef591433,scidocs,cohere,command-r-plus-08-2024,pool6_original,6,,ALL (row holds every extractor's ndcg),,False,1.0
extraction_study,extraction_results.jsonl,scidocs|0674058618d04def58c79a0b28174301ef591433|pool6_pilot|pool6_original|fireworks,0674058618d04def58c79a0b28174301ef591433,0674058618d04def58c79a0b28174301ef591433,scidocs,fireworks,accounts/fireworks/models/gpt-oss-120b,pool6_original,6,,ALL (row holds every extractor's ndcg),,False,1.0
extraction_study,extraction_results.jsonl,scidocs|0674058618d04def58c79a0b28174301ef591433|pool6_pilot|pool6_original|aggregate,0674058618d04def58c79a0b28174301ef591433,0674058618d04def58c79a0b28174301ef591433,scidocs,aggregate,derived (unweighted combination of azure/gemini/cohere/fireworks),pool6_original,6,,ALL (row holds every extractor's ndcg),,True,1.0
extraction_study,extraction_results.jsonl,scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|pool6_pilot|pool6_original|azure,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,scidocs,azure,gpt-4.1-mini,pool6_original,6,,ALL (row holds every extractor's ndcg),,False,1.0
extraction_study,extraction_results.jsonl,scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|pool6_pilot|pool6_original|gemini,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,scidocs,gemini,gemini-2.5-flash,pool6_original,6,,ALL (row holds every extractor's ndcg),,False,1.0
extraction_study,extraction_results.jsonl,scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|pool6_pilot|pool6_original|cohere,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,scidocs,cohere,command-r-plus-08-2024,pool6_original,6,,ALL (row holds every extractor's ndcg),,False,1.0
extraction_study,extraction_results.jsonl,scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|pool6_pilot|pool6_original|fireworks,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,scidocs,fireworks,accounts/fireworks/models/gpt-oss-120b,pool6_original,6,,ALL (row holds every extractor's ndcg),,True,1.0
extraction_study,extraction_results.jsonl,scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|pool6_pilot|pool6_original|aggregate,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,scidocs,aggregate,derived (unweighted combination of azure/gemini/cohere/fireworks),pool6_original,6,,ALL (row holds every extractor's ndcg),,True,1.0
extraction_study,extraction_results.jsonl,scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|pool6_pilot|pool6_original|azure,9700939818a450d1bff3a3a29d71ef116d3a6a12,9700939818a450d1bff3a3a29d71ef116d3a6a12,scidocs,azure,gpt-4.1-mini,pool6_original,6,,ALL (row holds every extractor's ndcg),,False,0.9896062251871525
extraction_study,extraction_results.jsonl,scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|pool6_pilot|pool6_original|gemini,9700939818a450d1bff3a3a29d71ef116d3a6a12,9700939818a450d1bff3a3a29d71ef116d3a6a12,scidocs,gemini,gemini-2.5-flash,pool6_original,6,,ALL (row holds every extractor's ndcg),,False,1.0
extraction_study,extraction_results.jsonl,scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|pool6_pilot|pool6_original|cohere,9700939818a450d1bff3a3a29d71ef116d3a6a12,9700939818a450d1bff3a3a29d71ef116d3a6a12,scidocs,cohere,command-r-plus-08-2024,pool6_original,6,,ALL (row holds every extractor's ndcg),,False,1.0
extraction_study,extraction_results.jsonl,scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|pool6_pilot|pool6_original|fireworks,9700939818a450d1bff3a3a29d71ef116d3a6a12,9700939818a450d1bff3a3a29d71ef116d3a6a12,scidocs,fireworks,accounts/fireworks/models/gpt-oss-120b,pool6_original,6,,ALL (row holds every extractor's ndcg),,False,1.0
extraction_study,extraction_results.jsonl,scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|pool6_pilot|pool6_original|aggregate,9700939818a450d1bff3a3a29d71ef116d3a6a12,9700939818a450d1bff3a3a29d71ef116d3a6a12,scidocs,aggregate,derived (unweighted combination of azure/gemini/cohere/fireworks),pool6_original,6,,ALL (row holds every extractor's ndcg),,True,1.0
extraction_study,extraction_results.jsonl,fiqa|11039|pool6_pilot|pool6_original|azure,11039,11039,fiqa,azure,gpt-4.1-mini,pool6_original,6,,ALL (row holds every extractor's ndcg),,False,0.8358912271816661
extraction_study,extraction_results.jsonl,fiqa|11039|pool6_pilot|pool6_original|gemini,11039,11039,fiqa,gemini,gemini-2.5-flash,pool6_original,6,,ALL (row holds every extractor's ndcg),,True,0.8358912271816661
extraction_study,extraction_results.jsonl,fiqa|11039|pool6_pilot|pool6_original|cohere,11039,11039,fiqa,cohere,command-r-plus-08-2024,pool6_original,6,,ALL (row holds every extractor's ndcg),,False,0.8358912271816661
extraction_study,extraction_results.jsonl,fiqa|11039|pool6_pilot|pool6_original|fireworks,11039,11039,fiqa,fireworks,accounts/fireworks/models/gpt-oss-120b,pool6_original,6,,ALL (row holds every extractor's ndcg),,False,0.8358912271816661
extraction_study,extraction_results.jsonl,fiqa|11039|pool6_pilot|pool6_original|aggregate,11039,11039,fiqa,aggregate,derived (unweighted combination of azure/gemini/cohere/fireworks),pool6_original,6,,ALL (row holds every extractor's ndcg),,True,0.8358912271816661
extraction_study,extraction_results.jsonl,fiqa|2377|pool6_pilot|pool6_original|azure,2377,2377,fiqa,azure,gpt-4.1-mini,pool6_original,6,,ALL (row holds every extractor's ndcg),,True,0.727329844310522
extraction_study,extraction_results.jsonl,fiqa|2377|pool6_pilot|pool6_original|gemini,2377,2377,fiqa,gemini,gemini-2.5-flash,pool6_original,6,,ALL (row holds every extractor's ndcg),,True,0.727329844310522
extraction_study,extraction_results.jsonl,fiqa|2377|pool6_pilot|pool6_original|cohere,2377,2377,fiqa,cohere,command-r-plus-08-2024,pool6_original,6,,ALL (row holds every extractor's ndcg),,False,0.727329844310522
extraction_study,extraction_results.jsonl,fiqa|2377|pool6_pilot|pool6_original|fireworks,2377,2377,fiqa,fireworks,accounts/fireworks/models/gpt-oss-120b,pool6_original,6,,ALL (row holds every extractor's ndcg),,False,0.727329844310522
extraction_study,extraction_results.jsonl,fiqa|2377|pool6_pilot|pool6_original|aggregate,2377,2377,fiqa,aggregate,derived (unweighted combination of azure/gemini/cohere/fireworks),pool6_original,6,,ALL (row holds every extractor's ndcg),,True,0.727329844310522
extraction_study,extraction_results.jsonl,fiqa|4002|pool6_pilot|pool6_original|azure,4002,4002,fiqa,azure,gpt-4.1-mini,pool6_original,6,,ALL (row holds every extractor's ndcg),,False,0.7767471075223497
extraction_study,extraction_results.jsonl,fiqa|4002|pool6_pilot|pool6_original|gemini,4002,4002,fiqa,gemini,gemini-2.5-flash,pool6_original,6,,ALL (row holds every extractor's ndcg),,False,0.7767471075223497
extraction_study,extraction_results.jsonl,fiqa|4002|pool6_pilot|pool6_original|cohere,4002,4002,fiqa,cohere,command-r-plus-08-2024,pool6_original,6,,ALL (row holds every extractor's ndcg),,False,0.7767471075223497
extraction_study,extraction_results.jsonl,fiqa|4002|pool6_pilot|pool6_original|fireworks,4002,4002,fiqa,fireworks,accounts/fireworks/models/gpt-oss-120b,pool6_original,6,,ALL (row holds every extractor's ndcg),,False,0.7767471075223497
extraction_study,extraction_results.jsonl,fiqa|4002|pool6_pilot|pool6_original|aggregate,4002,4002,fiqa,aggregate,derived (unweighted combination of azure/gemini/cohere/fireworks),pool6_original,6,,ALL (row holds every extractor's ndcg),,True,0.7767471075223497
extraction_study,extraction_results.jsonl,scidocs|0674058618d04def58c79a0b28174301ef591433|reviewer_concerns_branch_b|pool8_complete|azure,0674058618d04def58c79a0b28174301ef591433,0674058618d04def58c79a0b28174301ef591433,scidocs,azure,gpt-4.1-mini,pool8_complete,8,,ALL (row holds every extractor's ndcg),,False,1.0
extraction_study,extraction_results.jsonl,scidocs|0674058618d04def58c79a0b28174301ef591433|reviewer_concerns_branch_b|pool8_complete|gemini,0674058618d04def58c79a0b28174301ef591433,0674058618d04def58c79a0b28174301ef591433,scidocs,gemini,gemini-2.5-flash,pool8_complete,8,,ALL (row holds every extractor's ndcg),,False,1.0
extraction_study,extraction_results.jsonl,scidocs|0674058618d04def58c79a0b28174301ef591433|reviewer_concerns_branch_b|pool8_complete|cohere,0674058618d04def58c79a0b28174301ef591433,0674058618d04def58c79a0b28174301ef591433,scidocs,cohere,command-r-plus-08-2024,pool8_complete,8,,ALL (row holds every extractor's ndcg),,True,1.0
extraction_study,extraction_results.jsonl,scidocs|0674058618d04def58c79a0b28174301ef591433|reviewer_concerns_branch_b|pool8_complete|fireworks,0674058618d04def58c79a0b28174301ef591433,0674058618d04def58c79a0b28174301ef591433,scidocs,fireworks,accounts/fireworks/models/gpt-oss-120b,pool8_complete,8,,ALL (row holds every extractor's ndcg),,False,1.0
extraction_study,extraction_results.jsonl,scidocs|0674058618d04def58c79a0b28174301ef591433|reviewer_concerns_branch_b|pool8_complete|aggregate,0674058618d04def58c79a0b28174301ef591433,0674058618d04def58c79a0b28174301ef591433,scidocs,aggregate,derived (unweighted combination of azure/gemini/cohere/fireworks),pool8_complete,8,,ALL (row holds every extractor's ndcg),,True,1.0
extraction_study,extraction_results.jsonl,scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|reviewer_concerns_branch_b|pool8_complete|azure,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,scidocs,azure,gpt-4.1-mini,pool8_complete,8,,ALL (row holds every extractor's ndcg),,False,1.0
extraction_study,extraction_results.jsonl,scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|reviewer_concerns_branch_b|pool8_complete|gemini,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,scidocs,gemini,gemini-2.5-flash,pool8_complete,8,,ALL (row holds every extractor's ndcg),,False,1.0
extraction_study,extraction_results.jsonl,scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|reviewer_concerns_branch_b|pool8_complete|cohere,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,scidocs,cohere,command-r-plus-08-2024,pool8_complete,8,,ALL (row holds every extractor's ndcg),,True,1.0
extraction_study,extraction_results.jsonl,scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|reviewer_concerns_branch_b|pool8_complete|fireworks,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,scidocs,fireworks,accounts/fireworks/models/gpt-oss-120b,pool8_complete,8,,ALL (row holds every extractor's ndcg),,False,1.0
extraction_study,extraction_results.jsonl,scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|reviewer_concerns_branch_b|pool8_complete|aggregate,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,scidocs,aggregate,derived (unweighted combination of azure/gemini/cohere/fireworks),pool8_complete,8,,ALL (row holds every extractor's ndcg),,True,1.0
extraction_study,extraction_results.jsonl,scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|reviewer_concerns_branch_b|pool8_complete|azure,9700939818a450d1bff3a3a29d71ef116d3a6a12,9700939818a450d1bff3a3a29d71ef116d3a6a12,scidocs,azure,gpt-4.1-mini,pool8_complete,8,,ALL (row holds every extractor's ndcg),,False,0.975788054854922
extraction_study,extraction_results.jsonl,scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|reviewer_concerns_branch_b|pool8_complete|gemini,9700939818a450d1bff3a3a29d71ef116d3a6a12,9700939818a450d1bff3a3a29d71ef116d3a6a12,scidocs,gemini,gemini-2.5-flash,pool8_complete,8,,ALL (row holds every extractor's ndcg),,True,0.9565912771023182
extraction_study,extraction_results.jsonl,scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|reviewer_concerns_branch_b|pool8_complete|cohere,9700939818a450d1bff3a3a29d71ef116d3a6a12,9700939818a450d1bff3a3a29d71ef116d3a6a12,scidocs,cohere,command-r-plus-08-2024,pool8_complete,8,,ALL (row holds every extractor's ndcg),,False,0.9565912771023182
extraction_study,extraction_results.jsonl,scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|reviewer_concerns_branch_b|pool8_complete|fireworks,9700939818a450d1bff3a3a29d71ef116d3a6a12,9700939818a450d1bff3a3a29d71ef116d3a6a12,scidocs,fireworks,accounts/fireworks/models/gpt-oss-120b,pool8_complete,8,,ALL (row holds every extractor's ndcg),,False,0.9565912771023182
extraction_study,extraction_results.jsonl,scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|reviewer_concerns_branch_b|pool8_complete|aggregate,9700939818a450d1bff3a3a29d71ef116d3a6a12,9700939818a450d1bff3a3a29d71ef116d3a6a12,scidocs,aggregate,derived (unweighted combination of azure/gemini/cohere/fireworks),pool8_complete,8,,ALL (row holds every extractor's ndcg),,True,0.9565912771023182
extraction_study,extraction_results.jsonl,fiqa|11039|reviewer_concerns_branch_b|pool8_complete|azure,11039,11039,fiqa,azure,gpt-4.1-mini,pool8_complete,8,,ALL (row holds every extractor's ndcg),,False,0.8358912271816661
extraction_study,extraction_results.jsonl,fiqa|11039|reviewer_concerns_branch_b|pool8_complete|gemini,11039,11039,fiqa,gemini,gemini-2.5-flash,pool8_complete,8,,ALL (row holds every extractor's ndcg),,True,0.8358912271816661
extraction_study,extraction_results.jsonl,fiqa|11039|reviewer_concerns_branch_b|pool8_complete|cohere,11039,11039,fiqa,cohere,command-r-plus-08-2024,pool8_complete,8,,ALL (row holds every extractor's ndcg),,False,0.8358912271816661
extraction_study,extraction_results.jsonl,fiqa|11039|reviewer_concerns_branch_b|pool8_complete|fireworks,11039,11039,fiqa,fireworks,accounts/fireworks/models/gpt-oss-120b,pool8_complete,8,,ALL (row holds every extractor's ndcg),,False,0.8358912271816661
extraction_study,extraction_results.jsonl,fiqa|11039|reviewer_concerns_branch_b|pool8_complete|aggregate,11039,11039,fiqa,aggregate,derived (unweighted combination of azure/gemini/cohere/fireworks),pool8_complete,8,,ALL (row holds every extractor's ndcg),,True,0.8358912271816661
extraction_study,extraction_results.jsonl,fiqa|2377|reviewer_concerns_branch_b|pool8_complete|azure,2377,2377,fiqa,azure,gpt-4.1-mini,pool8_complete,8,,ALL (row holds every extractor's ndcg),,True,0.727329844310522
extraction_study,extraction_results.jsonl,fiqa|2377|reviewer_concerns_branch_b|pool8_complete|gemini,2377,2377,fiqa,gemini,gemini-2.5-flash,pool8_complete,8,,ALL (row holds every extractor's ndcg),,True,0.727329844310522
extraction_study,extraction_results.jsonl,fiqa|2377|reviewer_concerns_branch_b|pool8_complete|cohere,2377,2377,fiqa,cohere,command-r-plus-08-2024,pool8_complete,8,,ALL (row holds every extractor's ndcg),,False,0.727329844310522
extraction_study,extraction_results.jsonl,fiqa|2377|reviewer_concerns_branch_b|pool8_complete|fireworks,2377,2377,fiqa,fireworks,accounts/fireworks/models/gpt-oss-120b,pool8_complete,8,,ALL (row holds every extractor's ndcg),,False,0.7222954974312066
extraction_study,extraction_results.jsonl,fiqa|2377|reviewer_concerns_branch_b|pool8_complete|aggregate,2377,2377,fiqa,aggregate,derived (unweighted combination of azure/gemini/cohere/fireworks),pool8_complete,8,,ALL (row holds every extractor's ndcg),,True,0.727329844310522
extraction_study,extraction_results.jsonl,fiqa|4002|reviewer_concerns_branch_b|pool8_complete|azure,4002,4002,fiqa,azure,gpt-4.1-mini,pool8_complete,8,,ALL (row holds every extractor's ndcg),,False,0.7767471075223497
extraction_study,extraction_results.jsonl,fiqa|4002|reviewer_concerns_branch_b|pool8_complete|gemini,4002,4002,fiqa,gemini,gemini-2.5-flash,pool8_complete,8,,ALL (row holds every extractor's ndcg),,False,0.7767471075223497
extraction_study,extraction_results.jsonl,fiqa|4002|reviewer_concerns_branch_b|pool8_complete|cohere,4002,4002,fiqa,cohere,command-r-plus-08-2024,pool8_complete,8,,ALL (row holds every extractor's ndcg),,False,0.7767471075223497
extraction_study,extraction_results.jsonl,fiqa|4002|reviewer_concerns_branch_b|pool8_complete|fireworks,4002,4002,fiqa,fireworks,accounts/fireworks/models/gpt-oss-120b,pool8_complete,8,,ALL (row holds every extractor's ndcg),,False,0.7767471075223497
extraction_study,extraction_results.jsonl,fiqa|4002|reviewer_concerns_branch_b|pool8_complete|aggregate,4002,4002,fiqa,aggregate,derived (unweighted combination of azure/gemini/cohere/fireworks),pool8_complete,8,,ALL (row holds every extractor's ndcg),,True,0.7767471075223497
extraction_study,extraction_results.jsonl,scidocs|0674058618d04def58c79a0b28174301ef591433|reviewer_concerns_branch_b|pool8_sparse57|azure,0674058618d04def58c79a0b28174301ef591433,0674058618d04def58c79a0b28174301ef591433,scidocs,azure,gpt-4.1-mini,pool8_sparse57,8,,ALL (row holds every extractor's ndcg),,False,0.9818483242455303
extraction_study,extraction_results.jsonl,scidocs|0674058618d04def58c79a0b28174301ef591433|reviewer_concerns_branch_b|pool8_sparse57|gemini,0674058618d04def58c79a0b28174301ef591433,0674058618d04def58c79a0b28174301ef591433,scidocs,gemini,gemini-2.5-flash,pool8_sparse57,8,,ALL (row holds every extractor's ndcg),,False,0.9896062251871525
extraction_study,extraction_results.jsonl,scidocs|0674058618d04def58c79a0b28174301ef591433|reviewer_concerns_branch_b|pool8_sparse57|cohere,0674058618d04def58c79a0b28174301ef591433,0674058618d04def58c79a0b28174301ef591433,scidocs,cohere,command-r-plus-08-2024,pool8_sparse57,8,,ALL (row holds every extractor's ndcg),,False,0.9896062251871525
extraction_study,extraction_results.jsonl,scidocs|0674058618d04def58c79a0b28174301ef591433|reviewer_concerns_branch_b|pool8_sparse57|fireworks,0674058618d04def58c79a0b28174301ef591433,0674058618d04def58c79a0b28174301ef591433,scidocs,fireworks,accounts/fireworks/models/gpt-oss-120b,pool8_sparse57,8,,ALL (row holds every extractor's ndcg),,False,0.9818483242455303
extraction_study,extraction_results.jsonl,scidocs|0674058618d04def58c79a0b28174301ef591433|reviewer_concerns_branch_b|pool8_sparse57|aggregate,0674058618d04def58c79a0b28174301ef591433,0674058618d04def58c79a0b28174301ef591433,scidocs,aggregate,derived (unweighted combination of azure/gemini/cohere/fireworks),pool8_sparse57,8,,ALL (row holds every extractor's ndcg),,True,1.0
extraction_study,extraction_results.jsonl,scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|reviewer_concerns_branch_b|pool8_sparse57|azure,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,scidocs,azure,gpt-4.1-mini,pool8_sparse57,8,,ALL (row holds every extractor's ndcg),,False,0.975788054854922
