method,n_queries,bew_mean,bew_median,bew_max,bew_min,pic_mean,pic_median,pic_max,tau_mean,tau_median,tau_max,tau_legacy_mean,ndcg_mean,map_mean,precision_at_k_mean,recall_at_k_mean,pairwise_accuracy_mean,runtime_mean_s,runtime_median_s,runtime_max_s,n_nodes_mean,n_edges_mean,cyclic_pct,fas_removed_weight_mean,graph_ref_bew_pre_mean,graph_ref_bew_post_mean,graph_ref_pic_pre_mean,graph_ref_pic_post_mean
score_sum,497,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,0.26158218309859155,1.0,1.0,0.137460476861167,1.0,1.0,0.0020530583501006034,0.001826,0.11947,9.977867203219317,11.569416498993963,0.0,0.0,0.0,0.0,0.0,0.0
borda,497,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,0.26158218309859155,1.0,1.0,0.137460476861167,1.0,1.0,0.0020530583501006034,0.001826,0.11947,9.977867203219317,11.569416498993963,0.0,0.0,0.0,0.0,0.0,0.0
pagerank,497,0.0,0.0,0.0,0.0,0.0,0,0,0.25548211871227366,0.244444,0.822222,0.07649071026156942,1.0,1.0,0.137460476861167,1.0,1.0,0.0020530583501006034,0.001826,0.11947,9.977867203219317,11.569416498993963,0.0,0.0,0.0,0.0,0.0,0.0
greedy_fas_topological,497,0.0,0.0,0.0,0.0,0.0,0,0,0.25548211871227366,0.244444,0.822222,0.07649071026156942,1.0,1.0,0.137460476861167,1.0,1.0,0.0020530583501006034,0.001826,0.11947,9.977867203219317,11.569416498993963,0.0,0.0,0.0,0.0,0.0,0.0
greedy_fas_weighted_balance,497,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,0.26158218309859155,1.0,1.0,0.137460476861167,1.0,1.0,0.0020530583501006034,0.001826,0.11947,9.977867203219317,11.569416498993963,0.0,0.0,0.0,0.0,0.0,0.0
greedy_fas_copeland,497,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,0.26158218309859155,1.0,1.0,0.137460476861167,1.0,1.0,0.0020530583501006034,0.001826,0.11947,9.977867203219317,11.569416498993963,0.0,0.0,0.0,0.0,0.0,0.0
greedy_fas_score_augmented_topological,497,0.0,0.0,0.0,0.0,0.0,0,0,-0.48306669416498993,-0.6,0.0,0.25535116498993965,1.0,1.0,0.137460476861167,1.0,1.0,0.0020530583501006034,0.001826,0.11947,9.977867203219317,11.569416498993963,0.0,0.0,0.0,0.0,0.0,0.0
fas_balance_score_prior_alpha_beta,497,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,0.26158218309859155,1.0,1.0,0.137460476861167,1.0,1.0,0.0020530583501006034,0.001826,0.11947,9.977867203219317,11.569416498993963,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_rrf_fas_regularized,497,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,0.26158218309859155,1.0,1.0,0.137460476861167,1.0,1.0,0.0020530583501006034,0.001826,0.11947,9.977867203219317,11.569416498993963,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_rrf_balance_a05,497,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,0.26158218309859155,1.0,1.0,0.137460476861167,1.0,1.0,0.0020530583501006034,0.001826,0.11947,9.977867203219317,11.569416498993963,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_rrf_copeland_a03,497,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,0.26158218309859155,1.0,1.0,0.137460476861167,1.0,1.0,0.0020530583501006034,0.001826,0.11947,9.977867203219317,11.569416498993963,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_rrf_priority_topo_a03,497,0.0,0.0,0.0,0.0,0.0,0,0,-0.48306669416498993,-0.6,0.0,0.25535116498993965,1.0,1.0,0.137460476861167,1.0,1.0,0.0020530583501006034,0.001826,0.11947,9.977867203219317,11.569416498993963,0.0,0.0,0.0,0.0,0.0,0.0
