dataset,query_id,flip_prob,method,ndcg_at_k
hotpotqa,5a88a42f554299206df2b317,0.0,score_sum,1.0
hotpotqa,5a88a42f554299206df2b317,0.0,borda,1.0
hotpotqa,5a88a42f554299206df2b317,0.0,copeland_unrepaired,1.0
hotpotqa,5a88a42f554299206df2b317,0.0,pagerank,1.0
hotpotqa,5a88a42f554299206df2b317,0.0,greedy_fas_topological,1.0
hotpotqa,5a88a42f554299206df2b317,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5a88a42f554299206df2b317,0.0,greedy_fas_copeland,1.0
hotpotqa,5a88a42f554299206df2b317,0.0,bt_aggregation,1.0
hotpotqa,5a88a42f554299206df2b317,0.0,win_rate_aggregation,1.0
hotpotqa,5a88a42f554299206df2b317,0.0,markov_aggregation,1.0
hotpotqa,5a88a42f554299206df2b317,0.0,tournament_sort_aggregation,1.0
hotpotqa,5ae663b05542992ae0d16316,0.0,score_sum,1.0
hotpotqa,5ae663b05542992ae0d16316,0.0,borda,1.0
hotpotqa,5ae663b05542992ae0d16316,0.0,copeland_unrepaired,1.0
hotpotqa,5ae663b05542992ae0d16316,0.0,pagerank,1.0
hotpotqa,5ae663b05542992ae0d16316,0.0,greedy_fas_topological,1.0
hotpotqa,5ae663b05542992ae0d16316,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5ae663b05542992ae0d16316,0.0,greedy_fas_copeland,1.0
hotpotqa,5ae663b05542992ae0d16316,0.0,bt_aggregation,1.0
hotpotqa,5ae663b05542992ae0d16316,0.0,win_rate_aggregation,1.0
hotpotqa,5ae663b05542992ae0d16316,0.0,markov_aggregation,1.0
hotpotqa,5ae663b05542992ae0d16316,0.0,tournament_sort_aggregation,1.0
hotpotqa,5ab6993f554299110f219a2b,0.0,score_sum,1.0
hotpotqa,5ab6993f554299110f219a2b,0.0,borda,1.0
hotpotqa,5ab6993f554299110f219a2b,0.0,copeland_unrepaired,1.0
hotpotqa,5ab6993f554299110f219a2b,0.0,pagerank,1.0
hotpotqa,5ab6993f554299110f219a2b,0.0,greedy_fas_topological,1.0
hotpotqa,5ab6993f554299110f219a2b,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5ab6993f554299110f219a2b,0.0,greedy_fas_copeland,1.0
hotpotqa,5ab6993f554299110f219a2b,0.0,bt_aggregation,1.0
hotpotqa,5ab6993f554299110f219a2b,0.0,win_rate_aggregation,1.0
hotpotqa,5ab6993f554299110f219a2b,0.0,markov_aggregation,1.0
hotpotqa,5ab6993f554299110f219a2b,0.0,tournament_sort_aggregation,1.0
hotpotqa,5ab7948b5542995dae37e969,0.0,score_sum,1.0
hotpotqa,5ab7948b5542995dae37e969,0.0,borda,1.0
hotpotqa,5ab7948b5542995dae37e969,0.0,copeland_unrepaired,1.0
hotpotqa,5ab7948b5542995dae37e969,0.0,pagerank,1.0
hotpotqa,5ab7948b5542995dae37e969,0.0,greedy_fas_topological,1.0
hotpotqa,5ab7948b5542995dae37e969,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5ab7948b5542995dae37e969,0.0,greedy_fas_copeland,1.0
hotpotqa,5ab7948b5542995dae37e969,0.0,bt_aggregation,1.0
hotpotqa,5ab7948b5542995dae37e969,0.0,win_rate_aggregation,1.0
hotpotqa,5ab7948b5542995dae37e969,0.0,markov_aggregation,1.0
hotpotqa,5ab7948b5542995dae37e969,0.0,tournament_sort_aggregation,1.0
hotpotqa,5ac560235542993e66e82396,0.0,score_sum,1.0
hotpotqa,5ac560235542993e66e82396,0.0,borda,1.0
hotpotqa,5ac560235542993e66e82396,0.0,copeland_unrepaired,1.0
hotpotqa,5ac560235542993e66e82396,0.0,pagerank,1.0
hotpotqa,5ac560235542993e66e82396,0.0,greedy_fas_topological,1.0
hotpotqa,5ac560235542993e66e82396,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5ac560235542993e66e82396,0.0,greedy_fas_copeland,1.0
hotpotqa,5ac560235542993e66e82396,0.0,bt_aggregation,1.0
hotpotqa,5ac560235542993e66e82396,0.0,win_rate_aggregation,1.0
hotpotqa,5ac560235542993e66e82396,0.0,markov_aggregation,1.0
hotpotqa,5ac560235542993e66e82396,0.0,tournament_sort_aggregation,1.0
hotpotqa,5a72b8de5542994cef4bc3df,0.0,score_sum,1.0
hotpotqa,5a72b8de5542994cef4bc3df,0.0,borda,1.0
hotpotqa,5a72b8de5542994cef4bc3df,0.0,copeland_unrepaired,1.0
hotpotqa,5a72b8de5542994cef4bc3df,0.0,pagerank,1.0
hotpotqa,5a72b8de5542994cef4bc3df,0.0,greedy_fas_topological,1.0
hotpotqa,5a72b8de5542994cef4bc3df,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5a72b8de5542994cef4bc3df,0.0,greedy_fas_copeland,1.0
hotpotqa,5a72b8de5542994cef4bc3df,0.0,bt_aggregation,1.0
hotpotqa,5a72b8de5542994cef4bc3df,0.0,win_rate_aggregation,1.0
hotpotqa,5a72b8de5542994cef4bc3df,0.0,markov_aggregation,1.0
hotpotqa,5a72b8de5542994cef4bc3df,0.0,tournament_sort_aggregation,1.0
hotpotqa,5ae18d615542997283cd2229,0.0,score_sum,1.0
hotpotqa,5ae18d615542997283cd2229,0.0,borda,1.0
hotpotqa,5ae18d615542997283cd2229,0.0,copeland_unrepaired,1.0
hotpotqa,5ae18d615542997283cd2229,0.0,pagerank,1.0
hotpotqa,5ae18d615542997283cd2229,0.0,greedy_fas_topological,1.0
hotpotqa,5ae18d615542997283cd2229,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5ae18d615542997283cd2229,0.0,greedy_fas_copeland,1.0
hotpotqa,5ae18d615542997283cd2229,0.0,bt_aggregation,1.0
hotpotqa,5ae18d615542997283cd2229,0.0,win_rate_aggregation,1.0
hotpotqa,5ae18d615542997283cd2229,0.0,markov_aggregation,1.0
hotpotqa,5ae18d615542997283cd2229,0.0,tournament_sort_aggregation,1.0
hotpotqa,5a866b5b554299211dda2b23,0.0,score_sum,1.0
hotpotqa,5a866b5b554299211dda2b23,0.0,borda,1.0
hotpotqa,5a866b5b554299211dda2b23,0.0,copeland_unrepaired,1.0
hotpotqa,5a866b5b554299211dda2b23,0.0,pagerank,1.0
hotpotqa,5a866b5b554299211dda2b23,0.0,greedy_fas_topological,1.0
hotpotqa,5a866b5b554299211dda2b23,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5a866b5b554299211dda2b23,0.0,greedy_fas_copeland,1.0
hotpotqa,5a866b5b554299211dda2b23,0.0,bt_aggregation,1.0
hotpotqa,5a866b5b554299211dda2b23,0.0,win_rate_aggregation,1.0
hotpotqa,5a866b5b554299211dda2b23,0.0,markov_aggregation,1.0
hotpotqa,5a866b5b554299211dda2b23,0.0,tournament_sort_aggregation,1.0
hotpotqa,5ae504a855429908b63264df,0.0,score_sum,1.0
hotpotqa,5ae504a855429908b63264df,0.0,borda,1.0
hotpotqa,5ae504a855429908b63264df,0.0,copeland_unrepaired,1.0
hotpotqa,5ae504a855429908b63264df,0.0,pagerank,1.0
hotpotqa,5ae504a855429908b63264df,0.0,greedy_fas_topological,1.0
hotpotqa,5ae504a855429908b63264df,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5ae504a855429908b63264df,0.0,greedy_fas_copeland,1.0
hotpotqa,5ae504a855429908b63264df,0.0,bt_aggregation,1.0
hotpotqa,5ae504a855429908b63264df,0.0,win_rate_aggregation,1.0
hotpotqa,5ae504a855429908b63264df,0.0,markov_aggregation,1.0
hotpotqa,5ae504a855429908b63264df,0.0,tournament_sort_aggregation,1.0
hotpotqa,5a7a1b845542990783324e5f,0.0,score_sum,1.0
hotpotqa,5a7a1b845542990783324e5f,0.0,borda,1.0
hotpotqa,5a7a1b845542990783324e5f,0.0,copeland_unrepaired,1.0
hotpotqa,5a7a1b845542990783324e5f,0.0,pagerank,1.0
hotpotqa,5a7a1b845542990783324e5f,0.0,greedy_fas_topological,1.0
hotpotqa,5a7a1b845542990783324e5f,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5a7a1b845542990783324e5f,0.0,greedy_fas_copeland,1.0
hotpotqa,5a7a1b845542990783324e5f,0.0,bt_aggregation,1.0
hotpotqa,5a7a1b845542990783324e5f,0.0,win_rate_aggregation,1.0
hotpotqa,5a7a1b845542990783324e5f,0.0,markov_aggregation,1.0
hotpotqa,5a7a1b845542990783324e5f,0.0,tournament_sort_aggregation,1.0
hotpotqa,5a7283355542991f9a20c4b1,0.0,score_sum,1.0
hotpotqa,5a7283355542991f9a20c4b1,0.0,borda,1.0
hotpotqa,5a7283355542991f9a20c4b1,0.0,copeland_unrepaired,1.0
hotpotqa,5a7283355542991f9a20c4b1,0.0,pagerank,1.0
hotpotqa,5a7283355542991f9a20c4b1,0.0,greedy_fas_topological,1.0
hotpotqa,5a7283355542991f9a20c4b1,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5a7283355542991f9a20c4b1,0.0,greedy_fas_copeland,1.0
hotpotqa,5a7283355542991f9a20c4b1,0.0,bt_aggregation,1.0
hotpotqa,5a7283355542991f9a20c4b1,0.0,win_rate_aggregation,1.0
hotpotqa,5a7283355542991f9a20c4b1,0.0,markov_aggregation,1.0
hotpotqa,5a7283355542991f9a20c4b1,0.0,tournament_sort_aggregation,1.0
hotpotqa,5a8f2ba155429918e830d1b9,0.0,score_sum,1.0
hotpotqa,5a8f2ba155429918e830d1b9,0.0,borda,1.0
hotpotqa,5a8f2ba155429918e830d1b9,0.0,copeland_unrepaired,1.0
hotpotqa,5a8f2ba155429918e830d1b9,0.0,pagerank,1.0
hotpotqa,5a8f2ba155429918e830d1b9,0.0,greedy_fas_topological,1.0
hotpotqa,5a8f2ba155429918e830d1b9,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5a8f2ba155429918e830d1b9,0.0,greedy_fas_copeland,1.0
hotpotqa,5a8f2ba155429918e830d1b9,0.0,bt_aggregation,1.0
hotpotqa,5a8f2ba155429918e830d1b9,0.0,win_rate_aggregation,1.0
hotpotqa,5a8f2ba155429918e830d1b9,0.0,markov_aggregation,1.0
hotpotqa,5a8f2ba155429918e830d1b9,0.0,tournament_sort_aggregation,1.0
hotpotqa,5ab925fd554299131ca42281,0.0,score_sum,1.0
hotpotqa,5ab925fd554299131ca42281,0.0,borda,1.0
hotpotqa,5ab925fd554299131ca42281,0.0,copeland_unrepaired,1.0
hotpotqa,5ab925fd554299131ca42281,0.0,pagerank,1.0
hotpotqa,5ab925fd554299131ca42281,0.0,greedy_fas_topological,1.0
hotpotqa,5ab925fd554299131ca42281,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5ab925fd554299131ca42281,0.0,greedy_fas_copeland,1.0
hotpotqa,5ab925fd554299131ca42281,0.0,bt_aggregation,1.0
hotpotqa,5ab925fd554299131ca42281,0.0,win_rate_aggregation,1.0
hotpotqa,5ab925fd554299131ca42281,0.0,markov_aggregation,1.0
hotpotqa,5ab925fd554299131ca42281,0.0,tournament_sort_aggregation,1.0
hotpotqa,5a8cec13554299441c6b9f7d,0.0,score_sum,1.0
hotpotqa,5a8cec13554299441c6b9f7d,0.0,borda,1.0
hotpotqa,5a8cec13554299441c6b9f7d,0.0,copeland_unrepaired,1.0
hotpotqa,5a8cec13554299441c6b9f7d,0.0,pagerank,1.0
hotpotqa,5a8cec13554299441c6b9f7d,0.0,greedy_fas_topological,1.0
hotpotqa,5a8cec13554299441c6b9f7d,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5a8cec13554299441c6b9f7d,0.0,greedy_fas_copeland,1.0
hotpotqa,5a8cec13554299441c6b9f7d,0.0,bt_aggregation,1.0
hotpotqa,5a8cec13554299441c6b9f7d,0.0,win_rate_aggregation,1.0
hotpotqa,5a8cec13554299441c6b9f7d,0.0,markov_aggregation,1.0
hotpotqa,5a8cec13554299441c6b9f7d,0.0,tournament_sort_aggregation,1.0
hotpotqa,5adbf43655429947ff173864,0.0,score_sum,1.0
hotpotqa,5adbf43655429947ff173864,0.0,borda,1.0
hotpotqa,5adbf43655429947ff173864,0.0,copeland_unrepaired,1.0
hotpotqa,5adbf43655429947ff173864,0.0,pagerank,1.0
hotpotqa,5adbf43655429947ff173864,0.0,greedy_fas_topological,1.0
hotpotqa,5adbf43655429947ff173864,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5adbf43655429947ff173864,0.0,greedy_fas_copeland,1.0
hotpotqa,5adbf43655429947ff173864,0.0,bt_aggregation,1.0
hotpotqa,5adbf43655429947ff173864,0.0,win_rate_aggregation,1.0
hotpotqa,5adbf43655429947ff173864,0.0,markov_aggregation,1.0
hotpotqa,5adbf43655429947ff173864,0.0,tournament_sort_aggregation,1.0
hotpotqa,5ab64285554299637185c67c,0.0,score_sum,1.0
hotpotqa,5ab64285554299637185c67c,0.0,borda,1.0
hotpotqa,5ab64285554299637185c67c,0.0,copeland_unrepaired,1.0
hotpotqa,5ab64285554299637185c67c,0.0,pagerank,1.0
hotpotqa,5ab64285554299637185c67c,0.0,greedy_fas_topological,1.0
hotpotqa,5ab64285554299637185c67c,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5ab64285554299637185c67c,0.0,greedy_fas_copeland,1.0
hotpotqa,5ab64285554299637185c67c,0.0,bt_aggregation,1.0
hotpotqa,5ab64285554299637185c67c,0.0,win_rate_aggregation,1.0
hotpotqa,5ab64285554299637185c67c,0.0,markov_aggregation,1.0
hotpotqa,5ab64285554299637185c67c,0.0,tournament_sort_aggregation,1.0
hotpotqa,5ae1dadf5542997f29b3c14f,0.0,score_sum,1.0
hotpotqa,5ae1dadf5542997f29b3c14f,0.0,borda,1.0
hotpotqa,5ae1dadf5542997f29b3c14f,0.0,copeland_unrepaired,1.0
hotpotqa,5ae1dadf5542997f29b3c14f,0.0,pagerank,1.0
hotpotqa,5ae1dadf5542997f29b3c14f,0.0,greedy_fas_topological,1.0
hotpotqa,5ae1dadf5542997f29b3c14f,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5ae1dadf5542997f29b3c14f,0.0,greedy_fas_copeland,1.0
hotpotqa,5ae1dadf5542997f29b3c14f,0.0,bt_aggregation,1.0
hotpotqa,5ae1dadf5542997f29b3c14f,0.0,win_rate_aggregation,1.0
hotpotqa,5ae1dadf5542997f29b3c14f,0.0,markov_aggregation,1.0
hotpotqa,5ae1dadf5542997f29b3c14f,0.0,tournament_sort_aggregation,1.0
hotpotqa,5a7cb9b95542990527d55515,0.0,score_sum,1.0
hotpotqa,5a7cb9b95542990527d55515,0.0,borda,1.0
hotpotqa,5a7cb9b95542990527d55515,0.0,copeland_unrepaired,1.0
hotpotqa,5a7cb9b95542990527d55515,0.0,pagerank,1.0
hotpotqa,5a7cb9b95542990527d55515,0.0,greedy_fas_topological,1.0
hotpotqa,5a7cb9b95542990527d55515,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5a7cb9b95542990527d55515,0.0,greedy_fas_copeland,1.0
hotpotqa,5a7cb9b95542990527d55515,0.0,bt_aggregation,1.0
hotpotqa,5a7cb9b95542990527d55515,0.0,win_rate_aggregation,1.0
hotpotqa,5a7cb9b95542990527d55515,0.0,markov_aggregation,1.0
hotpotqa,5a7cb9b95542990527d55515,0.0,tournament_sort_aggregation,1.0
hotpotqa,5a90c8165542995651fb51ee,0.0,score_sum,1.0
hotpotqa,5a90c8165542995651fb51ee,0.0,borda,1.0
hotpotqa,5a90c8165542995651fb51ee,0.0,copeland_unrepaired,1.0
