pool_id,dataset,regime,pair_name,n_queries,mean_delta_ndcg,bootstrap_ci_low,bootstrap_ci_high,bootstrap_fraction_means_gt_zero,paired_permutation_pvalue,holm_adjusted_pvalue,bh_adjusted_pvalue,reject_holm_0p05,reject_bh_0p05
bm25_only,bright,ms1,balance_graph,50,-0.0041041875970830866,-0.016240068721897028,0.003071325619388492,0.2611,0.6771322867713229,1.0,1.0,False,False
bm25_only,bright,ms1,balance_hybrid,50,-0.0008501094762027673,-0.002830829213201862,0.0005610015691871206,0.1322,0.7485251474852515,1.0,1.0,False,False
bm25_only,bright,ms1,copeland_graph,50,-0.009313006213305122,-0.04128339004638549,0.01804062219090622,0.2698,0.5640435956404359,1.0,1.0,False,False
bm25_only,bright,ms1,copeland_hybrid,50,0.0037578894247785365,-0.020024241560376934,0.027243870953134543,0.6238,0.8122187781221878,1.0,1.0,False,False
bm25_only,bright,ms1,markov_graph,50,-0.0026163813348116373,-0.020564831567333984,0.020572169713196004,0.3771,0.8383161683831617,1.0,1.0,False,False
bm25_only,bright,ms1_drop_mutual,balance_graph,50,0.0,0.0,0.0,0.0,1.0,1.0,1.0,False,False
bm25_only,bright,ms1_drop_mutual,balance_hybrid,50,0.0,0.0,0.0,0.0,1.0,1.0,1.0,False,False
bm25_only,bright,ms1_drop_mutual,copeland_graph,50,0.0,0.0,0.0,0.0,1.0,1.0,1.0,False,False
bm25_only,bright,ms1_drop_mutual,copeland_hybrid,50,0.0,0.0,0.0,0.0,1.0,1.0,1.0,False,False
bm25_only,bright,ms1_drop_mutual,markov_graph,50,0.0,0.0,0.0,0.0,1.0,1.0,1.0,False,False
bm25_only,bright,ms2,balance_graph,50,0.0,0.0,0.0,0.0,1.0,1.0,1.0,False,False
bm25_only,bright,ms2,balance_hybrid,50,0.0,0.0,0.0,0.0,1.0,1.0,1.0,False,False
bm25_only,bright,ms2,copeland_graph,50,0.0,0.0,0.0,0.0,1.0,1.0,1.0,False,False
bm25_only,bright,ms2,copeland_hybrid,50,0.0,0.0,0.0,0.0,1.0,1.0,1.0,False,False
bm25_only,bright,ms2,markov_graph,50,0.0,0.0,0.0,0.0,1.0,1.0,1.0,False,False
bm25_only,fiqa,ms1,balance_graph,120,0.0004755910405488987,-0.007413729014718928,0.009082707996329079,0.5437,0.7971202879712029,1.0,1.0,False,False
bm25_only,fiqa,ms1,balance_hybrid,120,1.6355800619612578e-07,-0.00027179585796044354,0.00022707998080583695,0.5247,1.0,1.0,1.0,False,False
bm25_only,fiqa,ms1,copeland_graph,120,-0.005879974143844389,-0.018486883901081105,0.0037595832190159047,0.1478,0.3772622737726227,1.0,1.0,False,False
bm25_only,fiqa,ms1,copeland_hybrid,120,0.002821191846663068,-0.0017265431507984608,0.00730643814332921,0.8931,0.22007799220077992,1.0,1.0,False,False
bm25_only,fiqa,ms1,markov_graph,120,-0.0052162337602044044,-0.011042868861581985,-0.000742617321850975,0.0078,0.035596440355964404,1.0,1.0,False,False
bm25_only,fiqa,ms1_drop_mutual,balance_graph,120,0.0,0.0,0.0,0.0,1.0,1.0,1.0,False,False
bm25_only,fiqa,ms1_drop_mutual,balance_hybrid,120,0.0,0.0,0.0,0.0,1.0,1.0,1.0,False,False
bm25_only,fiqa,ms1_drop_mutual,copeland_graph,120,0.0,0.0,0.0,0.0,1.0,1.0,1.0,False,False
bm25_only,fiqa,ms1_drop_mutual,copeland_hybrid,120,0.0,0.0,0.0,0.0,1.0,1.0,1.0,False,False
bm25_only,fiqa,ms1_drop_mutual,markov_graph,120,0.0,0.0,0.0,0.0,1.0,1.0,1.0,False,False
bm25_only,fiqa,ms2,balance_graph,120,0.0,0.0,0.0,0.0,1.0,1.0,1.0,False,False
bm25_only,fiqa,ms2,balance_hybrid,120,0.0,0.0,0.0,0.0,1.0,1.0,1.0,False,False
bm25_only,fiqa,ms2,copeland_graph,120,0.0,0.0,0.0,0.0,1.0,1.0,1.0,False,False
bm25_only,fiqa,ms2,copeland_hybrid,120,0.0,0.0,0.0,0.0,1.0,1.0,1.0,False,False
bm25_only,fiqa,ms2,markov_graph,120,0.0,0.0,0.0,0.0,1.0,1.0,1.0,False,False
bm25_only,hotpotqa,ms1,balance_graph,52,0.002499335929037331,-0.018276277101436676,0.02766747614898002,0.5333,1.0,1.0,1.0,False,False
bm25_only,hotpotqa,ms1,balance_hybrid,52,0.0068696949827379665,0.0,0.018091205071839717,0.8688,0.5097490250974902,1.0,1.0,False,False
