dataset,query_id,method,preference_source,preference_source_note,n_nodes,n_edges,graph_density,n_sccs,largest_scc,is_cyclic,n_non_trivial_sccs,scc_cycle_burden,fas_weight_removed,fas_n_edges_removed,graph_ref_bew_pre,graph_ref_bew_post,graph_ref_pic_pre,graph_ref_pic_post,n_eval_candidates,primary_metric,backward_edge_weight,pairwise_inconsistency,kendall_tau,kendall_tau_legacy,ndcg_at_k,map_at_k,precision_at_k,recall_at_k,pairwise_accuracy,runtime_pref_gen_s,runtime_graph_build_s,runtime_cycle_detect_s,runtime_fas_solver_s,runtime_ranking_s,runtime_evaluation_s,runtime_total_s
fiqa,q_fiqa_000132,score_sum,qrels,label-derived pairwise preferences from qrels,20,128,0.336842,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.606061,1.0,1.0,0.5,1.0,1.0,0.000216,0.000532,4.5e-05,0.001128,4.8e-05,0.001775,0.188719
fiqa,q_fiqa_000132,borda,qrels,label-derived pairwise preferences from qrels,20,128,0.336842,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.606061,1.0,1.0,0.5,1.0,1.0,0.000216,0.000532,4.5e-05,0.001128,2.7e-05,0.001775,0.188719
fiqa,q_fiqa_000132,pagerank,qrels,label-derived pairwise preferences from qrels,20,128,0.336842,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,0.631579,0.757576,1.0,1.0,0.5,1.0,1.0,0.000216,0.000532,4.5e-05,0.001128,0.184325,0.001775,0.188719
fiqa,q_fiqa_000132,greedy_fas_topological,qrels,label-derived pairwise preferences from qrels,20,128,0.336842,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,0.631579,0.757576,1.0,1.0,0.5,1.0,1.0,0.000216,0.000532,4.5e-05,0.001128,9.7e-05,0.001775,0.188719
fiqa,q_fiqa_000132,greedy_fas_weighted_balance,qrels,label-derived pairwise preferences from qrels,20,128,0.336842,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.606061,1.0,1.0,0.5,1.0,1.0,0.000216,0.000532,4.5e-05,0.001128,8.1e-05,0.001775,0.188719
fiqa,q_fiqa_000132,greedy_fas_copeland,qrels,label-derived pairwise preferences from qrels,20,128,0.336842,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.606061,1.0,1.0,0.5,1.0,1.0,0.000216,0.000532,4.5e-05,0.001128,3.8e-05,0.001775,0.188719
fiqa,q_fiqa_000132,greedy_fas_score_augmented_topological,qrels,label-derived pairwise preferences from qrels,20,128,0.336842,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,0.347368,0.848485,1.0,1.0,0.5,1.0,1.0,0.000216,0.000532,4.5e-05,0.001128,6.5e-05,0.001775,0.188719
fiqa,q_fiqa_000132,fas_balance_score_prior_alpha_beta,qrels,label-derived pairwise preferences from qrels,20,128,0.336842,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.606061,1.0,1.0,0.5,1.0,1.0,0.000216,0.000532,4.5e-05,0.001128,8.4e-05,0.001775,0.188719
fiqa,q_fiqa_000132,hybrid_rrf_fas_regularized,qrels,label-derived pairwise preferences from qrels,20,128,0.336842,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.606061,1.0,1.0,0.5,1.0,1.0,0.000216,0.000532,4.5e-05,0.001128,6.5e-05,0.001775,0.188719
fiqa,q_fiqa_000132,hybrid_rrf_balance_a05,qrels,label-derived pairwise preferences from qrels,20,128,0.336842,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.606061,1.0,1.0,0.5,1.0,1.0,0.000216,0.000532,4.5e-05,0.001128,5.5e-05,0.001775,0.188719
fiqa,q_fiqa_000132,hybrid_rrf_copeland_a03,qrels,label-derived pairwise preferences from qrels,20,128,0.336842,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.606061,1.0,1.0,0.5,1.0,1.0,0.000216,0.000532,4.5e-05,0.001128,3.9e-05,0.001775,0.188719
fiqa,q_fiqa_000132,hybrid_rrf_priority_topo_a03,qrels,label-derived pairwise preferences from qrels,20,128,0.336842,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,0.347368,0.848485,1.0,1.0,0.5,1.0,1.0,0.000216,0.000532,4.5e-05,0.001128,9.9e-05,0.001775,0.188719
fiqa,q_fiqa_000485,score_sum,qrels,label-derived pairwise preferences from qrels,20,113,0.297368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.848485,1.0,1.0,0.4,1.0,1.0,0.000189,0.000197,3.6e-05,0.000957,3.8e-05,0.001621,0.00507
fiqa,q_fiqa_000485,borda,qrels,label-derived pairwise preferences from qrels,20,113,0.297368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.848485,1.0,1.0,0.4,1.0,1.0,0.000189,0.000197,3.6e-05,0.000957,2e-05,0.001621,0.00507
fiqa,q_fiqa_000485,pagerank,qrels,label-derived pairwise preferences from qrels,20,113,0.297368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,0.568421,0.818182,1.0,1.0,0.4,1.0,1.0,0.000189,0.000197,3.6e-05,0.000957,0.001517,0.001621,0.00507
fiqa,q_fiqa_000485,greedy_fas_topological,qrels,label-derived pairwise preferences from qrels,20,113,0.297368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,0.568421,0.818182,1.0,1.0,0.4,1.0,1.0,0.000189,0.000197,3.6e-05,0.000957,6.9e-05,0.001621,0.00507
fiqa,q_fiqa_000485,greedy_fas_weighted_balance,qrels,label-derived pairwise preferences from qrels,20,113,0.297368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.848485,1.0,1.0,0.4,1.0,1.0,0.000189,0.000197,3.6e-05,0.000957,4.6e-05,0.001621,0.00507
fiqa,q_fiqa_000485,greedy_fas_copeland,qrels,label-derived pairwise preferences from qrels,20,113,0.297368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.848485,1.0,1.0,0.4,1.0,1.0,0.000189,0.000197,3.6e-05,0.000957,2.8e-05,0.001621,0.00507
fiqa,q_fiqa_000485,greedy_fas_score_augmented_topological,qrels,label-derived pairwise preferences from qrels,20,113,0.297368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,0.189474,0.636364,1.0,1.0,0.4,1.0,1.0,0.000189,0.000197,3.6e-05,0.000957,5.3e-05,0.001621,0.00507
fiqa,q_fiqa_000485,fas_balance_score_prior_alpha_beta,qrels,label-derived pairwise preferences from qrels,20,113,0.297368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.848485,1.0,1.0,0.4,1.0,1.0,0.000189,0.000197,3.6e-05,0.000957,6.8e-05,0.001621,0.00507
