dataset,query_id,method,preference_source,preference_source_note,n_nodes,n_edges,graph_density,n_sccs,largest_scc,is_cyclic,n_non_trivial_sccs,scc_cycle_burden,fas_weight_removed,fas_n_edges_removed,graph_ref_bew_pre,graph_ref_bew_post,graph_ref_pic_pre,graph_ref_pic_post,n_eval_candidates,primary_metric,backward_edge_weight,pairwise_inconsistency,kendall_tau,kendall_tau_legacy,ndcg_at_k,map_at_k,precision_at_k,recall_at_k,pairwise_accuracy,runtime_pref_gen_s,runtime_graph_build_s,runtime_cycle_detect_s,runtime_fas_solver_s,runtime_ranking_s,runtime_evaluation_s,runtime_total_s
hotpotqa,q_hop_000164,score_sum,qrels,label-derived pairwise preferences from qrels,10,21,0.233333,10,1,False,0,0,0,0,0.0,0.0,0,0,10,ndcg_at_k,0.0,0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,6.2e-05,0.000303,2.4e-05,0.000619,2e-05,0.000767,0.199245
hotpotqa,q_hop_000164,borda,qrels,label-derived pairwise preferences from qrels,10,21,0.233333,10,1,False,0,0,0,0,0.0,0.0,0,0,10,ndcg_at_k,0.0,0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,6.2e-05,0.000303,2.4e-05,0.000619,1.8e-05,0.000767,0.199245
hotpotqa,q_hop_000164,pagerank,qrels,label-derived pairwise preferences from qrels,10,21,0.233333,10,1,False,0,0,0,0,0.0,0.0,0,0,10,ndcg_at_k,0.0,0,0.288889,0.288889,1.0,1.0,0.3,1.0,1.0,6.2e-05,0.000303,2.4e-05,0.000619,0.197099,0.000767,0.199245
hotpotqa,q_hop_000164,greedy_fas_topological,qrels,label-derived pairwise preferences from qrels,10,21,0.233333,10,1,False,0,0,0,0,0.0,0.0,0,0,10,ndcg_at_k,0.0,0,0.288889,0.288889,1.0,1.0,0.3,1.0,1.0,6.2e-05,0.000303,2.4e-05,0.000619,6.4e-05,0.000767,0.199245
hotpotqa,q_hop_000164,greedy_fas_weighted_balance,qrels,label-derived pairwise preferences from qrels,10,21,0.233333,10,1,False,0,0,0,0,0.0,0.0,0,0,10,ndcg_at_k,0.0,0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,6.2e-05,0.000303,2.4e-05,0.000619,3.4e-05,0.000767,0.199245
hotpotqa,q_hop_000164,greedy_fas_copeland,qrels,label-derived pairwise preferences from qrels,10,21,0.233333,10,1,False,0,0,0,0,0.0,0.0,0,0,10,ndcg_at_k,0.0,0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,6.2e-05,0.000303,2.4e-05,0.000619,2.7e-05,0.000767,0.199245
hotpotqa,q_hop_000164,greedy_fas_score_augmented_topological,qrels,label-derived pairwise preferences from qrels,10,21,0.233333,10,1,False,0,0,0,0,0.0,0.0,0,0,10,ndcg_at_k,0.0,0,-0.066667,-0.066667,1.0,1.0,0.3,1.0,1.0,6.2e-05,0.000303,2.4e-05,0.000619,3e-05,0.000767,0.199245
hotpotqa,q_hop_000164,fas_balance_score_prior_alpha_beta,qrels,label-derived pairwise preferences from qrels,10,21,0.233333,10,1,False,0,0,0,0,0.0,0.0,0,0,10,ndcg_at_k,0.0,0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,6.2e-05,0.000303,2.4e-05,0.000619,4.9e-05,0.000767,0.199245
hotpotqa,q_hop_000164,hybrid_rrf_fas_regularized,qrels,label-derived pairwise preferences from qrels,10,21,0.233333,10,1,False,0,0,0,0,0.0,0.0,0,0,10,ndcg_at_k,0.0,0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,6.2e-05,0.000303,2.4e-05,0.000619,3.3e-05,0.000767,0.199245
hotpotqa,q_hop_000164,hybrid_rrf_balance_a05,qrels,label-derived pairwise preferences from qrels,10,21,0.233333,10,1,False,0,0,0,0,0.0,0.0,0,0,10,ndcg_at_k,0.0,0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,6.2e-05,0.000303,2.4e-05,0.000619,2.4e-05,0.000767,0.199245
hotpotqa,q_hop_000164,hybrid_rrf_copeland_a03,qrels,label-derived pairwise preferences from qrels,10,21,0.233333,10,1,False,0,0,0,0,0.0,0.0,0,0,10,ndcg_at_k,0.0,0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,6.2e-05,0.000303,2.4e-05,0.000619,2.3e-05,0.000767,0.199245
hotpotqa,q_hop_000164,hybrid_rrf_priority_topo_a03,qrels,label-derived pairwise preferences from qrels,10,21,0.233333,10,1,False,0,0,0,0,0.0,0.0,0,0,10,ndcg_at_k,0.0,0,-0.066667,-0.066667,1.0,1.0,0.3,1.0,1.0,6.2e-05,0.000303,2.4e-05,0.000619,4.9e-05,0.000767,0.199245
hotpotqa,q_hop_000383,score_sum,qrels,label-derived pairwise preferences from qrels,10,21,0.233333,10,1,False,0,0,0,0,0.0,0.0,0,0,10,ndcg_at_k,0.0,0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,8.5e-05,6e-05,2.1e-05,0.000296,1.7e-05,0.000787,0.003247
hotpotqa,q_hop_000383,borda,qrels,label-derived pairwise preferences from qrels,10,21,0.233333,10,1,False,0,0,0,0,0.0,0.0,0,0,10,ndcg_at_k,0.0,0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,8.5e-05,6e-05,2.1e-05,0.000296,1.4e-05,0.000787,0.003247
hotpotqa,q_hop_000383,pagerank,qrels,label-derived pairwise preferences from qrels,10,21,0.233333,10,1,False,0,0,0,0,0.0,0.0,0,0,10,ndcg_at_k,0.0,0,0.244444,0.244444,1.0,1.0,0.3,1.0,1.0,8.5e-05,6e-05,2.1e-05,0.000296,0.001661,0.000787,0.003247
