order,method,query_id,split,auc_ndcg
random,initial_bm25,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,0.7678329270936477
random,sparse_copeland,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,0.9912321254065914
random,pure_bt_no_prior,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,0.983715007899324
random,fixed_blend,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,0.9742617728425556
random,regularized_bt,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,0.9536047524091587
random,exhaustive,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,0.9896062251871525
random,initial_bm25,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,test,0.7618017901203944
random,sparse_copeland,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,test,0.9640838001668579
random,pure_bt_no_prior,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,test,0.924299567893341
random,fixed_blend,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,test,0.9138758576957073
random,regularized_bt,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,test,0.9022165024013976
random,exhaustive,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,test,0.9896062251871525
random,initial_bm25,0ce7927d613e66a2062516e9e85e1b9a36d54029,dev,0.9068250379649667
random,sparse_copeland,0ce7927d613e66a2062516e9e85e1b9a36d54029,dev,0.9940982233765404
random,pure_bt_no_prior,0ce7927d613e66a2062516e9e85e1b9a36d54029,dev,0.9862072719976543
random,fixed_blend,0ce7927d613e66a2062516e9e85e1b9a36d54029,dev,0.9949152853327589
random,regularized_bt,0ce7927d613e66a2062516e9e85e1b9a36d54029,dev,0.98934154415735
random,exhaustive,0ce7927d613e66a2062516e9e85e1b9a36d54029,dev,1.0
random,initial_bm25,0daf48d0ce4e4200a753c28519f5761b160944fb,test,0.9708923176105699
random,sparse_copeland,0daf48d0ce4e4200a753c28519f5761b160944fb,test,0.983776399157264
random,pure_bt_no_prior,0daf48d0ce4e4200a753c28519f5761b160944fb,test,0.9834762444362782
random,fixed_blend,0daf48d0ce4e4200a753c28519f5761b160944fb,test,0.9893990794836446
random,regularized_bt,0daf48d0ce4e4200a753c28519f5761b160944fb,test,0.990322639119552
random,exhaustive,0daf48d0ce4e4200a753c28519f5761b160944fb,test,1.0
random,initial_bm25,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,test,0.8687949224876581
random,sparse_copeland,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,test,0.9360739621669466
random,pure_bt_no_prior,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,test,0.952696278539132
random,fixed_blend,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,test,0.9783256439506379
random,regularized_bt,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,test,0.9652899047366715
random,exhaustive,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,test,1.0
random,initial_bm25,1a66df57f88e689438d505474eff73e3a9180c5b,test,0.6064750651937415
random,sparse_copeland,1a66df57f88e689438d505474eff73e3a9180c5b,test,0.7886318641332684
random,pure_bt_no_prior,1a66df57f88e689438d505474eff73e3a9180c5b,test,0.8203492155233361
random,fixed_blend,1a66df57f88e689438d505474eff73e3a9180c5b,test,0.7234437494630153
random,regularized_bt,1a66df57f88e689438d505474eff73e3a9180c5b,test,0.7278284627079006
random,exhaustive,1a66df57f88e689438d505474eff73e3a9180c5b,test,0.8539316501572936
random,initial_bm25,21b1180af3087c1333708a9873f6d473eabe6751,dev,0.8687949224876581
random,sparse_copeland,21b1180af3087c1333708a9873f6d473eabe6751,dev,0.9647069101342092
random,pure_bt_no_prior,21b1180af3087c1333708a9873f6d473eabe6751,dev,0.9476035025530789
random,fixed_blend,21b1180af3087c1333708a9873f6d473eabe6751,dev,0.9747257693678462
random,regularized_bt,21b1180af3087c1333708a9873f6d473eabe6751,dev,0.9765438501850288
random,exhaustive,21b1180af3087c1333708a9873f6d473eabe6751,dev,0.9896062251871525
random,initial_bm25,2747421989619d293c05b0b82a547009128ebadb,test,0.6843515475204855
random,sparse_copeland,2747421989619d293c05b0b82a547009128ebadb,test,0.9375758909998698
random,pure_bt_no_prior,2747421989619d293c05b0b82a547009128ebadb,test,0.9381283453429633
random,fixed_blend,2747421989619d293c05b0b82a547009128ebadb,test,0.8998285899470378
random,regularized_bt,2747421989619d293c05b0b82a547009128ebadb,test,0.8649563269100871
random,exhaustive,2747421989619d293c05b0b82a547009128ebadb,test,1.0
random,initial_bm25,28f3343d2419147213e7580934cfc4e0cb88b088,test,0.8357799744028238
random,sparse_copeland,28f3343d2419147213e7580934cfc4e0cb88b088,test,0.9063507787236897
random,pure_bt_no_prior,28f3343d2419147213e7580934cfc4e0cb88b088,test,0.8798393053299594
random,fixed_blend,28f3343d2419147213e7580934cfc4e0cb88b088,test,0.9232355010440212
random,regularized_bt,28f3343d2419147213e7580934cfc4e0cb88b088,test,0.9248757694505474
random,exhaustive,28f3343d2419147213e7580934cfc4e0cb88b088,test,0.9669850519151657
random,initial_bm25,29373c5bb0d60320844905916aec09d64c24cd79,test,0.8207658584763089
random,sparse_copeland,29373c5bb0d60320844905916aec09d64c24cd79,test,0.8477287719020538
random,pure_bt_no_prior,29373c5bb0d60320844905916aec09d64c24cd79,test,0.868137795574155
random,fixed_blend,29373c5bb0d60320844905916aec09d64c24cd79,test,0.8602549838779321
random,regularized_bt,29373c5bb0d60320844905916aec09d64c24cd79,test,0.8852005484457433
random,exhaustive,29373c5bb0d60320844905916aec09d64c24cd79,test,0.9896062251871525
random,initial_bm25,3ad8328b066bedca77c858a399a77521563d5c99,test,0.9068250379649667
random,sparse_copeland,3ad8328b066bedca77c858a399a77521563d5c99,test,0.9668996153024082
random,pure_bt_no_prior,3ad8328b066bedca77c858a399a77521563d5c99,test,0.9613935040399137
random,fixed_blend,3ad8328b066bedca77c858a399a77521563d5c99,test,0.9490741496634405
random,regularized_bt,3ad8328b066bedca77c858a399a77521563d5c99,test,0.9547166372590636
random,exhaustive,3ad8328b066bedca77c858a399a77521563d5c99,test,1.0
random,initial_bm25,4a343313042b654c7d85313de3d88486a1d0e9de,test,1.0
random,sparse_copeland,4a343313042b654c7d85313de3d88486a1d0e9de,test,0.979010883075809
random,pure_bt_no_prior,4a343313042b654c7d85313de3d88486a1d0e9de,test,0.9706455962902639
random,fixed_blend,4a343313042b654c7d85313de3d88486a1d0e9de,test,1.0
random,regularized_bt,4a343313042b654c7d85313de3d88486a1d0e9de,test,1.0
random,exhaustive,4a343313042b654c7d85313de3d88486a1d0e9de,test,1.0
random,initial_bm25,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,dev,0.7528479435844877
random,sparse_copeland,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,dev,0.9869041384812504
random,pure_bt_no_prior,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,dev,0.98556717424467
random,fixed_blend,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,dev,0.9715312641915022
random,regularized_bt,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,dev,0.9666865395901564
random,exhaustive,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,dev,1.0
random,initial_bm25,4ec90b7da43e6438cbdc756624b1083f30288064,dev,0.544192623472237
random,sparse_copeland,4ec90b7da43e6438cbdc756624b1083f30288064,dev,0.7128800621324485
random,pure_bt_no_prior,4ec90b7da43e6438cbdc756624b1083f30288064,dev,0.666940504338988
random,fixed_blend,4ec90b7da43e6438cbdc756624b1083f30288064,dev,0.6985514215766555
random,regularized_bt,4ec90b7da43e6438cbdc756624b1083f30288064,dev,0.6703767841650607
random,exhaustive,4ec90b7da43e6438cbdc756624b1083f30288064,dev,0.6426881189719141
random,initial_bm25,5137d6a245dffe321df34999fa77e190c19b4c37,test,0.9505310077117098
random,sparse_copeland,5137d6a245dffe321df34999fa77e190c19b4c37,test,0.9072000476996249
